date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-04-27 00:00:00,12.4,11.1,15,,,,8,,1009.2,
2018-04-28 00:00:00,13.7,7.8,20,6.1,,,11.2,,1009,
2018-04-29 00:00:00,11.2,8.3,13.3,,,309,20.8,,1013,
2018-04-30 00:00:00,8.7,7.2,10,,,315,21.8,,1016.1,
2018-05-01 00:00:00,16.9,5,28.3,0,,,12.2,,1016.9,
2018-05-02 00:00:00,23.7,12.8,32.8,0,,,14.2,,1016.4,
2018-05-03 00:00:00,26.1,19.4,33.9,,,221,16.7,,1014.2,
2018-05-04 00:00:00,25.3,20.6,30,,,,14,,1011.4,
2018-05-05 00:00:00,20.2,15.6,25,,,290,16.6,,1016.5,
2018-05-06 00:00:00,16.8,15,18.9,,,,7.7,,1014.4,
2018-05-07 00:00:00,17.4,12.2,23.9,0,,,9.1,,1017.1,
2018-05-08 00:00:00,16.8,11.1,22.2,0,,,7.9,,1023.2,
2018-05-09 00:00:00,17.7,11.7,25,0,,,7,,1020.3,
2018-05-10 00:00:00,16.4,12.8,20.6,,,,10.2,,1013.6,
2018-05-11 00:00:00,18.3,13.9,22.8,0,,,10.9,,1014.6,
2018-05-12 00:00:00,13.7,10.6,18.3,,,46,8.7,,,
2018-05-13 00:00:00,11.9,10.6,13.3,,,57,9,,1020.2,
2018-05-14 00:00:00,15.7,11.7,21.7,,,,6.8,,1015.1,
2018-05-15 00:00:00,22.3,16.1,35.6,10.7,,,11.9,,1010.9,
2018-05-16 00:00:00,16.5,14.4,18.9,,,50,8.2,,1018,
2018-05-17 00:00:00,18,13.9,23.9,,,,5.6,,1016.4,
2018-05-18 00:00:00,17.3,14.4,18.3,0,,,12.5,,1024,
2018-05-19 00:00:00,12.2,10,13.9,,,,9.8,,1023.7,
2018-05-20 00:00:00,20.5,13.3,27.8,,,,10.5,,1014.6,
2018-05-21 00:00:00,19.9,13.9,26.7,0,,,9.4,,1020.4,
2018-05-22 00:00:00,16.9,13.9,20,,,,4.6,,1019.2,
2018-05-23 00:00:00,21,15,27.8,7.3,,,9.5,,1013.3,
2018-05-24 00:00:00,23,17.8,29.4,0,,,10.2,,1018.1,
2018-05-25 00:00:00,24.8,16.1,31.1,0,,,13.9,,1014,
2018-05-26 00:00:00,27.3,20.6,32.8,0,,,10.9,,1009.1,
2018-05-27 00:00:00,18.4,14.4,25,,,,12.4,,1015.3,
2018-05-28 00:00:00,16.8,13.3,23.9,0,,,8.3,,1017.9,
2018-05-29 00:00:00,24.7,17.8,31.7,0,,,8.8,,1014.7,
2018-05-30 00:00:00,21.7,16.7,26.1,0,,,10.4,,1018.8,
2018-05-31 00:00:00,19.7,17.2,22.2,,,,10,,1016.2,
2018-06-01 00:00:00,23.2,18.9,28.9,,,,4.9,,1008.8,
2018-06-02 00:00:00,25.9,21.1,31.1,0.8,,,11.4,,1006.9,
2018-06-03 00:00:00,17,12.2,21.1,,,94,14.6,,1014.6,
2018-06-04 00:00:00,15.9,11.1,21.7,14.4,,,8.8,,1008.1,
2018-06-05 00:00:00,18.8,12.2,23.9,0,,,13,,1004.9,
2018-06-06 00:00:00,17.6,14.4,21.7,0,,,7.6,,1010.5,
2018-06-07 00:00:00,18.4,16.1,22.8,0,,176,11.8,,1018.6,
2018-06-08 00:00:00,22.3,14.4,28.9,0,,,8.5,,1019.7,
2018-06-09 00:00:00,23.6,18.9,27.8,0,,,9.2,,1018.6,
2018-06-10 00:00:00,20,17.2,22.8,,,,6.9,,1017.2,
2018-06-11 00:00:00,18.3,15,24.4,,,,9.5,,1017.4,
2018-06-12 00:00:00,18.7,12.2,25.6,0,,,11.6,,1021.7,
2018-06-13 00:00:00,21.4,16.7,26.7,,,204,13.8,,1012.7,
2018-06-14 00:00:00,24.6,19.4,28.9,0,,300,19.8,,1008,
2018-06-15 00:00:00,21.3,17.2,25.6,0,,352,13,,1013.2,
2018-06-16 00:00:00,23.2,13.9,28.9,0,,,7,,1015.9,
2018-06-17 00:00:00,25.7,17.8,34.4,,,,7.2,,1017.3,
2018-06-18 00:00:00,28,21.7,34.4,1.5,,215,17.5,,1013.3,
2018-06-19 00:00:00,27.8,25,31.7,0.6,,327,13,,1008.1,
2018-06-20 00:00:00,24.8,21.1,28.3,0,,,7.3,,1010.2,
2018-06-21 00:00:00,24.7,19.4,30,9.7,,,9.6,,1007.8,
2018-06-22 00:00:00,22.2,20,25,0,,91,12.6,,1014.4,
2018-06-23 00:00:00,18.3,17.2,19.4,,,,9.3,,1011.3,
2018-06-24 00:00:00,24.2,18.9,31.1,,,,10.6,,1008.9,
2018-06-25 00:00:00,23.9,19.4,28.3,0,,335,16.3,,1014.7,
2018-06-26 00:00:00,21.3,16.1,25,0,,,12.9,,1022.8,
2018-06-27 00:00:00,21.3,18.9,23.9,,,182,14.6,,1017.5,
2018-06-28 00:00:00,24.7,22.2,29.4,,,,11.3,,,
2018-06-29 00:00:00,27.6,21.1,32.8,0,,,9.1,,1013.3,
2018-06-30 00:00:00,28.8,20.6,34.4,0,,,7.4,,1016.2,
2018-07-01 00:00:00,30.8,24.4,36.1,0,,,5.2,,1015.7,
2018-07-02 00:00:00,30.4,25,35.6,0,,,7.9,,1016.9,
2018-07-03 00:00:00,28.2,25.6,33.9,,,,5.6,,1020.6,
2018-07-04 00:00:00,27.3,24.4,31.1,,,,3.6,,1024.7,
2018-07-05 00:00:00,28,23.9,32.2,0,,,11.4,,1023.7,
2018-07-06 00:00:00,26.1,22.2,28.3,,,257,16.7,,1017.5,
2018-07-07 00:00:00,21,16.7,25,0,,,12.9,,1025.7,
2018-07-08 00:00:00,22.4,15,28.9,0,,,6.6,,1026.5,
2018-07-09 00:00:00,25,17.8,31.1,0,,,7.6,,1021.2,
2018-07-10 00:00:00,27.9,20,33.9,0,,,9.6,,1012.9,
2018-07-11 00:00:00,27.1,23.3,30.6,0,,7,13.3,,1013,
2018-07-12 00:00:00,25,21.7,29.4,0,,,8.9,,1020.8,
2018-07-13 00:00:00,25.1,18.9,30,0,,,8.3,,1022.5,
2018-07-14 00:00:00,27.1,20.6,32.8,0,,224,13.2,,1018.6,
2018-07-15 00:00:00,25.2,21.7,30.6,36.1,,,9.2,,1015.4,
2018-07-16 00:00:00,28.4,22.2,32.8,0,,,8.3,,1013.5,
2018-07-17 00:00:00,26.3,22.8,33.3,,,205,13.9,,1010.1,
2018-07-18 00:00:00,25,19.4,30,0,,353,13.8,,1011.5,
2018-07-19 00:00:00,23.3,17.2,28.9,0,,,8.4,,1017.8,
2018-07-20 00:00:00,23.8,18.9,28.3,0,,,7.6,,1020.2,
2018-07-21 00:00:00,22.3,18.9,25.6,5.3,,90,15.6,,1017.1,
2018-07-22 00:00:00,24.6,20,27.2,,,141,22.3,,1012.1,
2018-07-23 00:00:00,26.4,24.4,28.9,,,159,19.7,,1018.4,
2018-07-24 00:00:00,27.1,25.6,28.9,,,165,22.9,,1020.9,
2018-07-25 00:00:00,25.8,22.8,27.8,,,167,19.4,,1015,
2018-07-26 00:00:00,26.7,23.3,31.7,2.1,,232,10.7,,,
2018-07-27 00:00:00,25.7,21.7,32.2,,,,9.9,,1014.5,
2018-07-28 00:00:00,25.4,20.6,31.1,,,,6.7,,1014.7,
2018-07-29 00:00:00,25.1,21.1,28.9,0,,,9.5,,1017.6,
2018-07-30 00:00:00,23.7,18.9,27.2,0,,,6.5,,1019.9,
2018-07-31 00:00:00,24.1,19.4,28.3,0,,,7.1,,1019.4,
2018-08-01 00:00:00,27.3,23.3,32.8,,,172,14.5,,1016.5,
2018-08-02 00:00:00,27.6,23.9,32.8,,,236,14.3,,1018.1,
2018-08-03 00:00:00,26.1,23.9,30,,,,9.7,,,
2018-08-04 00:00:00,26.3,22.2,31.1,,,,9.8,,1018,
2018-08-05 00:00:00,28.6,22.2,33.9,0,,,5.1,,1019.6,
2018-08-06 00:00:00,29.8,24.4,35,0,,,5.5,,1017.4,
2018-08-07 00:00:00,28.2,24.4,32.8,3.1,,200,12.5,,1014.2,
2018-08-08 00:00:00,28.4,23.3,34.4,,,,6.4,,1011,
2018-08-09 00:00:00,27.6,23.9,31.7,5,,,9.6,,1008.6,
2018-08-10 00:00:00,26.7,21.7,31.1,0,,,7.1,,1011.2,
2018-08-11 00:00:00,23.8,21.7,26.1,,,,7.1,,1013.2,
2018-08-12 00:00:00,25.2,22.8,28.9,0,,,8.2,,1015.9,
2018-08-13 00:00:00,23.4,22.8,24.4,,,,8.3,,,
2018-08-14 00:00:00,24.2,21.7,28.3,,,,9.1,,1010.6,
2018-08-15 00:00:00,26.5,21.1,31.7,0,,270,13.5,,1011.9,
2018-08-16 00:00:00,28.2,22.8,32.8,0,,,9.2,,1016.6,
2018-08-17 00:00:00,27.8,23.3,32.8,10.4,,,9.6,,1016.2,
2018-08-18 00:00:00,25.5,22.2,31.1,11.5,,,10.2,,1009.9,
2018-08-19 00:00:00,21.9,20,23.3,,,36,9.2,,1014.4,
2018-08-20 00:00:00,21.9,20,24.4,0,,,8.4,,1019.7,
2018-08-21 00:00:00,23.4,20,29.4,0,,,11.7,,1017.2,
2018-08-22 00:00:00,25.1,22.2,28.9,,,264,14.8,,1006.6,
2018-08-23 00:00:00,22.4,18.3,26.1,0.8,,322,13.8,,1013.8,
2018-08-24 00:00:00,22.9,16.7,29.4,0,,,6.7,,1021.8,
2018-08-25 00:00:00,22.6,17.8,26.7,0,,,6.9,,1024.1,
2018-08-26 00:00:00,24.4,18.9,29.4,0,,,9.6,,1019.7,
2018-08-27 00:00:00,27.3,21.7,31.7,,,,8.6,,1017.6,
2018-08-28 00:00:00,30.4,25,35,0,,,11.4,,1016.2,
2018-08-29 00:00:00,30.8,25.6,35,0,,,13.3,,1014.6,
2018-08-30 00:00:00,29.2,26.1,32.8,0,,319,13.2,,1015.8,
2018-08-31 00:00:00,23.2,21.7,25.6,,,67,10.7,,1023.3,
2018-09-01 00:00:00,23,21.1,26.1,0,,125,10.6,,1025.4,
2018-09-02 00:00:00,23.8,18.9,28.3,0,,,6.8,,1023.8,
2018-09-03 00:00:00,28.2,23.9,33.9,0,,,8.6,,1023,
2018-09-04 00:00:00,29.3,25,33.9,0,,,6.1,,1022.4,
2018-09-05 00:00:00,28.4,24.4,32.8,0,,,8.4,,1022.2,
2018-09-06 00:00:00,28.4,24.4,35.6,0.5,,,11.7,,1019.5,
2018-09-07 00:00:00,23.3,21.7,24.4,0,,,10.1,,1020.1,
2018-09-08 00:00:00,19.7,15.6,21.7,,,,12.7,,1019.6,
2018-09-09 00:00:00,15,13.9,16.1,,,34,9.3,,1022.7,
2018-09-10 00:00:00,15.1,12.2,17.2,23.2,,49,12,,1021.9,
2018-09-11 00:00:00,20.2,16.7,24.4,,,,5.6,,1019.7,
2018-09-12 00:00:00,23.6,22.8,25.6,,,,6.3,,1022.5,
2018-09-13 00:00:00,23,21.7,25.6,,,,9.9,,1023.9,
2018-09-14 00:00:00,22.6,21.1,24.4,,,,8.5,,1023.2,
2018-09-15 00:00:00,23.3,19.4,28.3,0,,,5,,1022,
2018-09-16 00:00:00,24.1,18.3,31.7,0,,,4.2,,1022,
2018-09-17 00:00:00,23.4,18.9,26.7,,,,7.2,,1018.6,
2018-09-18 00:00:00,24.2,21.7,27.2,,,,11.2,,,
2018-09-19 00:00:00,23.8,19.4,28.3,0,,,9.5,,1011.8,
2018-09-20 00:00:00,20.6,18.9,23.3,0,,,9.1,,1021.8,
2018-09-21 00:00:00,21.7,20,23.9,0,,180,14.9,,1020.8,
2018-09-22 00:00:00,21.1,17.2,23.3,0,,333,14,,1018.4,
2018-09-23 00:00:00,17.3,15.6,19.4,0,,,7.2,,1023.6,
2018-09-24 00:00:00,16.8,13.3,20.6,0,,53,14.3,,1029.9,
2018-09-25 00:00:00,16.9,13.3,21.1,,,,9.2,,1025.6,
2018-09-26 00:00:00,24.3,20,30,,,,10.2,,1014.4,
2018-09-27 00:00:00,19.8,16.1,23.3,,,18,12,,1018.2,
2018-09-28 00:00:00,15.8,13.3,18.9,,,,9.8,,1017.4,
2018-09-29 00:00:00,17.4,11.7,23.9,0,,,7.6,,1021.6,
2018-09-30 00:00:00,16.7,11.1,22.2,0,,,6.8,,1026.1,
2018-10-01 00:00:00,20.6,15.6,25.6,0,,,7.4,,1024.6,
2018-10-02 00:00:00,22.7,19.4,27.2,,,,12,,1019.5,
2018-10-03 00:00:00,20.2,17.2,24.4,3.8,,286,10.4,,1016.7,
2018-10-04 00:00:00,20.3,13.9,26.7,0.8,,,6.4,,1015.5,
2018-10-05 00:00:00,18.7,15.6,22.8,0,,,10,,1019.5,
2018-10-06 00:00:00,18.5,17.2,19.4,,,,8,,1021.9,
2018-10-07 00:00:00,22.9,19.4,27.8,0,,,8.6,,1021.5,
2018-10-08 00:00:00,19.3,17.8,22.2,,,,8.9,,1028.3,
2018-10-09 00:00:00,21.4,17.8,25.6,,,,5.1,,1025.9,
2018-10-10 00:00:00,23.7,20.6,27.8,0,,,10.2,,1017.8,
2018-10-11 00:00:00,23,21.7,27.2,,,,11.6,,1006.1,
2018-10-12 00:00:00,15.7,10.6,21.7,,,338,19,,1003.5,
2018-10-13 00:00:00,10.7,8.3,14.4,2.6,,,8.5,,1011.9,
2018-10-14 00:00:00,10.7,5.6,15,0,,,4.9,,1022.5,
2018-10-15 00:00:00,15.5,9.4,20,,,,10.9,,1017.2,
2018-10-16 00:00:00,11.8,7.8,17.2,1.1,,285,16.8,,1018.1,
2018-10-17 00:00:00,11,5.6,17.2,0,,,16.7,,1015,
2018-10-18 00:00:00,7.7,5.6,11.1,0,,,15.7,,1025.4,
2018-10-19 00:00:00,9.7,2.2,16.7,0,,,12.4,,1022.2,
2018-10-20 00:00:00,14.1,11.1,17.8,,,233,15.4,,1005.9,
2018-10-21 00:00:00,7.5,2.2,10.6,0,,321,19.3,,1012.1,
2018-10-22 00:00:00,6.1,1.1,10.6,0,,,7.4,,1022.5,
2018-10-23 00:00:00,11.6,7.2,18.3,0,,,9.6,,1016.6,
2018-10-24 00:00:00,9.3,6.1,12.8,0,,317,18.3,,1017.7,
2018-10-25 00:00:00,7.1,2.8,11.1,0,,324,13.1,,1019.6,
2018-10-26 00:00:00,6.3,1.7,10,0,,,6.6,,1019.2,
2018-10-27 00:00:00,8.6,7.2,10,,,31,17.8,,1006.4,
2018-10-28 00:00:00,9.6,7.2,11.7,0.6,,,11.5,,1007,
2018-10-29 00:00:00,10.9,7.8,13.9,,,,12.9,,1008.5,
2018-10-30 00:00:00,8.7,4.4,13.3,0,,280,12.2,,1016.9,
2018-10-31 00:00:00,10.8,2.8,18.9,0,,,7.7,,1017,
2018-11-01 00:00:00,17.1,12.2,23.9,0,,,9,,1010.5,
2018-11-02 00:00:00,20.6,18.9,23.9,,,181,16.9,,1004.9,
2018-11-03 00:00:00,13.4,7.8,19.4,10.2,,279,17.8,,,
2018-11-04 00:00:00,8.9,3.9,13.9,0,,,4.8,,1031.3,
2018-11-05 00:00:00,9.9,6.1,12.2,,,53,10.3,,1026.5,
2018-11-06 00:00:00,12.3,9.4,15.6,,,,9.6,,,
2018-11-07 00:00:00,14.1,7.8,18.3,0,,233,14.5,,1014.4,
2018-11-08 00:00:00,9.8,5.6,13.9,0,,330,10.8,,1023.5,
2018-11-09 00:00:00,7.3,1.7,11.1,,,,8.5,,1021.5,
2018-11-10 00:00:00,6,1.1,9.4,1.1,,288,18.8,,1014.7,
2018-11-11 00:00:00,3.5,-1.7,8.9,0,,,9.3,,1026.9,
2018-11-12 00:00:00,4.8,-1.1,9.4,0.8,,,3.9,,1028.7,
2018-11-13 00:00:00,7.4,6.1,9.4,,,341,14.8,,1016.2,
2018-11-14 00:00:00,2.8,0,5.6,0,,337,18.7,,1028.9,
2018-11-15 00:00:00,-0.5,-2.2,1.7,20.9,,45,12.5,,,
2018-11-16 00:00:00,4,1.1,7.2,12.2,,317,20.8,,1006.4,
2018-11-17 00:00:00,5.9,2.8,8.3,0,,261,13.2,,1020.5,
2018-11-18 00:00:00,5.6,3.3,6.7,0,,,4.3,,1026.4,
2018-11-19 00:00:00,7.3,3.3,12.2,0,,,4.8,,1018.4,
2018-11-20 00:00:00,6.4,3.9,7.8,,,330,14,,1012.9,
2018-11-21 00:00:00,3,-2.2,7.2,0.3,,270,17.9,,1017.9,
2018-11-22 00:00:00,-4.9,-7.8,-1.7,0,,330,21.9,,1030.5,
2018-11-23 00:00:00,-4.8,-10,0,0,,,9.4,,1034.1,
2018-11-24 00:00:00,2.3,-3.3,9.4,11.4,,,7.4,,1019.2,
2018-11-25 00:00:00,10.2,7.2,13.3,,,,13.1,,1009.5,
2018-11-26 00:00:00,8.8,5.6,12.8,,,,14.3,,1005.9,
2018-11-27 00:00:00,5.6,2.8,7.8,,,282,21,,996.6,
2018-11-28 00:00:00,3.9,2.2,5,0,,292,24.9,,999.8,
2018-11-29 00:00:00,5.2,3.3,7.8,0,,320,22.3,,1012,
2018-11-30 00:00:00,3.9,1.7,6.1,,,,5.5,,1017.3,
2018-12-01 00:00:00,4.9,0,7.8,,,,4.2,,1021.4,
2018-12-02 00:00:00,9.6,5,11.7,,,,5.5,,,
2018-12-03 00:00:00,10.9,6.7,12.8,0,,255,13.5,,1003.6,
2018-12-04 00:00:00,3.2,-1.1,6.7,0,,339,18.2,,1013.5,
2018-12-05 00:00:00,-0.5,-3.9,2.8,0,,,7.8,,1018.5,
2018-12-06 00:00:00,1.5,-2.2,5,0,,,15.8,,1021.2,
2018-12-07 00:00:00,1.4,-2.8,3.9,0,,306,17.4,,1026.4,
2018-12-08 00:00:00,-1.7,-5.6,2.2,0,,,11,,1032,
2018-12-09 00:00:00,-0.8,-4.4,3.3,0,,,7.3,,1028.8,
2018-12-10 00:00:00,0.2,-3.9,4.4,0,,,7.1,,1020.2,
2018-12-11 00:00:00,0.2,-5,5.6,0,,,7.4,,1018.4,
2018-12-12 00:00:00,1.8,0,4.4,0,,,12,,1019.6,
2018-12-13 00:00:00,1.2,0,2.8,,,37,12.2,,1029.4,
2018-12-14 00:00:00,7.2,2.8,12.2,,,80,9.1,,1029.4,
2018-12-15 00:00:00,9.2,7.8,10.6,4.3,,,8.6,,,
2018-12-16 00:00:00,4.9,3.3,8.9,33.6,,28,19.2,,1014.2,
2018-12-17 00:00:00,5.4,3.3,7.8,,,314,20.5,,1007.1,
2018-12-18 00:00:00,0.8,-2.8,4.4,,,321,25,,1016,
2018-12-19 00:00:00,0.6,-4.4,7.8,0,,,6.6,,1020.4,
2018-12-20 00:00:00,3.1,-2.2,7.8,,,,4.7,,1017.8,
2018-12-21 00:00:00,14.9,8.3,17.2,,,154,19.5,,,
2018-12-22 00:00:00,7.5,5,12.2,,,291,21.7,,999.9,
2018-12-23 00:00:00,4.4,1.7,7.2,0,,,12.2,,1018.8,
2018-12-24 00:00:00,3.7,1.7,6.7,,,,12.4,,,
2018-12-25 00:00:00,2.2,0,5,0,,306,13.1,,1024.5,
2018-12-26 00:00:00,2.4,-1.1,6.7,0,,,9.8,,1030.7,
2018-12-27 00:00:00,4.3,0.6,6.7,0,,,7.8,,1034.5,
2018-12-28 00:00:00,10.5,5.6,15,29.8,,195,10.1,,,
2018-12-29 00:00:00,9,3.9,14,0,,289,19.5,,1016.1,
2018-12-30 00:00:00,2.5,0.6,4,,,,4.5,,1023.1,
2018-12-31 00:00:00,3.6,-0.6,7.8,21.7,,,5.5,,1023.8,
2019-01-01 00:00:00,9.6,5,14,6.1,,297,19.7,,,
2019-01-02 00:00:00,2.7,-1,4,0,,,12.5,,,
2019-01-03 00:00:00,4.4,1.1,6.1,0,,,13.5,,,
2019-01-04 00:00:00,3.7,0,7.8,0,,,9.5,,,
2019-01-05 00:00:00,5.9,5,7.2,,,353,15.9,,,
2019-01-06 00:00:00,4.8,1,10,0,,304,25.5,,,
2019-01-07 00:00:00,-1.7,-4,1.1,0,,,12.8,,,
2019-01-08 00:00:00,3.1,0.6,5.6,,,,5.5,,1014.1,
2019-01-09 00:00:00,5.1,1.1,7.2,2.8,,280,21.8,,1001.5,
2019-01-10 00:00:00,0.2,-1.7,1.1,,,313,26,,1007.4,
2019-01-11 00:00:00,-3.4,-6.1,0,0,,326,20.4,,1023.3,
2019-01-12 00:00:00,-2.9,-7.2,1.7,0,,,9.7,,1032.7,
2019-01-13 00:00:00,-2.1,-3.9,0,0,,27,16.2,,1029.2,
2019-01-14 00:00:00,-3.5,-7.2,1.1,0,,,14.8,,1023.7,
2019-01-15 00:00:00,-2.1,-6.7,2.8,0,,,9.8,,1020.3,
2019-01-16 00:00:00,0.1,-5,4.4,0,,,12.5,,1018.5,
2019-01-17 00:00:00,-1.8,-4.4,0,0,,,12.7,,1026.9,
2019-01-18 00:00:00,0.8,-2.8,5,,,,12.1,,1019.7,
2019-01-19 00:00:00,0.9,-2.2,2.8,,,,15.6,,1021.2,
2019-01-20 00:00:00,-0.9,-9.4,3.9,,,14,24.1,,,
2019-01-21 00:00:00,-12.1,-15.6,-9.4,,,322,27.9,,1018.2,
2019-01-22 00:00:00,-5.7,-10.6,-0.6,0,,,12.2,,1035.3,
2019-01-23 00:00:00,2.4,-2.8,8.3,0,,,13.7,,1024.2,
2019-01-24 00:00:00,9.7,1.7,14.4,,,227,20.7,,1002,
2019-01-25 00:00:00,1.5,-2.2,3.9,0,,276,17.9,,1014.5,
2019-01-26 00:00:00,-1.7,-6.1,1.7,0,,,10.3,,1023.7,
2019-01-27 00:00:00,3.5,-3.3,11.7,0,,,12.8,,1017.1,
2019-01-28 00:00:00,-1.9,-4.4,2.8,0,,,12.5,,1018,
2019-01-29 00:00:00,-0.1,-5.6,8.3,,,,12.2,,1013.2,
2019-01-30 00:00:00,-5.6,-14.4,1.7,,,271,23.8,,1014.1,
2019-01-31 00:00:00,-12.7,-16.7,-8.3,0,,,18.2,,1028.1,
2019-02-01 00:00:00,-9,-12.2,-4.4,0,,,10.1,,1029.7,
2019-02-02 00:00:00,-4,-10,3.3,0,,,16.1,,1024.2,
2019-02-03 00:00:00,2.9,-4.4,12.8,0,,,6.8,,1020,
2019-02-04 00:00:00,6.3,0,15,0,,,5.9,,1017.5,
2019-02-05 00:00:00,9.1,1.7,18.3,0,,,6.3,,1014.7,
2019-02-06 00:00:00,5,1.7,8.3,,,,9.7,,1021.1,
2019-02-07 00:00:00,5.4,3.9,7.2,4.2,,,9.8,,1017.8,
2019-02-08 00:00:00,6.3,0.6,12.8,,,,18.1,,1014.9,
2019-02-09 00:00:00,-1.9,-4.4,0.6,0,,314,24.5,,1034.5,
2019-02-10 00:00:00,-1.5,-5.6,2.2,0,,,11.2,,1035.3,
2019-02-11 00:00:00,1,-0.6,2.8,0,,,10.7,,1026.5,
2019-02-12 00:00:00,-1,-4.4,1.7,17.5,,62,17.6,,1022.3,
2019-02-13 00:00:00,2.5,0.6,5.6,,,279,18.3,,1005.3,
2019-02-14 00:00:00,3.6,0,8.9,,,,14.7,,1015.6,
2019-02-15 00:00:00,10.5,2.8,17.2,0,,,11.9,,1007.3,
2019-02-16 00:00:00,3.7,0,7.8,0,,333,19.4,,1011,
2019-02-17 00:00:00,-0.2,-3.9,2.8,0.8,,,12.6,,1018.4,
2019-02-18 00:00:00,1.3,-3.3,5,,,349,17.2,,1014.6,
2019-02-19 00:00:00,-1.8,-5,2.2,0,,,16.7,,1033.5,
2019-02-20 00:00:00,-2.2,-3.3,0,11.2,,62,13.3,,,
2019-02-21 00:00:00,5.4,0.6,11.7,,,,13.1,,1014.9,
2019-02-22 00:00:00,4.7,2.2,6.7,0,,335,20.2,,1026.9,
2019-02-23 00:00:00,2.6,0,5,,,,12.7,,1029.7,
2019-02-24 00:00:00,5.9,2.2,8.9,,,127,19.6,,,
2019-02-25 00:00:00,3.2,-2.2,6.7,,,288,33.8,,1008.9,
2019-02-26 00:00:00,-1.4,-3.9,2.2,0,,316,21.3,,1027,
2019-02-27 00:00:00,-3,-4.4,-0.6,0,,,11.5,,1026.5,
2019-02-28 00:00:00,-0.5,-2.8,2.8,1,,13,13.5,,1020.8,
2019-03-01 00:00:00,-0.9,-8.3,1.7,2.4,,46,9.3,,1026,
2019-03-02 00:00:00,2.1,-0.6,5.6,,,,10.4,,1017.5,
2019-03-03 00:00:00,3,0.6,5.6,10.7,,,8.3,,1017.6,
2019-03-04 00:00:00,1.3,-1.1,3.9,7,,335,14.9,,1009,
2019-03-05 00:00:00,-3.1,-6.1,0,0,,,13,,1016.6,
2019-03-06 00:00:00,-5.1,-7.2,-2.8,0,,298,18.9,,1020.2,
2019-03-07 00:00:00,-3.8,-7.8,0.6,0,,285,13.6,,1025.7,
2019-03-08 00:00:00,-0.8,-6.7,3.9,0,,,6.5,,1027.4,
2019-03-09 00:00:00,4.1,-0.6,8.9,0,,,5.5,,1025.4,
2019-03-10 00:00:00,3.8,1.7,5.6,,,,10.1,,,
2019-03-11 00:00:00,8.3,4.4,11.7,0,,272,19.1,,1015.9,
2019-03-12 00:00:00,3.5,1.1,6.1,0,,324,21.6,,1022.2,
2019-03-13 00:00:00,3.8,-1.1,9.4,0,,,7,,1026.8,
2019-03-14 00:00:00,9.6,5.6,14.4,0,,,10.5,,1021.6,
2019-03-15 00:00:00,15.8,8.3,24.4,9.4,,,14.1,,1008.2,
2019-03-16 00:00:00,8.7,3.9,16.1,0,,297,23.8,,1013.7,
2019-03-17 00:00:00,3.3,0.6,7.2,0,,309,16.7,,1021.5,
2019-03-18 00:00:00,3.2,-2.2,7.2,0,,,7.3,,1025,
2019-03-19 00:00:00,4.5,-1.7,10,0,,,6.8,,1028.9,
2019-03-20 00:00:00,5.7,-0.6,12.8,0,,,11.1,,1027.8,
2019-03-21 00:00:00,6.7,5.6,8.3,,,74,11.1,,1016.6,
2019-03-22 00:00:00,6.8,5,9.4,,,325,23.6,,995.2,
2019-03-23 00:00:00,4.6,1.1,8.9,,,302,29,,1010.1,
2019-03-24 00:00:00,8.8,1.1,15.6,0,,264,14.9,,1019.7,
2019-03-25 00:00:00,10.1,7.2,12.8,0,,313,12.2,,1017.2,
2019-03-26 00:00:00,4.8,0.6,9.4,0,,3,17.4,,1023.8,
2019-03-27 00:00:00,3.8,0,8.3,0,,,11.1,,1032.3,
2019-03-28 00:00:00,6,-0.6,12.2,0,,,10.8,,1028.4,
2019-03-29 00:00:00,11.4,8.3,14.4,,,,10.3,,1019.5,
2019-03-30 00:00:00,14.7,8.9,20,0,,,12.8,,1015.5,
2019-03-31 00:00:00,11.4,4.4,17.2,,,243,18,,1007.2,
2019-04-01 00:00:00,4.1,0,7.8,0,,314,21.6,,1021.5,
2019-04-02 00:00:00,5.3,-1.1,10,0,,,10.9,,1026.7,
2019-04-03 00:00:00,11.5,4.4,18.9,0,,308,21.9,,1016,
2019-04-04 00:00:00,9.6,5,14.4,0,,,16.1,,1027.6,
2019-04-05 00:00:00,4.5,3.3,7.2,5.9,,69,10.5,,1030.3,
2019-04-06 00:00:00,10.8,3.9,19.4,,,,9.3,,1022.1,
2019-04-07 00:00:00,13.6,7.2,18.9,0,,,10.5,,1022.6,
2019-04-08 00:00:00,17.8,11.7,25.6,5.6,,216,15.6,,1009.9,
2019-04-09 00:00:00,9.1,7.8,11.1,0.8,,,9.7,,,
2019-04-10 00:00:00,10.7,6.7,15,0,,,15,,1009.9,
2019-04-11 00:00:00,7.6,4.4,11.7,0,,76,10.2,,1023.1,
2019-04-12 00:00:00,12.9,7.2,21.7,,,,11,,1022.9,
2019-04-13 00:00:00,19.6,16.1,25.6,,,197,14.2,,1016.7,
2019-04-14 00:00:00,18.4,13.9,22.2,,,,9.1,,1010,
2019-04-15 00:00:00,13.9,7.8,20,,,250,26.5,,,
2019-04-16 00:00:00,11.9,6.1,18.3,0,,295,23.1,,1014.6,
