date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-05-06 00:00:00,16.1,12.2,17.8,,,170,18.5,,995.6,
2017-05-07 00:00:00,10.8,8.9,12.8,,,253,18.3,,1003.3,
2017-05-08 00:00:00,10.1,5.6,13.3,0,,300,13.7,,1010.9,
2017-05-09 00:00:00,11.4,6.7,15.6,0,,,8.9,,1014.1,
2017-05-10 00:00:00,12.5,8.9,17.2,0,,,7.5,,1015.9,
2017-05-11 00:00:00,12,6.7,16.7,0,,,7.7,,1015.7,
2017-05-12 00:00:00,11.7,6.7,16.1,0,,,10.2,,1017,
2017-05-13 00:00:00,9.7,7.2,11.7,38.5,,72,13.6,,,
2017-05-14 00:00:00,12.8,7,18.9,,,334,17.9,,,
2017-05-15 00:00:00,15.5,11,20,,,317,25.2,,,
2017-05-16 00:00:00,19.3,10.6,26.1,0,,,9.5,,1014.5,
2017-05-17 00:00:00,24.7,13.9,34.4,0,,,12.3,,1014,
2017-05-18 00:00:00,28.9,21.1,35.6,0,,,15.4,,1011.6,
2017-05-19 00:00:00,27.9,22.2,32.8,0,,268,15.4,,1011.1,
2017-05-20 00:00:00,16.1,12.8,19.4,,,,12.1,,1023.5,
2017-05-21 00:00:00,15,10,19.4,0,,,10.4,,1026.6,
2017-05-22 00:00:00,14.3,12.2,16.1,,,,7,,,
2017-05-23 00:00:00,17.5,14.4,21.1,0,,,6.2,,1012.3,
2017-05-24 00:00:00,17.3,14.4,20.6,,,,9.4,,1007.5,
2017-05-25 00:00:00,14.1,13.3,15,,,75,14.7,,1003.7,
2017-05-26 00:00:00,18.5,13.3,23.9,7.5,,310,14,,1002,
2017-05-27 00:00:00,18.9,13.3,22.8,0,,,6.3,,1010.8,
2017-05-28 00:00:00,18.1,13.9,21.7,0,,,9.7,,1013.1,
2017-05-29 00:00:00,14.3,13.9,16.7,,,78,10,,1014.5,
2017-05-30 00:00:00,14.6,12.8,16.1,,,158,11.7,,1020,
2017-05-31 00:00:00,18.8,14.4,25,,,,8.9,,1015.5,
2017-06-01 00:00:00,20.7,15,26.7,0,,,10.7,,1012.8,
2017-06-02 00:00:00,19.5,12.2,25,0,,,13.5,,1013.6,
2017-06-03 00:00:00,17.6,12.2,22.8,0,,,11.1,,1014.3,
2017-06-04 00:00:00,16.5,10.6,20.6,,,,6.9,,1014.3,
2017-06-05 00:00:00,16.8,14.4,20,,,,9.2,,,
2017-06-06 00:00:00,13.4,11.7,15.6,,,47,10.9,,1008.2,
2017-06-07 00:00:00,15.5,10.6,20.6,0,,,8.2,,1014.8,
2017-06-08 00:00:00,17,11.1,22.8,0,,,8.8,,1014.3,
2017-06-09 00:00:00,20,10,27.2,,,,10.3,,1007.6,
2017-06-10 00:00:00,24.1,15,30.6,0,,,12.7,,1013.9,
2017-06-11 00:00:00,27.5,19.4,32.8,0,,228,14,,1016.3,
2017-06-12 00:00:00,28.7,21.1,34.4,,,,10.2,,1014.9,
2017-06-13 00:00:00,29.5,22,35.6,0,,,11.2,,,
2017-06-14 00:00:00,25,20.6,29.4,,,61,11.2,,1014.1,
2017-06-15 00:00:00,21.1,17.2,25,0,,,10.8,,1016.7,
2017-06-16 00:00:00,18.4,17.2,19.4,,,,9.9,,1014.6,
2017-06-17 00:00:00,20.8,18.3,23.3,,,,4.1,,,
2017-06-18 00:00:00,25.9,21.7,31.1,0,,,13.4,,1010.1,
2017-06-19 00:00:00,26.3,21.7,33.3,14.7,,194,19.1,,1009.1,
2017-06-20 00:00:00,25.1,21.7,28.9,,,245,16.6,,1011.7,
2017-06-21 00:00:00,24.7,19.4,28.9,0.3,,,11.2,,1012.5,
2017-06-22 00:00:00,24.5,17.8,30,0,,,8.6,,1014.1,
2017-06-23 00:00:00,26.9,24.4,29.4,,,207,15.2,,1006.9,
2017-06-24 00:00:00,26.1,21.7,28.9,,,268,16.9,,1005.4,
2017-06-25 00:00:00,24.4,19.4,28.9,0,,,9.8,,1013.6,
2017-06-26 00:00:00,22.3,16.1,26.1,0,,,13.1,,1015.4,
2017-06-27 00:00:00,20.9,16,26.1,4.6,,,11.9,,1014.5,
2017-06-28 00:00:00,21.2,15,26.7,0,,289,13.7,,1018.4,
2017-06-29 00:00:00,24,18.3,29.4,0,,202,17.1,,1018.5,
2017-06-30 00:00:00,27.7,22.8,32.8,0,,205,18.5,,1014.3,
2017-07-01 00:00:00,25.9,22.2,30,,,186,12.7,,1012.6,
2017-07-02 00:00:00,26.9,21.1,32.2,0,,254,11.1,,1013.8,
2017-07-03 00:00:00,26.7,20.6,31.7,3.3,,,10.2,,1014.3,
2017-07-04 00:00:00,24.8,20,29.4,1.3,,,6.2,,1017.2,
2017-07-05 00:00:00,24.6,20,28.9,0,,,10.9,,1021.1,
2017-07-06 00:00:00,23.6,21.1,26.1,,,149,9.5,,1018.9,
2017-07-07 00:00:00,23.3,20,27.8,,,,9.2,,1008.8,
2017-07-08 00:00:00,24.8,20,28.9,1.3,,,11.9,,1007.4,
2017-07-09 00:00:00,23.8,18.9,27.8,0,,,10.5,,1014.8,
2017-07-10 00:00:00,24.8,17.8,30,0.8,,,10.7,,1016.4,
2017-07-11 00:00:00,26.6,23.3,30.6,,,243,13.1,,1013.4,
2017-07-12 00:00:00,27.8,23.9,31.7,0,,,11.5,,1014.2,
2017-07-13 00:00:00,28,23.3,32.8,,,235,11.5,,1014.8,
2017-07-14 00:00:00,20.1,18.3,22.8,,,,9.5,,1017,
2017-07-15 00:00:00,24.1,20,29.4,,,,10.5,,,
2017-07-16 00:00:00,24.4,17.8,30.6,0,,,5.6,,1013.8,
2017-07-17 00:00:00,25.9,20,30.6,0,,,9,,1016.5,
2017-07-18 00:00:00,27.3,22.2,31.1,0,,,9.4,,1017.8,
2017-07-19 00:00:00,29.3,23.9,33.9,0,,,10.9,,1015.9,
2017-07-20 00:00:00,29.3,24.4,34.4,0,,,9,,1013.2,
2017-07-21 00:00:00,28.7,23.9,33.3,0,,290,11.9,,1011.4,
2017-07-22 00:00:00,28.7,24.4,32.2,,,,7.9,,1009.9,
2017-07-23 00:00:00,24.4,22.2,26.7,,,,6.9,,,
2017-07-24 00:00:00,20.4,17.2,23.3,,,54,11.9,,1009.8,
2017-07-25 00:00:00,18.9,16.1,22.2,0,,,7.5,,1018.2,
2017-07-26 00:00:00,21.8,18.3,25.6,0,,,9.4,,1022.3,
2017-07-27 00:00:00,22.5,18.3,27.2,,,,7.2,,1015.4,
2017-07-28 00:00:00,25.2,20.6,29.4,0,,,6.4,,1009.8,
2017-07-29 00:00:00,22.8,18.9,26.7,0,,26,15.5,,1009,
2017-07-30 00:00:00,22.5,16.1,28.3,0,,,9.5,,1015,
2017-07-31 00:00:00,25.2,17.8,32.2,0,,,5.3,,1017,
2017-08-01 00:00:00,27.1,21.1,32.8,0,,,4.8,,1016.2,
2017-08-02 00:00:00,24.5,21.1,30.6,,,,4.1,,1017.3,
2017-08-03 00:00:00,24.9,18.9,30.6,,,,6.9,,1018.7,
2017-08-04 00:00:00,26,22.2,31.1,0,,171,13.6,,1015.9,
2017-08-05 00:00:00,23.9,20.6,26.7,4.6,,263,14.6,,1011.6,
2017-08-06 00:00:00,21.2,16.7,25,0,,284,12.5,,1017.8,
2017-08-07 00:00:00,19.6,18.3,21.1,,,,4.1,,,
2017-08-08 00:00:00,22.3,18.9,26.1,0,,,7.9,,1014,
2017-08-09 00:00:00,23.4,16.7,30,0,,,5.5,,1021.3,
2017-08-10 00:00:00,24.3,18.3,31.7,0,,,6.3,,1022.5,
2017-08-11 00:00:00,23.8,18.3,27.8,,,,9.4,,1019.4,
2017-08-12 00:00:00,22.6,18.3,26.1,,,,7.6,,1013.5,
2017-08-13 00:00:00,25.2,21.7,28.9,0,,,10.4,,1012.9,
2017-08-14 00:00:00,23.9,20,27.2,0,,,6.9,,1015.6,
2017-08-15 00:00:00,23,21.1,23.9,,,,6,,1012.9,
2017-08-16 00:00:00,25.5,20.6,30,0,,,9.4,,1013.8,
2017-08-17 00:00:00,24.4,21.1,28.3,0,,,8.3,,1016.2,
2017-08-18 00:00:00,25.5,22.8,28.9,,,180,11.4,,1010.5,
2017-08-19 00:00:00,26.6,21.7,31.1,0,,,9.2,,1009.8,
2017-08-20 00:00:00,24.5,20.6,28.3,0,,306,12.9,,1016.5,
2017-08-21 00:00:00,25.9,19.4,30.6,0,,,9.7,,1020.6,
2017-08-22 00:00:00,27.7,22.8,33.3,0,,202,17.3,,1013,
2017-08-23 00:00:00,24.5,22.2,27.2,,,287,13.4,,1009.3,
2017-08-24 00:00:00,22.1,17.8,26.7,0,,,9.3,,1012.9,
2017-08-25 00:00:00,21,16.7,26.1,0,,330,9.2,,1018.4,
2017-08-26 00:00:00,20.3,15,25,0,,,7.5,,1023.6,
2017-08-27 00:00:00,20,14.4,25,0,,,7.8,,1024.1,
2017-08-28 00:00:00,20.3,15.6,24.4,0,,,10.4,,1024.8,
2017-08-29 00:00:00,18.4,16.7,19.4,,,48,11,,1021.2,
2017-08-30 00:00:00,20.9,16.7,26.1,,,323,13.2,,1014,
2017-08-31 00:00:00,21.9,16.7,26.7,0,,296,12.9,,1012.9,
2017-09-01 00:00:00,17.4,12.2,21.7,0,,327,14.1,,1018.9,
2017-09-02 00:00:00,15.8,11.1,20,9.9,,,7.6,,1022.1,
2017-09-03 00:00:00,17.8,15,21.7,,,,11.4,,1013.3,
2017-09-04 00:00:00,21.8,16.1,28.3,0,,226,14.2,,1012.7,
2017-09-05 00:00:00,24.4,19.4,30.6,4.6,,198,14.1,,1008.4,
2017-09-06 00:00:00,18.7,16.1,21.1,,,,9.9,,,
2017-09-07 00:00:00,19,15.6,23.3,,,,12.1,,1011.8,
2017-09-08 00:00:00,17.7,12.8,22.2,0,,,11.9,,1018.6,
2017-09-09 00:00:00,16.5,12,20.6,0,,,11.7,,,
2017-09-10 00:00:00,17.7,11.7,22.8,0,,,10.2,,1027.1,
2017-09-11 00:00:00,18.6,11.7,26.1,0,,,6,,1024.4,
2017-09-12 00:00:00,20.5,13.3,27.8,0,,,5.3,,1016,
2017-09-13 00:00:00,21.4,13.9,29.4,,,,4.4,,1012,
2017-09-14 00:00:00,24.1,21.1,28.9,,,,8.2,,1011.3,
2017-09-15 00:00:00,23.7,18.9,27.8,0,,,5.5,,1016.2,
2017-09-16 00:00:00,23.3,20,28.3,0,,,6.5,,1019.7,
2017-09-17 00:00:00,22.8,18.9,27.8,0,,,5.4,,,
2017-09-18 00:00:00,22.2,20.6,25,0,,,8.7,,1019.2,
2017-09-19 00:00:00,23,21.1,26.1,,,28,15.4,,1014.8,
2017-09-20 00:00:00,24.2,22.2,26.7,0,,1,18.2,,1011.3,
2017-09-21 00:00:00,24.3,21.1,27.8,0,,356,11.7,,1015.1,
2017-09-22 00:00:00,23.5,18.3,28.9,0,,0,15.9,,1015.2,
2017-09-23 00:00:00,25.5,19.4,31.7,0,,,11.2,,1016,
2017-09-24 00:00:00,25.7,18.9,32.8,0,,,4.9,,1017.1,
2017-09-25 00:00:00,25.6,20,31.7,0,,,7.1,,1016.8,
2017-09-26 00:00:00,23.9,20,29.4,0,,,5.1,,1015.9,
2017-09-27 00:00:00,25.3,20.6,30.6,0,,,6.2,,1011.2,
2017-09-28 00:00:00,22.5,16.1,25.6,0,,345,18.9,,1008.5,
2017-09-29 00:00:00,16,11.7,20.6,,,,6.8,,1016.3,
2017-09-30 00:00:00,14.7,12.2,17.8,0,,,12.7,,1020.3,
2017-10-01 00:00:00,14.7,8.9,21.1,0,,,6.5,,1027.1,
2017-10-02 00:00:00,15.8,8.9,22.8,0,,,4.1,,1028.8,
2017-10-03 00:00:00,15.7,9.4,21.7,0,,,6.9,,1035,
2017-10-04 00:00:00,17.8,9.4,25.6,0,,,10,,1027.9,
2017-10-05 00:00:00,23,18.3,28.3,0.3,,219,14.4,,1018.9,
2017-10-06 00:00:00,22.9,18.9,28.3,0,,,6.7,,1018,
2017-10-07 00:00:00,22.8,18.3,27.2,0,,,9.8,,1018,
2017-10-08 00:00:00,24.3,22.8,26.1,,,198,16.5,,1013.8,
2017-10-09 00:00:00,24,22.8,25,,,190,14.9,,,
2017-10-10 00:00:00,23.3,18.9,27.8,0,,,11.3,,1016.7,
2017-10-11 00:00:00,19.9,16.7,23.3,0.5,,,8.4,,1019.6,
2017-10-12 00:00:00,15.7,13.3,18.3,,,72,14.3,,1026.2,
2017-10-13 00:00:00,15,10.6,18.9,0,,69,10.8,,1028.9,
2017-10-14 00:00:00,19.2,16.7,22.8,,,,6.2,,1023.2,
2017-10-15 00:00:00,20.7,18.3,23.9,,,,14.2,,1015,
2017-10-16 00:00:00,14.7,8.9,21.1,,,321,19,,1015.3,
2017-10-17 00:00:00,9.8,3.9,16.1,0,,,8.8,,1025.2,
2017-10-18 00:00:00,14.7,6.1,24.4,0,,,6.2,,1025.2,
2017-10-19 00:00:00,16.3,8.9,23.9,0,,,9.8,,1021.8,
2017-10-20 00:00:00,16.9,8.9,23.9,0,,,10.2,,1019.8,
2017-10-21 00:00:00,16.7,10,26.7,0,,,3.7,,1025.7,
2017-10-22 00:00:00,16.8,9.4,26.1,0,,,4.6,,1028.1,
2017-10-23 00:00:00,19.5,13.9,27.8,0,,,11.9,,1022.9,
2017-10-24 00:00:00,21.9,20,25,,,170,26.3,,1009.5,
2017-10-25 00:00:00,16.8,14.4,20.6,0,,,4.7,,1005.8,
2017-10-26 00:00:00,12.8,9.4,16.7,,,312,15.5,,1006,
2017-10-27 00:00:00,11.5,4.4,17.8,0,,,8.1,,1017.3,
2017-10-28 00:00:00,14.3,6.1,20.6,0,,,9.2,,1015.5,
2017-10-29 00:00:00,18.2,16.7,20,,,127,15.1,,,
2017-10-30 00:00:00,12.2,8.3,17.2,,,266,21.1,,996.7,
2017-10-31 00:00:00,10,6.1,13.9,,,245,16.4,,1016.8,
2017-11-01 00:00:00,8.4,2.8,13.3,,,,5.2,,1025.8,
2017-11-02 00:00:00,17.2,11.7,24.4,,,,7.7,,1023.2,
2017-11-03 00:00:00,17.7,11.7,24.4,0,,,13.3,,1018,
2017-11-04 00:00:00,10.3,5.6,13.3,0,,,7.6,,1025.9,
2017-11-05 00:00:00,13.4,11.7,15.6,,,,6.8,,1022.8,
2017-11-06 00:00:00,15.9,8.3,19.4,,,231,14.5,,1014.2,
2017-11-07 00:00:00,6.4,4.4,9.4,13.4,,2,12,,1021.5,
2017-11-08 00:00:00,6.6,3.9,10,,,,11.5,,1023.6,
2017-11-09 00:00:00,8.1,2.2,14.4,0,,34,8.6,,1020.4,
2017-11-10 00:00:00,2.6,-3.9,11.1,0,,316,24.9,,1023.2,
2017-11-11 00:00:00,-0.6,-4.4,3.9,0,,,10.3,,1033.7,
2017-11-12 00:00:00,2.7,-2.8,8.3,0,,,4.5,,1031.2,
2017-11-13 00:00:00,5.2,2.8,8.9,,,,9.3,,1026.9,
2017-11-14 00:00:00,4.6,1.1,8.9,0,,5,9.2,,1026.2,
2017-11-15 00:00:00,6,0,10,0,,,6.4,,1023.3,
2017-11-16 00:00:00,10.6,6.1,13.9,,,,15.3,,1011.3,
2017-11-17 00:00:00,5.8,2.8,8.9,0,,310,19.7,,1016.9,
2017-11-18 00:00:00,4.9,-1.7,11.7,,,,5.4,,1009.3,
2017-11-19 00:00:00,10.1,3.9,15,,,275,23.9,,998,
2017-11-20 00:00:00,5.2,1.7,8.3,0,,258,17.2,,1015.8,
2017-11-21 00:00:00,8.1,0.6,15,0,,,12.5,,1018.3,
2017-11-22 00:00:00,7.3,2.2,11.7,,,,14.5,,1014.4,
2017-11-23 00:00:00,2.4,-1.1,6.7,0,,,9.3,,1017.9,
2017-11-24 00:00:00,3.9,-2.2,10.6,0,,,4.7,,1015.9,
2017-11-25 00:00:00,7.2,-0.6,14.4,0,,,6.8,,1008.1,
2017-11-26 00:00:00,6.8,3.3,9.4,0,,294,16.2,,1012.7,
2017-11-27 00:00:00,6,2.2,10.6,0,,281,14.6,,1018.1,
2017-11-28 00:00:00,6.3,0.6,11.1,0,,,10,,1027.4,
2017-11-29 00:00:00,10.3,5,17.8,0,,265,14.2,,1020.6,
2017-11-30 00:00:00,5.4,-0.6,10.6,0.3,,,5.7,,1023.1,
2017-12-01 00:00:00,7.5,3.9,11.1,0.5,,,8.6,,1021,
2017-12-02 00:00:00,4.6,-0.6,8.9,0,,,2.3,,1024.9,
2017-12-03 00:00:00,6.2,3.3,9.4,0,,,4.8,,1023.1,
2017-12-04 00:00:00,5.6,0,10.6,0,,,5.8,,1029,
2017-12-05 00:00:00,13.6,10,17.2,,,179,16.8,,1019.9,
2017-12-06 00:00:00,7.5,2.8,14.4,0,,256,16.7,,1013.9,
2017-12-07 00:00:00,4.5,0.6,7.8,0,,243,14.6,,1015.4,
2017-12-08 00:00:00,2.4,0.6,5,0,,267,10.6,,1017.2,
2017-12-09 00:00:00,0.4,-0.6,1.7,,,,8.7,,,
2017-12-10 00:00:00,1.1,-2.2,4.4,0,,,12.7,,1011.9,
2017-12-11 00:00:00,2.7,0.6,5,0,,,10.5,,1015.8,
2017-12-12 00:00:00,5.9,-0.6,10,,,230,16.8,,1002,
2017-12-13 00:00:00,-3.4,-6.7,0,,,284,25.5,,1001.4,
2017-12-14 00:00:00,-3.3,-5,0,,,,12.6,,1008.8,
2017-12-15 00:00:00,-5.3,-9.4,-2.8,,,,6,,1016.9,
2017-12-16 00:00:00,-1.1,-6.7,3.3,0,,240,13.2,,1016.7,
2017-12-17 00:00:00,1.4,0,2.8,0,,,4.8,,1024.3,
2017-12-18 00:00:00,4.1,0.6,7.8,,,,7.5,,1017.6,
2017-12-19 00:00:00,9.7,6.1,13.3,0,,240,17.1,,1010.1,
2017-12-20 00:00:00,6,0.6,10,0,,306,17.5,,1012,
2017-12-21 00:00:00,1.9,-1.7,5,0,,,8.3,,1021.8,
2017-12-22 00:00:00,4.2,0.6,8.3,0,,,7,,1023,
2017-12-23 00:00:00,5,3.3,7.2,,,,8,,1012.1,
2017-12-24 00:00:00,3.6,2.2,5,0.3,,23,12.9,,1019.3,
2017-12-25 00:00:00,0.9,-2.2,2.8,,,282,21.5,,1012.5,
2017-12-26 00:00:00,-3.6,-5,-2.2,0,,271,17.7,,1028.2,
2017-12-27 00:00:00,-6.1,-8.3,-3.3,0,,320,16.2,,1032.1,
2017-12-28 00:00:00,-9.3,-11.1,-7.2,0,,321,24.2,,1033.1,
2017-12-29 00:00:00,-8.8,-11.7,-5.6,0,,315,17,,1026.1,
2017-12-30 00:00:00,-7,-8.9,-5,,,,10.5,,1018.3,
2017-12-31 00:00:00,-9.7,-12.8,-6.7,,,314,22.1,,1023.6,
2018-01-01 00:00:00,-10.8,-14.4,-7.2,0,,309,20.2,,1027.9,
2018-01-02 00:00:00,-7.4,-11.1,-2.8,0,,266,18.3,,1028,
2018-01-03 00:00:00,-6.4,-12.8,-2.2,0,,,7.4,,1024.3,
2018-01-04 00:00:00,-4.3,-6.1,-1.7,,,346,29,,1000.8,
2018-01-05 00:00:00,-10.6,-12.8,-7.2,10.3,,294,29.7,,1009.5,
2018-01-06 00:00:00,-12.5,-13.9,-10.6,2.8,,298,24.9,,1023.7,
2018-01-07 00:00:00,-11.5,-16.7,-7.8,0,,,14.1,,1032.9,
2018-01-08 00:00:00,-4.5,-8.3,-1.1,4.1,,223,15.1,,1022.4,
2018-01-09 00:00:00,1.8,-3.3,6.7,0,,,17.4,,1021.3,
2018-01-10 00:00:00,0.1,-6.1,3.9,0,,,7.8,,1030.8,
2018-01-11 00:00:00,6.2,1.1,13.3,0,,,4.4,,1027,
2018-01-12 00:00:00,13.4,6.7,17.2,,,178,15.7,,,
2018-01-13 00:00:00,2.7,-6.7,15.6,2.6,,311,27.9,,1010.4,
2018-01-14 00:00:00,-7.3,-9.4,-3.9,0,,354,17.2,,1035.7,
2018-01-15 00:00:00,-5.2,-9.4,-0.6,0,,30,15.2,,1036.3,
2018-01-16 00:00:00,-1.1,-4.4,1.7,0,,,6.9,,1031,
2018-01-17 00:00:00,-0.6,-5.6,1.7,,,339,14.6,,1023.6,
2018-01-18 00:00:00,-4,-8.9,0.6,,,315,15.3,,1017.4,
2018-01-19 00:00:00,-1.4,-7.2,4.4,0,,,8.7,,1016.6,
2018-01-20 00:00:00,4.4,-2.8,10.6,0,,,14.9,,1012.8,
2018-01-21 00:00:00,5.3,-1.7,10.6,0,,,5.7,,1020.2,
2018-01-22 00:00:00,6,3.9,8.9,,,,8.7,,1020.6,
2018-01-23 00:00:00,9.3,3.9,16.1,7.9,,,11.9,,,
2018-01-24 00:00:00,3.3,-2.2,6.1,0,,305,24.2,,1013.6,
2018-01-25 00:00:00,-2,-5,1.1,0,,326,20,,1028.3,
2018-01-26 00:00:00,-0.5,-4.4,5,0,,,8.8,,1037.7,
2018-01-27 00:00:00,5.3,-3.3,12.2,0,,,11,,1029.6,
2018-01-28 00:00:00,9.4,6.7,11.1,,,,6.7,,1023.6,
2018-01-29 00:00:00,5.4,3.3,7.2,0,,28,14.6,,1020.9,
2018-01-30 00:00:00,-0.2,-3.9,2.8,,,351,18.6,,1016,
2018-01-31 00:00:00,-3.2,-7.8,0,,,,17,,1021.9,
2018-02-01 00:00:00,3.3,-0.6,7.8,,,,10.7,,1014.1,
2018-02-02 00:00:00,-2.4,-8.3,4.4,,,311,24.5,,1017.2,
2018-02-03 00:00:00,-4.7,-8.9,-0.6,0,,244,16.6,,1028.8,
2018-02-04 00:00:00,1.7,-1.7,4.4,,,213,12.5,,1018.5,
2018-02-05 00:00:00,0.3,-4.4,4.4,,,309,16.7,,1015.3,
2018-02-06 00:00:00,-0.6,-4.4,3.3,0,,,5.4,,1028.1,
2018-02-07 00:00:00,0.7,-2.2,6.1,16.2,,,10.8,,,
2018-02-08 00:00:00,-1.5,-3.3,0.6,0,,318,17.9,,1026.3,
2018-02-09 00:00:00,-1.1,-6.1,1.7,0,,,10.6,,1032.5,
2018-02-10 00:00:00,5,0.6,8.3,,,,3.3,,,
2018-02-11 00:00:00,8.2,6.1,11.1,,,,4.7,,,
2018-02-12 00:00:00,6.7,0.6,14.4,,,327,19.3,,1025.8,
2018-02-13 00:00:00,-0.3,-3.3,2.8,0,,,12.8,,1040.9,
2018-02-14 00:00:00,5.9,1.1,13.9,0.8,,,10,,1025.5,
2018-02-15 00:00:00,11.1,7.2,16.7,2.4,,,10.4,,1010.6,
2018-02-16 00:00:00,10.9,2.8,15,,,290,17.6,,1006.6,
2018-02-17 00:00:00,0.8,-2.2,4.4,9.5,,,12.3,,,
2018-02-18 00:00:00,3.2,0.6,6.7,1,,,10.8,,1024.3,
2018-02-19 00:00:00,4.9,-0.6,8.9,,,,6.7,,1030.7,
2018-02-20 00:00:00,12.8,7.2,20.6,,,,9.6,,1025.9,
2018-02-21 00:00:00,18.3,11.1,27.2,8.6,,235,14.8,,1024.9,
2018-02-22 00:00:00,6.9,3.3,14.4,,,20,14.4,,,
2018-02-23 00:00:00,3.5,2.8,5,,,69,10.8,,1032.9,
2018-02-24 00:00:00,8.5,5,12.2,,,,10.7,,1021.4,
2018-02-25 00:00:00,6.1,4.4,6.7,,,,12.3,,1017.6,
2018-02-26 00:00:00,8,5.6,11.7,0,,,12.9,,1019.8,
2018-02-27 00:00:00,7.2,0.6,13.3,0,,,10.1,,1026.1,
2018-02-28 00:00:00,9.5,2.8,16.7,0,,198,11.5,,1016.6,
2018-03-01 00:00:00,11.5,6.7,16.1,6.8,,,9.1,,1008.1,
2018-03-02 00:00:00,3.5,1.7,7.2,,,356,28.8,,,
2018-03-03 00:00:00,5.1,2.2,8.3,0,,350,28.6,,1014.5,
2018-03-04 00:00:00,4.6,1.1,6.7,0,,350,24.4,,1019.2,
2018-03-05 00:00:00,3.1,0.6,6.7,0,,354,20.2,,1017.5,
2018-03-06 00:00:00,3.7,-0.6,7.8,0,,133,12.6,,1016.3,
2018-03-07 00:00:00,1.5,0.6,3.9,,,36,20.4,,,
2018-03-08 00:00:00,2.4,0.6,3.9,0,,296,14.7,,1005.5,
2018-03-09 00:00:00,1.9,-1.1,6.1,0,,261,18.4,,1006.9,
2018-03-10 00:00:00,2.2,-0.6,4.4,0,,286,18.2,,1013.4,
2018-03-11 00:00:00,3.4,0,7.2,0,,,12.2,,1017.6,
2018-03-12 00:00:00,3,-0.6,6.1,0.8,,42,18.2,,1014.3,
2018-03-13 00:00:00,2.4,1.1,5,,,328,22.7,,,
2018-03-14 00:00:00,1.5,-0.6,4.4,,,262,22.2,,1002.1,
2018-03-15 00:00:00,3.4,0,8.9,,,278,24,,1001.3,
2018-03-16 00:00:00,1.8,0,3.9,0,,,21.7,,1006.9,
2018-03-17 00:00:00,2.7,-2.8,8.9,0,,302,20.7,,1009.7,
2018-03-18 00:00:00,2.1,-1.7,6.1,0,,,17.5,,1012.6,
2018-03-19 00:00:00,3,-1.1,7.8,0,,339,15.6,,1013.2,
2018-03-20 00:00:00,1.4,-1.1,3.9,,,26,14.3,,1012.7,
2018-03-21 00:00:00,1.1,-0.6,3.3,,,23,20.2,,,
2018-03-22 00:00:00,4.8,0.6,10.6,,,333,21.3,,1009.2,
2018-03-23 00:00:00,5.4,2.2,10,0,,326,17.4,,1015.7,
2018-03-24 00:00:00,5.8,1.7,10,0,,328,17.9,,1018.5,
2018-03-25 00:00:00,3.8,0,6.1,0,,29,18.5,,1028,
2018-03-26 00:00:00,4,-0.6,8.9,0,,,10.8,,1038.1,
2018-03-27 00:00:00,3.7,-0.6,7.2,,,,9.7,,1032.2,
2018-03-28 00:00:00,7.1,2.8,13.3,,,,7.4,,1018,
2018-03-29 00:00:00,10.3,8.9,12.8,,,,6.9,,,
2018-03-30 00:00:00,10.7,7.2,15,,,,12.6,,,
2018-03-31 00:00:00,8.2,3.3,13.3,0,,,17.3,,1021.6,
2018-04-01 00:00:00,9.8,6.7,14.4,0,,256,17.3,,1016,
2018-04-02 00:00:00,3.2,0,6.7,,,,9.6,,,
2018-04-03 00:00:00,3.6,0.6,5.6,,,,4.9,,,
2018-04-04 00:00:00,7.7,5,13.3,,,,16.3,,1003.4,
2018-04-05 00:00:00,3.8,0.6,6.7,0,,292,25.3,,1016.8,
2018-04-06 00:00:00,7.8,1,16.1,1.9,,,13.1,,,
2018-04-07 00:00:00,6.2,3.3,11.7,0,,344,18.8,,1010.4,
2018-04-08 00:00:00,3,-0.6,6.1,0,,342,19.8,,1012.8,
2018-04-09 00:00:00,3.8,-0.6,10,0,,,13.5,,1021,
2018-04-10 00:00:00,5.8,3.3,9.4,,,292,13.2,,1020.9,
2018-04-11 00:00:00,5.7,-0.6,10,0,,,8.1,,1020.8,
2018-04-12 00:00:00,10.8,3.9,17.2,,,,10.7,,1015.3,
2018-04-13 00:00:00,20.4,12.2,28.3,0,,214,16.7,,1010.5,
2018-04-14 00:00:00,18.2,7.8,25,0,,,15.6,,1013.7,
2018-04-15 00:00:00,4.9,3.3,6.7,,,72,32.2,,1024.6,
2018-04-16 00:00:00,8.7,3.3,15,46.9,,91,29.1,,,
2018-04-17 00:00:00,6.6,5,8,,,290,22.5,,,
2018-04-18 00:00:00,7.2,3.3,12.2,0,,280,16.8,,1008.3,
2018-04-19 00:00:00,6.6,3.9,8.9,,,353,17.3,,1008.3,
2018-04-20 00:00:00,5.7,2.8,10,0,,321,25.3,,1021.4,
2018-04-21 00:00:00,9.6,0.6,16.7,0,,,17.1,,1027.5,
2018-04-22 00:00:00,12,2.8,19.4,0,,,8,,1028.1,
2018-04-23 00:00:00,12,5,18.9,0,,,9,,1030.4,
2018-04-24 00:00:00,12.6,5.6,18.3,0.3,,,10.7,,1026.9,
2018-04-25 00:00:00,13.3,10.6,15.6,,,,9.6,,,
2018-04-26 00:00:00,16.2,13.3,21.1,,,,13.8,,1006,
