team,team_name,opponent_team,opponent_team_name,location,year,total,home,away,week,weekly_attendance,stadium,home_team,capacity,capacity_rate
Arizona,cardinals,New York,giants,away,2000,893926,387475,506451,1,77434.0,State Farm Stadium,Arizona Cardinals,63400,0.81876178422915
Arizona,cardinals,Dallas,cowboys,home,2000,893926,387475,506451,2,66009.0,State Farm Stadium,Arizona Cardinals,63400,0.9604750867305973
Arizona,cardinals,,,,2000,893926,387475,506451,3,,State Farm Stadium,Arizona Cardinals,63400,
Arizona,cardinals,Green Bay,packers,home,2000,893926,387475,506451,4,71801.0,State Farm Stadium,Arizona Cardinals,63400,0.8829960585507166
Arizona,cardinals,San Francisco,49ers,away,2000,893926,387475,506451,5,66985.0,State Farm Stadium,Arizona Cardinals,63400,0.9464805553482123
Arizona,cardinals,Cleveland,browns,home,2000,893926,387475,506451,6,44296.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Philadelphia,eagles,home,2000,893926,387475,506451,7,38293.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Dallas,cowboys,away,2000,893926,387475,506451,8,62981.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,New Orleans,saints,home,2000,893926,387475,506451,9,35286.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Washington,redskins,home,2000,893926,387475,506451,10,52244.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Minnesota,vikings,away,2000,893926,387475,506451,11,64223.0,State Farm Stadium,Arizona Cardinals,63400,0.9871852763028821
Arizona,cardinals,Philadelphia,eagles,away,2000,893926,387475,506451,12,65356.0,State Farm Stadium,Arizona Cardinals,63400,0.9700716078095355
Arizona,cardinals,New York,giants,home,2000,893926,387475,506451,13,42094.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Cincinnati,bengals,away,2000,893926,387475,506451,14,50289.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Jacksonville,jaguars,away,2000,893926,387475,506451,15,53472.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Baltimore,ravens,home,2000,893926,387475,506451,16,37452.0,State Farm Stadium,Arizona Cardinals,63400,1.0
Arizona,cardinals,Washington,redskins,away,2000,893926,387475,506451,17,65711.0,State Farm Stadium,Arizona Cardinals,63400,0.9648308502381641
Atlanta,falcons,San Francisco,49ers,home,2000,964579,422814,541765,1,54626.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Denver,broncos,away,2000,964579,422814,541765,2,75466.0,Mercedes Benz Stadium,Atlanta Falcons,71000,0.9408210319879151
Atlanta,falcons,Carolina,panthers,away,2000,964579,422814,541765,3,73025.0,Mercedes Benz Stadium,Atlanta Falcons,71000,0.9722697706264978
Atlanta,falcons,St. Louis,rams,home,2000,964579,422814,541765,4,58761.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Philadelphia,eagles,away,2000,964579,422814,541765,5,65424.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,New York,giants,home,2000,964579,422814,541765,6,50947.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,St. Louis,rams,away,2000,964579,422814,541765,7,66019.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,New Orleans,saints,home,2000,964579,422814,541765,8,56508.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Carolina,panthers,home,2000,964579,422814,541765,9,46178.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Tampa Bay,buccaneers,home,2000,964579,422814,541765,10,70097.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Detroit,lions,away,2000,964579,422814,541765,11,74309.0,Mercedes Benz Stadium,Atlanta Falcons,71000,0.9554697277584142
Atlanta,falcons,San Francisco,49ers,away,2000,964579,422814,541765,12,67447.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Oakland,raiders,away,2000,964579,422814,541765,13,55175.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Seattle,seahawks,home,2000,964579,422814,541765,14,44680.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,,,,2000,964579,422814,541765,15,,Mercedes Benz Stadium,Atlanta Falcons,71000,
Atlanta,falcons,New Orleans,saints,away,2000,964579,422814,541765,16,64900.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Atlanta,falcons,Kansas City,chiefs,home,2000,964579,422814,541765,17,41017.0,Mercedes Benz Stadium,Atlanta Falcons,71000,1.0
Baltimore,ravens,Pittsburgh,steelers,away,2000,1062373,551695,510678,1,55049.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Jacksonville,jaguars,home,2000,1062373,551695,510678,2,68843.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Miami,dolphins,away,2000,1062373,551695,510678,3,73464.0,M&T Bank Stadium,Baltimore Ravens,71008,0.9665686594794729
Baltimore,ravens,Cincinnati,bengals,home,2000,1062373,551695,510678,4,68481.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Cleveland,browns,away,2000,1062373,551695,510678,5,73018.0,M&T Bank Stadium,Baltimore Ravens,71008,0.9724725410172834
Baltimore,ravens,Jacksonville,jaguars,away,2000,1062373,551695,510678,6,65194.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Washington,redskins,away,2000,1062373,551695,510678,7,83252.0,M&T Bank Stadium,Baltimore Ravens,71008,0.8529284581751789
Baltimore,ravens,Tennessee,titans,home,2000,1062373,551695,510678,8,69200.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Pittsburgh,steelers,home,2000,1062373,551695,510678,9,69405.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Cincinnati,bengals,away,2000,1062373,551695,510678,10,54759.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Tennessee,titans,away,2000,1062373,551695,510678,11,68490.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Dallas,cowboys,home,2000,1062373,551695,510678,12,69416.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Cleveland,browns,home,2000,1062373,551695,510678,13,68361.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,,,,2000,1062373,551695,510678,14,,M&T Bank Stadium,Baltimore Ravens,71008,
Baltimore,ravens,San Diego,chargers,home,2000,1062373,551695,510678,15,68805.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,Arizona,cardinals,away,2000,1062373,551695,510678,16,37452.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Baltimore,ravens,New York,jets,home,2000,1062373,551695,510678,17,69184.0,M&T Bank Stadium,Baltimore Ravens,71008,1.0
Buffalo,bills,Tennessee,titans,home,2000,1098587,560695,537892,1,72492.0,Highmark Stadium,Buffalo Bills,71608,0.987805550957347
Buffalo,bills,Green Bay,packers,home,2000,1098587,560695,537892,2,77722.0,Highmark Stadium,Buffalo Bills,71608,0.921335014538998
Buffalo,bills,New York,jets,away,2000,1098587,560695,537892,3,77884.0,Highmark Stadium,Buffalo Bills,71608,0.9194186225668943
Buffalo,bills,,,,2000,1098587,560695,537892,4,,Highmark Stadium,Buffalo Bills,71608,
Buffalo,bills,Indianapolis,colts,home,2000,1098587,560695,537892,5,72617.0,Highmark Stadium,Buffalo Bills,71608,0.9861051819821804
Buffalo,bills,Miami,dolphins,away,2000,1098587,560695,537892,6,73901.0,Highmark Stadium,Buffalo Bills,71608,0.9689720030852086
Buffalo,bills,San Diego,chargers,home,2000,1098587,560695,537892,7,72351.0,Highmark Stadium,Buffalo Bills,71608,0.9897306187889594
Buffalo,bills,Minnesota,vikings,away,2000,1098587,560695,537892,8,64116.0,Highmark Stadium,Buffalo Bills,71608,1.0
Buffalo,bills,New York,jets,home,2000,1098587,560695,537892,9,72861.0,Highmark Stadium,Buffalo Bills,71608,0.9828028712205432
Buffalo,bills,New England,patriots,away,2000,1098587,560695,537892,10,60292.0,Highmark Stadium,Buffalo Bills,71608,1.0
Buffalo,bills,Chicago,bears,home,2000,1098587,560695,537892,11,72420.0,Highmark Stadium,Buffalo Bills,71608,0.9887876277271472
Buffalo,bills,Kansas City,chiefs,away,2000,1098587,560695,537892,12,78457.0,Highmark Stadium,Buffalo Bills,71608,0.9127037740418318
Buffalo,bills,Tampa Bay,buccaneers,away,2000,1098587,560695,537892,13,65546.0,Highmark Stadium,Buffalo Bills,71608,1.0
Buffalo,bills,Miami,dolphins,home,2000,1098587,560695,537892,14,73002.0,Highmark Stadium,Buffalo Bills,71608,0.9809046327497877
Buffalo,bills,Indianapolis,colts,away,2000,1098587,560695,537892,15,56671.0,Highmark Stadium,Buffalo Bills,71608,1.0
Buffalo,bills,New England,patriots,home,2000,1098587,560695,537892,16,47230.0,Highmark Stadium,Buffalo Bills,71608,1.0
Buffalo,bills,Seattle,seahawks,away,2000,1098587,560695,537892,17,61025.0,Highmark Stadium,Buffalo Bills,71608,1.0
Carolina,panthers,Washington,redskins,away,2000,1095192,583489,511703,1,80257.0,Bank of America Stadium,Carolina Panthers,74867,0.932840749093537
Carolina,panthers,San Francisco,49ers,away,2000,1095192,583489,511703,2,66879.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Atlanta,falcons,home,2000,1095192,583489,511703,3,73025.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,,,,2000,1095192,583489,511703,4,,Bank of America Stadium,Carolina Panthers,74867,
Carolina,panthers,Dallas,cowboys,home,2000,1095192,583489,511703,5,73310.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Seattle,seahawks,home,2000,1095192,583489,511703,6,72192.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,New Orleans,saints,away,2000,1095192,583489,511703,7,50015.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,San Francisco,49ers,home,2000,1095192,583489,511703,8,73169.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Atlanta,falcons,away,2000,1095192,583489,511703,9,46178.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,St. Louis,rams,away,2000,1095192,583489,511703,10,66048.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,New Orleans,saints,home,2000,1095192,583489,511703,11,72981.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Minnesota,vikings,away,2000,1095192,583489,511703,12,64208.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Green Bay,packers,home,2000,1095192,583489,511703,13,73295.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,St. Louis,rams,home,2000,1095192,583489,511703,14,73358.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Kansas City,chiefs,away,2000,1095192,583489,511703,15,77481.0,Bank of America Stadium,Carolina Panthers,74867,0.966262696661117
Carolina,panthers,San Diego,chargers,home,2000,1095192,583489,511703,16,72159.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Carolina,panthers,Oakland,raiders,away,2000,1095192,583489,511703,17,60637.0,Bank of America Stadium,Carolina Panthers,74867,1.0
Chicago,bears,Minnesota,vikings,away,2000,1080684,535552,545132,1,64104.0,Soldier Field,Chicago Bears,61500,0.9593785099213777
Chicago,bears,Tampa Bay,buccaneers,away,2000,1080684,535552,545132,2,65569.0,Soldier Field,Chicago Bears,61500,0.9379432353703732
Chicago,bears,New York,giants,home,2000,1080684,535552,545132,3,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,Detroit,lions,home,2000,1080684,535552,545132,4,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,Green Bay,packers,away,2000,1080684,535552,545132,5,59869.0,Soldier Field,Chicago Bears,61500,1.0
Chicago,bears,New Orleans,saints,home,2000,1080684,535552,545132,6,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,Minnesota,vikings,home,2000,1080684,535552,545132,7,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,Philadelphia,eagles,away,2000,1080684,535552,545132,8,65553.0,Soldier Field,Chicago Bears,61500,0.9381721660335911
Chicago,bears,,,,2000,1080684,535552,545132,9,,Soldier Field,Chicago Bears,61500,
Chicago,bears,Indianapolis,colts,home,2000,1080684,535552,545132,10,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,Buffalo,bills,away,2000,1080684,535552,545132,11,72420.0,Soldier Field,Chicago Bears,61500,0.8492129246064622
Chicago,bears,Tampa Bay,buccaneers,home,2000,1080684,535552,545132,12,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,New York,jets,away,2000,1080684,535552,545132,13,77354.0,Soldier Field,Chicago Bears,61500,0.7950461514595237
Chicago,bears,Green Bay,packers,home,2000,1080684,535552,545132,14,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,New England,patriots,home,2000,1080684,535552,545132,15,66944.0,Soldier Field,Chicago Bears,61500,0.9186782982791587
Chicago,bears,San Francisco,49ers,away,2000,1080684,535552,545132,16,68306.0,Soldier Field,Chicago Bears,61500,0.9003601440576231
Chicago,bears,Detroit,lions,away,2000,1080684,535552,545132,17,71957.0,Soldier Field,Chicago Bears,61500,0.8546770988229081
Cincinnati,bengals,,,,2000,967434,469992,497442,1,,Paycor Stadium,Cincinnati Bengals,65515,
Cincinnati,bengals,Cleveland,browns,home,2000,967434,469992,497442,2,64006.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Jacksonville,jaguars,away,2000,967434,469992,497442,3,45653.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Baltimore,ravens,away,2000,967434,469992,497442,4,68481.0,Paycor Stadium,Cincinnati Bengals,65515,0.956688716578321
Cincinnati,bengals,Miami,dolphins,home,2000,967434,469992,497442,5,61535.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Tennessee,titans,home,2000,967434,469992,497442,6,63406.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Pittsburgh,steelers,away,2000,967434,469992,497442,7,54328.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Denver,broncos,home,2000,967434,469992,497442,8,61603.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Cleveland,browns,away,2000,967434,469992,497442,9,73118.0,Paycor Stadium,Cincinnati Bengals,65515,0.8960173965371044
Cincinnati,bengals,Baltimore,ravens,home,2000,967434,469992,497442,10,54759.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Dallas,cowboys,away,2000,967434,469992,497442,11,62170.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,New England,patriots,away,2000,967434,469992,497442,12,60292.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Pittsburgh,steelers,home,2000,967434,469992,497442,13,63925.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Arizona,cardinals,home,2000,967434,469992,497442,14,50289.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Tennessee,titans,away,2000,967434,469992,497442,15,68498.0,Paycor Stadium,Cincinnati Bengals,65515,0.956451283249146
Cincinnati,bengals,Jacksonville,jaguars,home,2000,967434,469992,497442,16,50469.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cincinnati,bengals,Philadelphia,eagles,away,2000,967434,469992,497442,17,64902.0,Paycor Stadium,Cincinnati Bengals,65515,1.0
Cleveland,browns,Jacksonville,jaguars,home,2000,1057139,581544,475595,1,72418.0,Huntington Bank Field,Cleveland Browns,67895,0.9375431522549642
Cleveland,browns,Cincinnati,bengals,away,2000,1057139,581544,475595,2,64006.0,Huntington Bank Field,Cleveland Browns,67895,1.0
Cleveland,browns,Pittsburgh,steelers,home,2000,1057139,581544,475595,3,73018.0,Huntington Bank Field,Cleveland Browns,67895,0.9298392177271357
Cleveland,browns,Oakland,raiders,away,2000,1057139,581544,475595,4,45702.0,Huntington Bank Field,Cleveland Browns,67895,1.0
Cleveland,browns,Baltimore,ravens,home,2000,1057139,581544,475595,5,73018.0,Huntington Bank Field,Cleveland Browns,67895,0.9298392177271357
Cleveland,browns,Arizona,cardinals,away,2000,1057139,581544,475595,6,44296.0,Huntington Bank Field,Cleveland Browns,67895,1.0
Cleveland,browns,Denver,broncos,away,2000,1057139,581544,475595,7,75811.0,Huntington Bank Field,Cleveland Browns,67895,0.8955824352666499
Cleveland,browns,Pittsburgh,steelers,away,2000,1057139,581544,475595,8,57659.0,Huntington Bank Field,Cleveland Browns,67895,1.0
Cleveland,browns,Cincinnati,bengals,home,2000,1057139,581544,475595,9,73118.0,Huntington Bank Field,Cleveland Browns,67895,0.9285675209934626
Cleveland,browns,New York,giants,home,2000,1057139,581544,475595,10,72718.0,Huntington Bank Field,Cleveland Browns,67895,0.933675293599934
Cleveland,browns,New England,patriots,home,2000,1057139,581544,475595,11,72618.0,Huntington Bank Field,Cleveland Browns,67895,0.9349610289459913
Cleveland,browns,Tennessee,titans,away,2000,1057139,581544,475595,12,68498.0,Huntington Bank Field,Cleveland Browns,67895,0.9911968232649129
Cleveland,browns,Baltimore,ravens,away,2000,1057139,581544,475595,13,68361.0,Huntington Bank Field,Cleveland Browns,67895,0.9931832477582248
Cleveland,browns,Jacksonville,jaguars,away,2000,1057139,581544,475595,14,51262.0,Huntington Bank Field,Cleveland Browns,67895,1.0
Cleveland,browns,Philadelphia,eagles,home,2000,1057139,581544,475595,15,72318.0,Huntington Bank Field,Cleveland Browns,67895,0.938839569678365
Cleveland,browns,Tennessee,titans,home,2000,1057139,581544,475595,16,72318.0,Huntington Bank Field,Cleveland Browns,67895,0.938839569678365
Cleveland,browns,,,,2000,1057139,581544,475595,17,,Huntington Bank Field,Cleveland Browns,67895,
Dallas,cowboys,Philadelphia,eagles,home,2000,1075470,504360,571110,1,62872.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Arizona,cardinals,away,2000,1075470,504360,571110,2,66009.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Washington,redskins,away,2000,1075470,504360,571110,3,84431.0,AT&T Stadium,Dallas Cowboys,80000,0.9475192760952731
Dallas,cowboys,San Francisco,49ers,home,2000,1075470,504360,571110,4,64127.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Carolina,panthers,away,2000,1075470,504360,571110,5,73310.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,,,,2000,1075470,504360,571110,6,,AT&T Stadium,Dallas Cowboys,80000,
Dallas,cowboys,New York,giants,away,2000,1075470,504360,571110,7,78189.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Arizona,cardinals,home,2000,1075470,504360,571110,8,62981.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Jacksonville,jaguars,home,2000,1075470,504360,571110,9,63554.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Philadelphia,eagles,away,2000,1075470,504360,571110,10,65636.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Cincinnati,bengals,home,2000,1075470,504360,571110,11,62170.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Baltimore,ravens,away,2000,1075470,504360,571110,12,69416.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Minnesota,vikings,home,2000,1075470,504360,571110,13,63878.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Tampa Bay,buccaneers,away,2000,1075470,504360,571110,14,65621.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Washington,redskins,home,2000,1075470,504360,571110,15,63467.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,New York,giants,home,2000,1075470,504360,571110,16,61311.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Dallas,cowboys,Tennessee,titans,away,2000,1075470,504360,571110,17,68498.0,AT&T Stadium,Dallas Cowboys,80000,1.0
Denver,broncos,St. Louis,rams,away,2000,1140030,604042,535988,1,65956.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Atlanta,falcons,home,2000,1140030,604042,535988,2,75466.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Oakland,raiders,away,2000,1140030,604042,535988,3,62078.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Kansas City,chiefs,home,2000,1140030,604042,535988,4,74596.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,New England,patriots,home,2000,1140030,604042,535988,5,75684.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,San Diego,chargers,away,2000,1140030,604042,535988,6,56079.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Cleveland,browns,home,2000,1140030,604042,535988,7,75811.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Cincinnati,bengals,away,2000,1140030,604042,535988,8,61603.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,,,,2000,1140030,604042,535988,9,,Empower Field at Mile High,Denver Broncos,76125,
Denver,broncos,New York,jets,away,2000,1140030,604042,535988,10,78305.0,Empower Field at Mile High,Denver Broncos,76125,0.9721601430304578
Denver,broncos,Oakland,raiders,home,2000,1140030,604042,535988,11,75951.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,San Diego,chargers,home,2000,1140030,604042,535988,12,75218.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Seattle,seahawks,away,2000,1140030,604042,535988,13,68661.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,New Orleans,saints,away,2000,1140030,604042,535988,14,64900.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Seattle,seahawks,home,2000,1140030,604042,535988,15,75218.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Denver,broncos,Kansas City,chiefs,away,2000,1140030,604042,535988,16,78406.0,Empower Field at Mile High,Denver Broncos,76125,0.9709078386858149
Denver,broncos,San Francisco,49ers,home,2000,1140030,604042,535988,17,76098.0,Empower Field at Mile High,Denver Broncos,76125,1.0
Detroit,lions,New Orleans,saints,away,2000,1140926,607076,533850,1,64900.0,Ford Field,Detroit Lions,65000,1.0
Detroit,lions,Washington,redskins,home,2000,1140926,607076,533850,2,74159.0,Ford Field,Detroit Lions,65000,0.8764950983697192
Detroit,lions,Tampa Bay,buccaneers,home,2000,1140926,607076,533850,3,76928.0,Ford Field,Detroit Lions,65000,0.8449459234608985
Detroit,lions,Chicago,bears,away,2000,1140926,607076,533850,4,66944.0,Ford Field,Detroit Lions,65000,0.9709608030592735
Detroit,lions,Minnesota,vikings,home,2000,1140926,607076,533850,5,76438.0,Ford Field,Detroit Lions,65000,0.850362385201078
Detroit,lions,Green Bay,packers,home,2000,1140926,607076,533850,6,77549.0,Ford Field,Detroit Lions,65000,0.8381797315245845
Detroit,lions,,,,2000,1140926,607076,533850,7,,Ford Field,Detroit Lions,65000,
Detroit,lions,Tampa Bay,buccaneers,away,2000,1140926,607076,533850,8,65557.0,Ford Field,Detroit Lions,65000,0.9915035770398279
Detroit,lions,Indianapolis,colts,away,2000,1140926,607076,533850,9,56971.0,Ford Field,Detroit Lions,65000,1.0
Detroit,lions,Miami,dolphins,home,2000,1140926,607076,533850,10,77813.0,Ford Field,Detroit Lions,65000,0.8353359978409777
Detroit,lions,Atlanta,falcons,home,2000,1140926,607076,533850,11,74309.0,Ford Field,Detroit Lions,65000,0.8747258071027736
Detroit,lions,New York,giants,away,2000,1140926,607076,533850,12,77897.0,Ford Field,Detroit Lions,65000,0.8344352157335969
Detroit,lions,New England,patriots,home,2000,1140926,607076,533850,13,77923.0,Ford Field,Detroit Lions,65000,0.8341567958112496
Detroit,lions,Minnesota,vikings,away,2000,1140926,607076,533850,14,64214.0,Ford Field,Detroit Lions,65000,1.0
Detroit,lions,Green Bay,packers,away,2000,1140926,607076,533850,15,59854.0,Ford Field,Detroit Lions,65000,1.0
Detroit,lions,New York,jets,away,2000,1140926,607076,533850,16,77513.0,Ford Field,Detroit Lions,65000,0.8385690142298711
Detroit,lions,Chicago,bears,home,2000,1140926,607076,533850,17,71957.0,Ford Field,Detroit Lions,65000,0.9033172589185208
Green Bay,packers,New York,jets,home,2000,1049602,478747,570855,1,59870.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Buffalo,bills,away,2000,1049602,478747,570855,2,77722.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Philadelphia,eagles,home,2000,1049602,478747,570855,3,59869.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Arizona,cardinals,away,2000,1049602,478747,570855,4,71801.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Chicago,bears,home,2000,1049602,478747,570855,5,59869.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Detroit,lions,away,2000,1049602,478747,570855,6,77549.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,San Francisco,49ers,home,2000,1049602,478747,570855,7,59870.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,,,,2000,1049602,478747,570855,8,,Lambeau Field,Green Bay Packers,81441,
Green Bay,packers,Miami,dolphins,away,2000,1049602,478747,570855,9,73740.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Minnesota,vikings,home,2000,1049602,478747,570855,10,59854.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Tampa Bay,buccaneers,away,2000,1049602,478747,570855,11,65621.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Indianapolis,colts,home,2000,1049602,478747,570855,12,59869.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Carolina,panthers,away,2000,1049602,478747,570855,13,73295.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Chicago,bears,away,2000,1049602,478747,570855,14,66944.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Detroit,lions,home,2000,1049602,478747,570855,15,59854.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Minnesota,vikings,away,2000,1049602,478747,570855,16,64183.0,Lambeau Field,Green Bay Packers,81441,1.0
Green Bay,packers,Tampa Bay,buccaneers,home,2000,1049602,478747,570855,17,59692.0,Lambeau Field,Green Bay Packers,81441,1.0
Indianapolis,colts,Kansas City,chiefs,away,2000,1008013,454319,553694,1,78357.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.8550608114144237
Indianapolis,colts,Oakland,raiders,home,2000,1008013,454319,553694,2,56769.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,,,,2000,1008013,454319,553694,3,,Lucas Oil Stadium,Indianapolis Colts,67000,
Indianapolis,colts,Jacksonville,jaguars,home,2000,1008013,454319,553694,4,56816.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
