team,team_name,opponent_team,opponent_team_name,location,year,total,home,away,week,weekly_attendance,stadium,home_team,capacity,capacity_rate
Houston,texans,Tennessee,titans,away,2005,1094938,562397,532541,14,69149.0,NRG Stadium,Houston Texans,72220,1.0
Houston,texans,Arizona,cardinals,home,2005,1094938,562397,532541,15,70024.0,NRG Stadium,Houston Texans,72220,1.0
Houston,texans,Jacksonville,jaguars,home,2005,1094938,562397,532541,16,70025.0,NRG Stadium,Houston Texans,72220,1.0
Houston,texans,San Francisco,49ers,away,2005,1094938,562397,532541,17,67970.0,NRG Stadium,Houston Texans,72220,1.0
Indianapolis,colts,Baltimore,ravens,away,2005,1005498,457373,548125,1,70501.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.9503411299130509
Indianapolis,colts,Jacksonville,jaguars,home,2005,1005498,457373,548125,2,56460.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Cleveland,browns,home,2005,1005498,457373,548125,3,57127.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Tennessee,titans,away,2005,1005498,457373,548125,4,69149.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.9689221825333699
Indianapolis,colts,San Francisco,49ers,away,2005,1005498,457373,548125,5,68084.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.9840784912754832
Indianapolis,colts,St. Louis,rams,home,2005,1005498,457373,548125,6,57307.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Houston,texans,away,2005,1005498,457373,548125,7,70621.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.948726299542629
Indianapolis,colts,,,,2005,1005498,457373,548125,8,,Lucas Oil Stadium,Indianapolis Colts,67000,
Indianapolis,colts,New England,patriots,away,2005,1005498,457373,548125,9,68756.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.974460410727791
Indianapolis,colts,Houston,texans,home,2005,1005498,457373,548125,10,57209.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Cincinnati,bengals,away,2005,1005498,457373,548125,11,65995.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Pittsburgh,steelers,home,2005,1005498,457373,548125,12,57442.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Tennessee,titans,home,2005,1005498,457373,548125,13,57228.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Jacksonville,jaguars,away,2005,1005498,457373,548125,14,67164.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.9975582157107975
Indianapolis,colts,San Diego,chargers,home,2005,1005498,457373,548125,15,57389.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Indianapolis,colts,Seattle,seahawks,away,2005,1005498,457373,548125,16,67855.0,Lucas Oil Stadium,Indianapolis Colts,67000,0.9873996020926976
Indianapolis,colts,Arizona,cardinals,home,2005,1005498,457373,548125,17,57211.0,Lucas Oil Stadium,Indianapolis Colts,67000,1.0
Jacksonville,jaguars,Seattle,seahawks,home,2005,1037856,525519,512337,1,65204.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Indianapolis,colts,away,2005,1037856,525519,512337,2,56460.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,New York,jets,away,2005,1037856,525519,512337,3,77422.0,TIAA Bank Field,Jacksonville Jaguars,67246,0.8685644907132339
Jacksonville,jaguars,Denver,broncos,home,2005,1037856,525519,512337,4,66045.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Cincinnati,bengals,home,2005,1037856,525519,512337,5,66137.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Pittsburgh,steelers,away,2005,1037856,525519,512337,6,63891.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,,,,2005,1037856,525519,512337,7,,TIAA Bank Field,Jacksonville Jaguars,67246,
Jacksonville,jaguars,St. Louis,rams,away,2005,1037856,525519,512337,8,65251.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Houston,texans,home,2005,1037856,525519,512337,9,64613.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Baltimore,ravens,home,2005,1037856,525519,512337,10,66107.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Tennessee,titans,away,2005,1037856,525519,512337,11,69149.0,TIAA Bank Field,Jacksonville Jaguars,67246,0.9724797177110298
Jacksonville,jaguars,Arizona,cardinals,away,2005,1037856,525519,512337,12,39198.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Cleveland,browns,away,2005,1037856,525519,512337,13,70941.0,TIAA Bank Field,Jacksonville Jaguars,67246,0.9479144641321662
Jacksonville,jaguars,Indianapolis,colts,home,2005,1037856,525519,512337,14,67164.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,San Francisco,49ers,home,2005,1037856,525519,512337,15,64764.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Jacksonville,jaguars,Houston,texans,away,2005,1037856,525519,512337,16,70025.0,TIAA Bank Field,Jacksonville Jaguars,67246,0.9603141735094609
Jacksonville,jaguars,Tennessee,titans,home,2005,1037856,525519,512337,17,65485.0,TIAA Bank Field,Jacksonville Jaguars,67246,1.0
Kansas City,chiefs,New York,jets,home,2005,1180710,623325,557385,1,78014.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.979516497038993
Kansas City,chiefs,Oakland,raiders,away,2005,1180710,623325,557385,2,62273.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,Denver,broncos,away,2005,1180710,623325,557385,3,76381.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,Philadelphia,eagles,home,2005,1180710,623325,557385,4,78742.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9704604912245054
Kansas City,chiefs,,,,2005,1180710,623325,557385,5,,Arrowhead Stadium,Kansas City Chiefs,76416,
Kansas City,chiefs,Washington,redskins,home,2005,1180710,623325,557385,6,78083.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9786509227360629
Kansas City,chiefs,Miami,dolphins,away,2005,1180710,623325,557385,7,68350.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,San Diego,chargers,away,2005,1180710,623325,557385,8,65750.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,Oakland,raiders,home,2005,1180710,623325,557385,9,79033.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9668872496299015
Kansas City,chiefs,Buffalo,bills,away,2005,1180710,623325,557385,10,72093.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,Houston,texans,away,2005,1180710,623325,557385,11,70481.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,New England,patriots,home,2005,1180710,623325,557385,12,78025.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9793784043575777
Kansas City,chiefs,Denver,broncos,home,2005,1180710,623325,557385,13,78261.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9764250392916012
Kansas City,chiefs,Dallas,cowboys,away,2005,1180710,623325,557385,14,63432.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,New York,giants,away,2005,1180710,623325,557385,15,78625.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.9719046104928458
Kansas City,chiefs,San Diego,chargers,home,2005,1180710,623325,557385,16,75956.0,Arrowhead Stadium,Kansas City Chiefs,76416,1.0
Kansas City,chiefs,Cincinnati,bengals,home,2005,1180710,623325,557385,17,77211.0,Arrowhead Stadium,Kansas City Chiefs,76416,0.989703539651086
Miami,dolphins,Denver,broncos,home,2005,1107797,575256,532541,1,72324.0,Hard Rock Stadium,Miami Dolphins,65326,0.9032409711852221
Miami,dolphins,New York,jets,away,2005,1107797,575256,532541,2,77918.0,Hard Rock Stadium,Miami Dolphins,65326,0.8383942092969532
Miami,dolphins,Carolina,panthers,home,2005,1107797,575256,532541,3,72288.0,Hard Rock Stadium,Miami Dolphins,65326,0.9036907923860115
Miami,dolphins,,,,2005,1107797,575256,532541,4,,Hard Rock Stadium,Miami Dolphins,65326,
Miami,dolphins,Buffalo,bills,away,2005,1107797,575256,532541,5,72160.0,Hard Rock Stadium,Miami Dolphins,65326,0.9052937915742794
Miami,dolphins,Tampa Bay,buccaneers,away,2005,1107797,575256,532541,6,65168.0,Hard Rock Stadium,Miami Dolphins,65326,1.0
Miami,dolphins,Kansas City,chiefs,home,2005,1107797,575256,532541,7,68350.0,Hard Rock Stadium,Miami Dolphins,65326,0.9557571324067301
Miami,dolphins,New Orleans,saints,away,2005,1107797,575256,532541,8,61643.0,Hard Rock Stadium,Miami Dolphins,65326,1.0
Miami,dolphins,Atlanta,falcons,home,2005,1107797,575256,532541,9,72187.0,Hard Rock Stadium,Miami Dolphins,65326,0.904955185836785
Miami,dolphins,New England,patriots,home,2005,1107797,575256,532541,10,73405.0,Hard Rock Stadium,Miami Dolphins,65326,0.8899393774266058
Miami,dolphins,Cleveland,browns,away,2005,1107797,575256,532541,11,72773.0,Hard Rock Stadium,Miami Dolphins,65326,0.8976680911876658
Miami,dolphins,Oakland,raiders,away,2005,1107797,575256,532541,12,49097.0,Hard Rock Stadium,Miami Dolphins,65326,1.0
Miami,dolphins,Buffalo,bills,home,2005,1107797,575256,532541,13,72051.0,Hard Rock Stadium,Miami Dolphins,65326,0.9066633356927731
Miami,dolphins,San Diego,chargers,away,2005,1107797,575256,532541,14,65026.0,Hard Rock Stadium,Miami Dolphins,65326,1.0
Miami,dolphins,New York,jets,home,2005,1107797,575256,532541,15,72650.0,Hard Rock Stadium,Miami Dolphins,65326,0.8991878871300757
Miami,dolphins,Tennessee,titans,home,2005,1107797,575256,532541,16,72001.0,Hard Rock Stadium,Miami Dolphins,65326,0.907292954264524
Miami,dolphins,New England,patriots,away,2005,1107797,575256,532541,17,68756.0,Hard Rock Stadium,Miami Dolphins,65326,0.950113444644831
Minnesota,vikings,Tampa Bay,buccaneers,home,2005,1063788,511960,551828,1,63939.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Cincinnati,bengals,away,2005,1063788,511960,551828,2,65763.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,New Orleans,saints,home,2005,1063788,511960,551828,3,63952.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Atlanta,falcons,away,2005,1063788,511960,551828,4,69552.0,U.S. Bank Stadium,Minnesota Vikings,66655,0.9583477110651024
Minnesota,vikings,,,,2005,1063788,511960,551828,5,,U.S. Bank Stadium,Minnesota Vikings,66655,
Minnesota,vikings,Chicago,bears,away,2005,1063788,511960,551828,6,62143.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Green Bay,packers,home,2005,1063788,511960,551828,7,64278.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Carolina,panthers,away,2005,1063788,511960,551828,8,73502.0,U.S. Bank Stadium,Minnesota Vikings,66655,0.906846072215722
Minnesota,vikings,Detroit,lions,home,2005,1063788,511960,551828,9,63813.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,New York,giants,away,2005,1063788,511960,551828,10,78637.0,U.S. Bank Stadium,Minnesota Vikings,66655,0.8476289787250276
Minnesota,vikings,Green Bay,packers,away,2005,1063788,511960,551828,11,70610.0,U.S. Bank Stadium,Minnesota Vikings,66655,0.9439881036680356
Minnesota,vikings,Cleveland,browns,home,2005,1063788,511960,551828,12,63814.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Detroit,lions,away,2005,1063788,511960,551828,13,61375.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,St. Louis,rams,home,2005,1063788,511960,551828,14,64005.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Pittsburgh,steelers,home,2005,1063788,511960,551828,15,64136.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
Minnesota,vikings,Baltimore,ravens,away,2005,1063788,511960,551828,16,70246.0,U.S. Bank Stadium,Minnesota Vikings,66655,0.9488796515104063
Minnesota,vikings,Chicago,bears,home,2005,1063788,511960,551828,17,64023.0,U.S. Bank Stadium,Minnesota Vikings,66655,1.0
New England,patriots,Oakland,raiders,home,2005,1136903,550048,586855,1,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Carolina,panthers,away,2005,1136903,550048,586855,2,73528.0,Gillette Stadium,New England Patriots,66829,0.9088918507235338
New England,patriots,Pittsburgh,steelers,away,2005,1136903,550048,586855,3,64868.0,Gillette Stadium,New England Patriots,66829,1.0
New England,patriots,San Diego,chargers,home,2005,1136903,550048,586855,4,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Atlanta,falcons,away,2005,1136903,550048,586855,5,71079.0,Gillette Stadium,New England Patriots,66829,0.940207374892725
New England,patriots,Denver,broncos,away,2005,1136903,550048,586855,6,76571.0,Gillette Stadium,New England Patriots,66829,0.8727716759608729
New England,patriots,,,,2005,1136903,550048,586855,7,,Gillette Stadium,New England Patriots,66829,
New England,patriots,Buffalo,bills,home,2005,1136903,550048,586855,8,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Indianapolis,colts,home,2005,1136903,550048,586855,9,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Miami,dolphins,away,2005,1136903,550048,586855,10,73405.0,Gillette Stadium,New England Patriots,66829,0.9104148218786187
New England,patriots,New Orleans,saints,home,2005,1136903,550048,586855,11,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Kansas City,chiefs,away,2005,1136903,550048,586855,12,78025.0,Gillette Stadium,New England Patriots,66829,0.8565075296379365
New England,patriots,New York,jets,home,2005,1136903,550048,586855,13,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,Buffalo,bills,away,2005,1136903,550048,586855,14,71810.0,Gillette Stadium,New England Patriots,66829,0.9306364016153739
New England,patriots,Tampa Bay,buccaneers,home,2005,1136903,550048,586855,15,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New England,patriots,New York,jets,away,2005,1136903,550048,586855,16,77569.0,Gillette Stadium,New England Patriots,66829,0.8615426265647359
New England,patriots,Miami,dolphins,home,2005,1136903,550048,586855,17,68756.0,Gillette Stadium,New England Patriots,66829,0.9719733550526499
New Orleans,saints,Carolina,panthers,away,2005,970678,417270,553408,1,72920.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,New York,giants,home,2005,970678,417270,553408,2,68031.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Minnesota,vikings,away,2005,970678,417270,553408,3,63952.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Buffalo,bills,home,2005,970678,417270,553408,4,58688.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Green Bay,packers,away,2005,970678,417270,553408,5,70580.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Atlanta,falcons,home,2005,970678,417270,553408,6,65562.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,St. Louis,rams,away,2005,970678,417270,553408,7,64586.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Miami,dolphins,home,2005,970678,417270,553408,8,61643.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Chicago,bears,home,2005,970678,417270,553408,9,32637.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,,,,2005,970678,417270,553408,10,,Caesars Superdome,New Orleans Saints,73208,
New Orleans,saints,New England,patriots,away,2005,970678,417270,553408,11,68756.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,New York,jets,away,2005,970678,417270,553408,12,77152.0,Caesars Superdome,New Orleans Saints,73208,0.9488801327250104
New Orleans,saints,Tampa Bay,buccaneers,home,2005,970678,417270,553408,13,34411.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Atlanta,falcons,away,2005,970678,417270,553408,14,70083.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Carolina,panthers,home,2005,970678,417270,553408,15,32551.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Detroit,lions,home,2005,970678,417270,553408,16,63747.0,Caesars Superdome,New Orleans Saints,73208,1.0
New Orleans,saints,Tampa Bay,buccaneers,away,2005,970678,417270,553408,17,65379.0,Caesars Superdome,New Orleans Saints,73208,1.0
New York,giants,Arizona,cardinals,home,2005,1157637,628519,529118,1,78387.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,New Orleans,saints,away,2005,1157637,628519,529118,2,68031.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,San Diego,chargers,away,2005,1157637,628519,529118,3,65373.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,St. Louis,rams,home,2005,1157637,628519,529118,4,78453.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,,,,2005,1157637,628519,529118,5,,MetLife Stadium,New York Giants,82500,
New York,giants,Dallas,cowboys,away,2005,1157637,628519,529118,6,62278.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Denver,broncos,home,2005,1157637,628519,529118,7,78516.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Washington,redskins,home,2005,1157637,628519,529118,8,78630.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,San Francisco,49ers,away,2005,1157637,628519,529118,9,63820.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Minnesota,vikings,home,2005,1157637,628519,529118,10,78637.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Philadelphia,eagles,home,2005,1157637,628519,529118,11,78626.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Seattle,seahawks,away,2005,1157637,628519,529118,12,67102.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Dallas,cowboys,home,2005,1157637,628519,529118,13,78645.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Philadelphia,eagles,away,2005,1157637,628519,529118,14,67443.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Kansas City,chiefs,home,2005,1157637,628519,529118,15,78625.0,MetLife Stadium,New York Giants,82500,1.0
New York,giants,Washington,redskins,away,2005,1157637,628519,529118,16,90477.0,MetLife Stadium,New York Giants,82500,0.9118339467488975
New York,giants,Oakland,raiders,away,2005,1157637,628519,529118,17,44594.0,MetLife Stadium,New York Giants,82500,1.0
New York,jets,Kansas City,chiefs,away,2005,1202681,619958,582723,1,78014.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Miami,dolphins,home,2005,1202681,619958,582723,2,77918.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Jacksonville,jaguars,home,2005,1202681,619958,582723,3,77422.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Baltimore,ravens,away,2005,1202681,619958,582723,4,70479.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Tampa Bay,buccaneers,home,2005,1202681,619958,582723,5,77852.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Buffalo,bills,away,2005,1202681,619958,582723,6,72045.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Atlanta,falcons,away,2005,1202681,619958,582723,7,70995.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,,,,2005,1202681,619958,582723,8,,MetLife Stadium,New York Jets,82500,
New York,jets,San Diego,chargers,home,2005,1202681,619958,582723,9,77662.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Carolina,panthers,away,2005,1202681,619958,582723,10,73529.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Denver,broncos,away,2005,1202681,619958,582723,11,76255.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,New Orleans,saints,home,2005,1202681,619958,582723,12,77152.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,New England,patriots,away,2005,1202681,619958,582723,13,68756.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Oakland,raiders,home,2005,1202681,619958,582723,14,77561.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Miami,dolphins,away,2005,1202681,619958,582723,15,72650.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,New England,patriots,home,2005,1202681,619958,582723,16,77569.0,MetLife Stadium,New York Jets,82500,1.0
New York,jets,Buffalo,bills,home,2005,1202681,619958,582723,17,76822.0,MetLife Stadium,New York Jets,82500,1.0
Oakland,raiders,New England,patriots,away,2005,1013461,418450,595011,1,68756.0,Allegiant Stadium,Oakland Raiders,65000,0.9453720402583047
Oakland,raiders,Kansas City,chiefs,home,2005,1013461,418450,595011,2,62273.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,Philadelphia,eagles,away,2005,1013461,418450,595011,3,67735.0,Allegiant Stadium,Oakland Raiders,65000,0.9596220565438842
Oakland,raiders,Dallas,cowboys,home,2005,1013461,418450,595011,4,62400.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,,,,2005,1013461,418450,595011,5,,Allegiant Stadium,Oakland Raiders,65000,
Oakland,raiders,San Diego,chargers,home,2005,1013461,418450,595011,6,52666.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,Buffalo,bills,home,2005,1013461,418450,595011,7,42779.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,Tennessee,titans,away,2005,1013461,418450,595011,8,69149.0,Allegiant Stadium,Oakland Raiders,65000,0.9399991323084933
Oakland,raiders,Kansas City,chiefs,away,2005,1013461,418450,595011,9,79033.0,Allegiant Stadium,Oakland Raiders,65000,0.8224412587147141
Oakland,raiders,Denver,broncos,home,2005,1013461,418450,595011,10,62779.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,Washington,redskins,away,2005,1013461,418450,595011,11,90129.0,Allegiant Stadium,Oakland Raiders,65000,0.7211885186787826
Oakland,raiders,Miami,dolphins,home,2005,1013461,418450,595011,12,49097.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,San Diego,chargers,away,2005,1013461,418450,595011,13,66436.0,Allegiant Stadium,Oakland Raiders,65000,0.978385212836414
Oakland,raiders,New York,jets,away,2005,1013461,418450,595011,14,77561.0,Allegiant Stadium,Oakland Raiders,65000,0.8380500509276569
Oakland,raiders,Cleveland,browns,home,2005,1013461,418450,595011,15,41862.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Oakland,raiders,Denver,broncos,away,2005,1013461,418450,595011,16,76212.0,Allegiant Stadium,Oakland Raiders,65000,0.8528840602529786
Oakland,raiders,New York,giants,home,2005,1013461,418450,595011,17,44594.0,Allegiant Stadium,Oakland Raiders,65000,1.0
Philadelphia,eagles,Atlanta,falcons,away,2005,1109699,541393,568306,1,70806.0,Lincoln Financial Field,Philadelphia Eagles,69596,0.9829110527356438
Philadelphia,eagles,San Francisco,49ers,home,2005,1109699,541393,568306,2,67727.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Oakland,raiders,home,2005,1109699,541393,568306,3,67735.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Kansas City,chiefs,away,2005,1109699,541393,568306,4,78742.0,Lincoln Financial Field,Philadelphia Eagles,69596,0.8838485179446801
Philadelphia,eagles,Dallas,cowboys,away,2005,1109699,541393,568306,5,63199.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,,,,2005,1109699,541393,568306,6,,Lincoln Financial Field,Philadelphia Eagles,69596,
Philadelphia,eagles,San Diego,chargers,home,2005,1109699,541393,568306,7,67747.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Denver,broncos,away,2005,1109699,541393,568306,8,76530.0,Lincoln Financial Field,Philadelphia Eagles,69596,0.9093950084934013
Philadelphia,eagles,Washington,redskins,away,2005,1109699,541393,568306,9,90298.0,Lincoln Financial Field,Philadelphia Eagles,69596,0.7707368933974175
Philadelphia,eagles,Dallas,cowboys,home,2005,1109699,541393,568306,10,67739.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,New York,giants,away,2005,1109699,541393,568306,11,78626.0,Lincoln Financial Field,Philadelphia Eagles,69596,0.8851524940859258
Philadelphia,eagles,Green Bay,packers,home,2005,1109699,541393,568306,12,67665.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Seattle,seahawks,home,2005,1109699,541393,568306,13,67637.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,New York,giants,home,2005,1109699,541393,568306,14,67443.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,St. Louis,rams,away,2005,1109699,541393,568306,15,65382.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Arizona,cardinals,away,2005,1109699,541393,568306,16,44723.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Philadelphia,eagles,Washington,redskins,home,2005,1109699,541393,568306,17,67700.0,Lincoln Financial Field,Philadelphia Eagles,69596,1.0
Pittsburgh,steelers,Tennessee,titans,home,2005,1048739,507434,541305,1,62931.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Houston,texans,away,2005,1048739,507434,541305,2,70742.0,Acrisure Stadium,Pittsburgh Steelers,68400,0.9668937830426055
Pittsburgh,steelers,New England,patriots,home,2005,1048739,507434,541305,3,64868.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,,,,2005,1048739,507434,541305,4,,Acrisure Stadium,Pittsburgh Steelers,68400,
Pittsburgh,steelers,San Diego,chargers,away,2005,1048739,507434,541305,5,68537.0,Acrisure Stadium,Pittsburgh Steelers,68400,0.9980010797087705
Pittsburgh,steelers,Jacksonville,jaguars,home,2005,1048739,507434,541305,6,63891.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Cincinnati,bengals,away,2005,1048739,507434,541305,7,66104.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Baltimore,ravens,home,2005,1048739,507434,541305,8,64178.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Green Bay,packers,away,2005,1048739,507434,541305,9,70607.0,Acrisure Stadium,Pittsburgh Steelers,68400,0.9687424759584744
Pittsburgh,steelers,Cleveland,browns,home,2005,1048739,507434,541305,10,63491.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Baltimore,ravens,away,2005,1048739,507434,541305,11,70601.0,Acrisure Stadium,Pittsburgh Steelers,68400,0.9688248041812438
Pittsburgh,steelers,Indianapolis,colts,away,2005,1048739,507434,541305,12,57442.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Cincinnati,bengals,home,2005,1048739,507434,541305,13,63044.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Chicago,bears,home,2005,1048739,507434,541305,14,61237.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
Pittsburgh,steelers,Minnesota,vikings,away,2005,1048739,507434,541305,15,64136.0,Acrisure Stadium,Pittsburgh Steelers,68400,1.0
