year,team_full_name,week,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2005,Minnesota Vikings,4,69552.0,U.S. Bank Stadium,66655,1.0434626059560423
2005,Minnesota Vikings,5,,U.S. Bank Stadium,66655,
2005,Minnesota Vikings,6,62143.0,U.S. Bank Stadium,66655,0.9323081539269372
2005,Minnesota Vikings,7,64278.0,U.S. Bank Stadium,66655,0.9643387592828745
2005,Minnesota Vikings,8,73502.0,U.S. Bank Stadium,66655,1.1027229765208912
2005,Minnesota Vikings,9,63813.0,U.S. Bank Stadium,66655,0.9573625384442277
2005,Minnesota Vikings,10,78637.0,U.S. Bank Stadium,66655,1.1797614582551947
2005,Minnesota Vikings,11,70610.0,U.S. Bank Stadium,66655,1.0593353836921462
2005,Minnesota Vikings,12,63814.0,U.S. Bank Stadium,66655,0.9573775410696872
2005,Minnesota Vikings,13,61375.0,U.S. Bank Stadium,66655,0.9207861375740755
2005,Minnesota Vikings,14,64005.0,U.S. Bank Stadium,66655,0.9602430425324432
2005,Minnesota Vikings,15,64136.0,U.S. Bank Stadium,66655,0.9622083864676318
2005,Minnesota Vikings,16,70246.0,U.S. Bank Stadium,66655,1.0538744280249044
2005,Minnesota Vikings,17,64023.0,U.S. Bank Stadium,66655,0.9605130897907134
2005,New England Patriots,1,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,2,73528.0,Gillette Stadium,66829,1.1002409133759297
2005,New England Patriots,3,64868.0,Gillette Stadium,66829,0.9706564515404988
2005,New England Patriots,4,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,5,71079.0,Gillette Stadium,66829,1.0635951458199284
2005,New England Patriots,6,76571.0,Gillette Stadium,66829,1.1457750377829985
2005,New England Patriots,7,,Gillette Stadium,66829,
2005,New England Patriots,8,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,9,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,10,73405.0,Gillette Stadium,66829,1.0984003950380823
2005,New England Patriots,11,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,12,78025.0,Gillette Stadium,66829,1.1675320594352752
2005,New England Patriots,13,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,14,71810.0,Gillette Stadium,66829,1.0745335109009562
2005,New England Patriots,15,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New England Patriots,16,77569.0,Gillette Stadium,66829,1.1607086743778898
2005,New England Patriots,17,68756.0,Gillette Stadium,66829,1.0288347872929418
2005,New Orleans Saints,1,72920.0,Caesars Superdome,73208,0.996066003715441
2005,New Orleans Saints,2,68031.0,Caesars Superdome,73208,0.9292836848431866
2005,New Orleans Saints,3,63952.0,Caesars Superdome,73208,0.8735657305212545
2005,New Orleans Saints,4,58688.0,Caesars Superdome,73208,0.8016610206534805
2005,New Orleans Saints,5,70580.0,Caesars Superdome,73208,0.9641022839033986
2005,New Orleans Saints,6,65562.0,Caesars Superdome,73208,0.8955578625286854
2005,New Orleans Saints,7,64586.0,Caesars Superdome,73208,0.882225986231013
2005,New Orleans Saints,8,61643.0,Caesars Superdome,73208,0.842025461698175
2005,New Orleans Saints,9,32637.0,Caesars Superdome,73208,0.4458119331220632
2005,New Orleans Saints,10,,Caesars Superdome,73208,
2005,New Orleans Saints,11,68756.0,Caesars Superdome,73208,0.9391869741011911
2005,New Orleans Saints,12,77152.0,Caesars Superdome,73208,1.053873893563545
2005,New Orleans Saints,13,34411.0,Caesars Superdome,73208,0.4700442574582013
2005,New Orleans Saints,14,70083.0,Caesars Superdome,73208,0.9573134083706699
2005,New Orleans Saints,15,32551.0,Caesars Superdome,73208,0.444637198120424
2005,New Orleans Saints,16,63747.0,Caesars Superdome,73208,0.8707654901103704
2005,New Orleans Saints,17,65379.0,Caesars Superdome,73208,0.8930581357228718
2005,New York Giants,1,78387.0,MetLife Stadium,82500,0.9501454545454545
2005,New York Giants,2,68031.0,MetLife Stadium,82500,0.8246181818181818
2005,New York Giants,3,65373.0,MetLife Stadium,82500,0.7924
2005,New York Giants,4,78453.0,MetLife Stadium,82500,0.9509454545454545
2005,New York Giants,5,,MetLife Stadium,82500,
2005,New York Giants,6,62278.0,MetLife Stadium,82500,0.7548848484848485
2005,New York Giants,7,78516.0,MetLife Stadium,82500,0.951709090909091
2005,New York Giants,8,78630.0,MetLife Stadium,82500,0.9530909090909091
2005,New York Giants,9,63820.0,MetLife Stadium,82500,0.7735757575757576
2005,New York Giants,10,78637.0,MetLife Stadium,82500,0.9531757575757576
2005,New York Giants,11,78626.0,MetLife Stadium,82500,0.9530424242424242
2005,New York Giants,12,67102.0,MetLife Stadium,82500,0.8133575757575757
2005,New York Giants,13,78645.0,MetLife Stadium,82500,0.9532727272727273
2005,New York Giants,14,67443.0,MetLife Stadium,82500,0.817490909090909
2005,New York Giants,15,78625.0,MetLife Stadium,82500,0.953030303030303
2005,New York Giants,16,90477.0,MetLife Stadium,82500,1.0966909090909092
2005,New York Giants,17,44594.0,MetLife Stadium,82500,0.5405333333333333
2005,New York Jets,1,78014.0,MetLife Stadium,82500,0.9456242424242425
2005,New York Jets,2,77918.0,MetLife Stadium,82500,0.9444606060606061
2005,New York Jets,3,77422.0,MetLife Stadium,82500,0.9384484848484849
2005,New York Jets,4,70479.0,MetLife Stadium,82500,0.8542909090909091
2005,New York Jets,5,77852.0,MetLife Stadium,82500,0.9436606060606061
2005,New York Jets,6,72045.0,MetLife Stadium,82500,0.8732727272727273
2005,New York Jets,7,70995.0,MetLife Stadium,82500,0.8605454545454545
2005,New York Jets,8,,MetLife Stadium,82500,
2005,New York Jets,9,77662.0,MetLife Stadium,82500,0.9413575757575757
2005,New York Jets,10,73529.0,MetLife Stadium,82500,0.8912606060606061
2005,New York Jets,11,76255.0,MetLife Stadium,82500,0.9243030303030303
2005,New York Jets,12,77152.0,MetLife Stadium,82500,0.9351757575757575
2005,New York Jets,13,68756.0,MetLife Stadium,82500,0.8334060606060606
2005,New York Jets,14,77561.0,MetLife Stadium,82500,0.9401333333333334
2005,New York Jets,15,72650.0,MetLife Stadium,82500,0.8806060606060606
2005,New York Jets,16,77569.0,MetLife Stadium,82500,0.9402303030303031
2005,New York Jets,17,76822.0,MetLife Stadium,82500,0.9311757575757575
2005,Oakland Raiders,1,68756.0,Allegiant Stadium,65000,1.0577846153846153
2005,Oakland Raiders,2,62273.0,Allegiant Stadium,65000,0.9580461538461539
2005,Oakland Raiders,3,67735.0,Allegiant Stadium,65000,1.0420769230769231
2005,Oakland Raiders,4,62400.0,Allegiant Stadium,65000,0.96
2005,Oakland Raiders,5,,Allegiant Stadium,65000,
2005,Oakland Raiders,6,52666.0,Allegiant Stadium,65000,0.8102461538461538
2005,Oakland Raiders,7,42779.0,Allegiant Stadium,65000,0.6581384615384616
2005,Oakland Raiders,8,69149.0,Allegiant Stadium,65000,1.0638307692307691
2005,Oakland Raiders,9,79033.0,Allegiant Stadium,65000,1.2158923076923076
2005,Oakland Raiders,10,62779.0,Allegiant Stadium,65000,0.9658307692307693
2005,Oakland Raiders,11,90129.0,Allegiant Stadium,65000,1.3866
2005,Oakland Raiders,12,49097.0,Allegiant Stadium,65000,0.7553384615384615
2005,Oakland Raiders,13,66436.0,Allegiant Stadium,65000,1.0220923076923076
2005,Oakland Raiders,14,77561.0,Allegiant Stadium,65000,1.1932461538461538
2005,Oakland Raiders,15,41862.0,Allegiant Stadium,65000,0.6440307692307692
2005,Oakland Raiders,16,76212.0,Allegiant Stadium,65000,1.1724923076923077
2005,Oakland Raiders,17,44594.0,Allegiant Stadium,65000,0.6860615384615385
2005,Philadelphia Eagles,1,70806.0,Lincoln Financial Field,69596,1.0173860566699235
2005,Philadelphia Eagles,2,67727.0,Lincoln Financial Field,69596,0.9731450083338122
2005,Philadelphia Eagles,3,67735.0,Lincoln Financial Field,69596,0.97325995746882
2005,Philadelphia Eagles,4,78742.0,Lincoln Financial Field,69596,1.1314155985976206
2005,Philadelphia Eagles,5,63199.0,Lincoln Financial Field,69596,0.9080837979194206
2005,Philadelphia Eagles,6,,Lincoln Financial Field,69596,
2005,Philadelphia Eagles,7,67747.0,Lincoln Financial Field,69596,0.9734323811713317
2005,Philadelphia Eagles,8,76530.0,Lincoln Financial Field,69596,1.0996321627679753
2005,Philadelphia Eagles,9,90298.0,Lincoln Financial Field,69596,1.2974596241163285
2005,Philadelphia Eagles,10,67739.0,Lincoln Financial Field,69596,0.9733174320363239
2005,Philadelphia Eagles,11,78626.0,Lincoln Financial Field,69596,1.129748836140008
2005,Philadelphia Eagles,12,67665.0,Lincoln Financial Field,69596,0.9722541525375021
2005,Philadelphia Eagles,13,67637.0,Lincoln Financial Field,69596,0.971851830564975
2005,Philadelphia Eagles,14,67443.0,Lincoln Financial Field,69596,0.9690643140410369
2005,Philadelphia Eagles,15,65382.0,Lincoln Financial Field,69596,0.9394505431346629
2005,Philadelphia Eagles,16,44723.0,Lincoln Financial Field,69596,0.6426087706190011
2005,Philadelphia Eagles,17,67700.0,Lincoln Financial Field,69596,0.9727570550031611
2005,Pittsburgh Steelers,1,62931.0,Acrisure Stadium,68400,0.9200438596491228
2005,Pittsburgh Steelers,2,70742.0,Acrisure Stadium,68400,1.0342397660818714
2005,Pittsburgh Steelers,3,64868.0,Acrisure Stadium,68400,0.9483625730994152
2005,Pittsburgh Steelers,4,,Acrisure Stadium,68400,
2005,Pittsburgh Steelers,5,68537.0,Acrisure Stadium,68400,1.0020029239766082
2005,Pittsburgh Steelers,6,63891.0,Acrisure Stadium,68400,0.934078947368421
2005,Pittsburgh Steelers,7,66104.0,Acrisure Stadium,68400,0.9664327485380116
2005,Pittsburgh Steelers,8,64178.0,Acrisure Stadium,68400,0.9382748538011696
2005,Pittsburgh Steelers,9,70607.0,Acrisure Stadium,68400,1.032266081871345
2005,Pittsburgh Steelers,10,63491.0,Acrisure Stadium,68400,0.9282309941520468
2005,Pittsburgh Steelers,11,70601.0,Acrisure Stadium,68400,1.0321783625730994
2005,Pittsburgh Steelers,12,57442.0,Acrisure Stadium,68400,0.8397953216374269
2005,Pittsburgh Steelers,13,63044.0,Acrisure Stadium,68400,0.9216959064327486
2005,Pittsburgh Steelers,14,61237.0,Acrisure Stadium,68400,0.8952777777777777
2005,Pittsburgh Steelers,15,64136.0,Acrisure Stadium,68400,0.9376608187134503
2005,Pittsburgh Steelers,16,73136.0,Acrisure Stadium,68400,1.0692397660818713
2005,Pittsburgh Steelers,17,63794.0,Acrisure Stadium,68400,0.9326608187134503
2005,San Diego Chargers,1,67679.0,San Diego Stadium,71500,0.9465594405594405
2005,San Diego Chargers,2,75310.0,San Diego Stadium,71500,1.0532867132867132
2005,San Diego Chargers,3,65373.0,San Diego Stadium,71500,0.9143076923076923
2005,San Diego Chargers,4,68756.0,San Diego Stadium,71500,0.9616223776223777
2005,San Diego Chargers,5,68537.0,San Diego Stadium,71500,0.9585594405594405
2005,San Diego Chargers,6,52666.0,San Diego Stadium,71500,0.7365874125874126
2005,San Diego Chargers,7,67747.0,San Diego Stadium,71500,0.9475104895104896
2005,San Diego Chargers,8,65750.0,San Diego Stadium,71500,0.9195804195804196
2005,San Diego Chargers,9,77662.0,San Diego Stadium,71500,1.0861818181818181
2005,San Diego Chargers,10,,San Diego Stadium,71500,
2005,San Diego Chargers,11,65602.0,San Diego Stadium,71500,0.9175104895104895
2005,San Diego Chargers,12,84930.0,San Diego Stadium,71500,1.187832167832168
2005,San Diego Chargers,13,66436.0,San Diego Stadium,71500,0.9291748251748252
2005,San Diego Chargers,14,65026.0,San Diego Stadium,71500,0.9094545454545454
2005,San Diego Chargers,15,57389.0,San Diego Stadium,71500,0.8026433566433566
2005,San Diego Chargers,16,75956.0,San Diego Stadium,71500,1.0623216783216782
2005,San Diego Chargers,17,65513.0,San Diego Stadium,71500,0.9162657342657342
2005,San Francisco 49ers,1,67918.0,Levi's Stadium,68500,0.9915036496350365
2005,San Francisco 49ers,2,67727.0,Levi's Stadium,68500,0.9887153284671533
2005,San Francisco 49ers,3,68247.0,Levi's Stadium,68500,0.9963065693430657
2005,San Francisco 49ers,4,103467.0,Levi's Stadium,68500,1.5104671532846716
2005,San Francisco 49ers,5,68084.0,Levi's Stadium,68500,0.9939270072992701
2005,San Francisco 49ers,6,,Levi's Stadium,68500,
2005,San Francisco 49ers,7,90224.0,Levi's Stadium,68500,1.317138686131387
2005,San Francisco 49ers,8,63358.0,Levi's Stadium,68500,0.9249343065693431
2005,San Francisco 49ers,9,63820.0,Levi's Stadium,68500,0.9316788321167884
2005,San Francisco 49ers,10,62153.0,Levi's Stadium,68500,0.9073430656934307
2005,San Francisco 49ers,11,63590.0,Levi's Stadium,68500,0.9283211678832117
2005,San Francisco 49ers,12,69149.0,Levi's Stadium,68500,1.0094744525547446
2005,San Francisco 49ers,13,60439.0,Levi's Stadium,68500,0.8823211678832117
2005,San Francisco 49ers,14,66690.0,Levi's Stadium,68500,0.9735766423357665
2005,San Francisco 49ers,15,64764.0,Levi's Stadium,68500,0.9454598540145985
2005,San Francisco 49ers,16,65473.0,Levi's Stadium,68500,0.9558102189781021
2005,San Francisco 49ers,17,67970.0,Levi's Stadium,68500,0.9922627737226277
2005,Seattle Seahawks,1,65204.0,Lumen Field,69000,0.9449855072463769
2005,Seattle Seahawks,2,66030.0,Lumen Field,69000,0.9569565217391305
2005,Seattle Seahawks,3,64843.0,Lumen Field,69000,0.9397536231884058
2005,Seattle Seahawks,4,90215.0,Lumen Field,69000,1.307463768115942
2005,Seattle Seahawks,5,65707.0,Lumen Field,69000,0.9522753623188406
2005,Seattle Seahawks,6,66196.0,Lumen Field,69000,0.9593623188405798
2005,Seattle Seahawks,7,67046.0,Lumen Field,69000,0.9716811594202899
2005,Seattle Seahawks,8,,Lumen Field,69000,
2005,Seattle Seahawks,9,43542.0,Lumen Field,69000,0.6310434782608696
2005,Seattle Seahawks,10,67192.0,Lumen Field,69000,0.9737971014492753
2005,Seattle Seahawks,11,63590.0,Lumen Field,69000,0.9215942028985508
2005,Seattle Seahawks,12,67102.0,Lumen Field,69000,0.9724927536231884
2005,Seattle Seahawks,13,67637.0,Lumen Field,69000,0.9802463768115942
2005,Seattle Seahawks,14,66690.0,Lumen Field,69000,0.9665217391304348
2005,Seattle Seahawks,15,69149.0,Lumen Field,69000,1.0021594202898552
2005,Seattle Seahawks,16,67855.0,Lumen Field,69000,0.9834057971014493
2005,Seattle Seahawks,17,69928.0,Lumen Field,69000,1.0134492753623188
2005,St. Louis Rams,1,67918.0,SoFi Stadium,70240,0.9669419134396355
2005,St. Louis Rams,2,45160.0,SoFi Stadium,70240,0.6429384965831435
2005,St. Louis Rams,3,65835.0,SoFi Stadium,70240,0.9372864464692483
2005,St. Louis Rams,4,78453.0,SoFi Stadium,70240,1.1169276765375855
2005,St. Louis Rams,5,65707.0,SoFi Stadium,70240,0.9354641230068337
2005,St. Louis Rams,6,57307.0,SoFi Stadium,70240,0.815874145785877
2005,St. Louis Rams,7,64586.0,SoFi Stadium,70240,0.9195045558086561
2005,St. Louis Rams,8,65251.0,SoFi Stadium,70240,0.9289720956719818
2005,St. Louis Rams,9,,SoFi Stadium,70240,
2005,St. Louis Rams,10,67192.0,SoFi Stadium,70240,0.9566059225512529
2005,St. Louis Rams,11,65750.0,SoFi Stadium,70240,0.9360763097949886
2005,St. Louis Rams,12,70010.0,SoFi Stadium,70240,0.9967255125284739
2005,St. Louis Rams,13,65701.0,SoFi Stadium,70240,0.9353787015945331
2005,St. Louis Rams,14,64005.0,SoFi Stadium,70240,0.9112329157175398
2005,St. Louis Rams,15,65382.0,SoFi Stadium,70240,0.9308371298405467
2005,St. Louis Rams,16,65473.0,SoFi Stadium,70240,0.932132687927107
2005,St. Louis Rams,17,63131.0,SoFi Stadium,70240,0.8987898633257403
2005,Tampa Bay Buccaneers,1,63939.0,Raymond James Stadium,69218,0.923733710884452
2005,Tampa Bay Buccaneers,2,64777.0,Raymond James Stadium,69218,0.9358403883382935
2005,Tampa Bay Buccaneers,3,70518.0,Raymond James Stadium,69218,1.0187812418735012
2005,Tampa Bay Buccaneers,4,64994.0,Raymond James Stadium,69218,0.9389754110202548
2005,Tampa Bay Buccaneers,5,77852.0,Raymond James Stadium,69218,1.1247363402583144
2005,Tampa Bay Buccaneers,6,65168.0,Raymond James Stadium,69218,0.9414892080094773
2005,Tampa Bay Buccaneers,7,,Raymond James Stadium,69218,
2005,Tampa Bay Buccaneers,8,63358.0,Raymond James Stadium,69218,0.9153399404779103
2005,Tampa Bay Buccaneers,9,65014.0,Raymond James Stadium,69218,0.9392643532029241
2005,Tampa Bay Buccaneers,10,65421.0,Raymond James Stadium,69218,0.9451443266202433
2005,Tampa Bay Buccaneers,11,70794.0,Raymond James Stadium,69218,1.0227686439943366
2005,Tampa Bay Buccaneers,12,65506.0,Raymond James Stadium,69218,0.9463723308965876
2005,Tampa Bay Buccaneers,13,34411.0,Raymond James Stadium,69218,0.49713947239157447
2005,Tampa Bay Buccaneers,14,73467.0,Raymond James Stadium,69218,1.0613857667080817
2005,Tampa Bay Buccaneers,15,68756.0,Raymond James Stadium,69218,0.9933254355803404
2005,Tampa Bay Buccaneers,16,65482.0,Raymond James Stadium,69218,0.9460256002773845
2005,Tampa Bay Buccaneers,17,65379.0,Raymond James Stadium,69218,0.9445375480366379
2005,Tennessee Titans,1,62931.0,Nissan Stadium,69143,0.9101572104189868
2005,Tennessee Titans,2,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,3,65835.0,Nissan Stadium,69143,0.9521571236423065
2005,Tennessee Titans,4,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,5,70430.0,Nissan Stadium,69143,1.0186135979057895
2005,Tennessee Titans,6,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,7,39482.0,Nissan Stadium,69143,0.5710194813647079
2005,Tennessee Titans,8,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,9,72594.0,Nissan Stadium,69143,1.0499110539027812
2005,Tennessee Titans,10,,Nissan Stadium,69143,
2005,Tennessee Titans,11,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,12,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,13,57228.0,Nissan Stadium,69143,0.8276759758760829
2005,Tennessee Titans,14,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,15,69149.0,Nissan Stadium,69143,1.0000867766802135
2005,Tennessee Titans,16,72001.0,Nissan Stadium,69143,1.041334625341683
2005,Tennessee Titans,17,65485.0,Nissan Stadium,69143,0.947095150629854
2005,Washington Redskins,1,90138.0,Commanders Field,62000,1.4538387096774195
2005,Washington Redskins,2,65207.0,Commanders Field,62000,1.0517258064516128
2005,Washington Redskins,3,,Commanders Field,62000,
2005,Washington Redskins,4,90215.0,Commanders Field,62000,1.4550806451612903
2005,Washington Redskins,5,75880.0,Commanders Field,62000,1.2238709677419355
2005,Washington Redskins,6,78083.0,Commanders Field,62000,1.2594032258064516
2005,Washington Redskins,7,90224.0,Commanders Field,62000,1.4552258064516128
2005,Washington Redskins,8,78630.0,Commanders Field,62000,1.268225806451613
2005,Washington Redskins,9,90298.0,Commanders Field,62000,1.4564193548387097
2005,Washington Redskins,10,65421.0,Commanders Field,62000,1.0551774193548387
2005,Washington Redskins,11,90129.0,Commanders Field,62000,1.4536935483870967
2005,Washington Redskins,12,84930.0,Commanders Field,62000,1.3698387096774194
2005,Washington Redskins,13,65701.0,Commanders Field,62000,1.0596935483870968
2005,Washington Redskins,14,46654.0,Commanders Field,62000,0.7524838709677419
2005,Washington Redskins,15,90588.0,Commanders Field,62000,1.4610967741935483
2005,Washington Redskins,16,90477.0,Commanders Field,62000,1.4593064516129033
2005,Washington Redskins,17,67700.0,Commanders Field,62000,1.0919354838709678
2006,Arizona Cardinals,1,63407.0,State Farm Stadium,63400,1.0001104100946372
2006,Arizona Cardinals,2,67470.0,State Farm Stadium,63400,1.0641955835962145
2006,Arizona Cardinals,3,63278.0,State Farm Stadium,63400,0.9980757097791798
2006,Arizona Cardinals,4,68981.0,State Farm Stadium,63400,1.0880283911671924
2006,Arizona Cardinals,5,63445.0,State Farm Stadium,63400,1.0007097791798107
2006,Arizona Cardinals,6,63977.0,State Farm Stadium,63400,1.0091009463722398
2006,Arizona Cardinals,7,61595.0,State Farm Stadium,63400,0.9715299684542587
2006,Arizona Cardinals,8,70809.0,State Farm Stadium,63400,1.1168611987381702
2006,Arizona Cardinals,9,,State Farm Stadium,63400,
2006,Arizona Cardinals,10,63926.0,State Farm Stadium,63400,1.0082965299684543
2006,Arizona Cardinals,11,63348.0,State Farm Stadium,63400,0.9991798107255521
2006,Arizona Cardinals,12,63483.0,State Farm Stadium,63400,1.0013091482649843
2006,Arizona Cardinals,13,65612.0,State Farm Stadium,63400,1.0348895899053627
2006,Arizona Cardinals,14,63603.0,State Farm Stadium,63400,1.0032018927444795
2006,Arizona Cardinals,15,63845.0,State Farm Stadium,63400,1.007018927444795
2006,Arizona Cardinals,16,67751.0,State Farm Stadium,63400,1.068627760252366
2006,Arizona Cardinals,17,66492.0,State Farm Stadium,63400,1.048769716088328
2006,Atlanta Falcons,1,73522.0,Mercedes Benz Stadium,71000,1.0355211267605633
2006,Atlanta Falcons,2,70828.0,Mercedes Benz Stadium,71000,0.9975774647887324
2006,Atlanta Falcons,3,70003.0,Mercedes Benz Stadium,71000,0.9859577464788732
2006,Atlanta Falcons,4,68981.0,Mercedes Benz Stadium,71000,0.9715633802816901
2006,Atlanta Falcons,5,,Mercedes Benz Stadium,71000,
2006,Atlanta Falcons,6,70840.0,Mercedes Benz Stadium,71000,0.9977464788732394
2006,Atlanta Falcons,7,71151.0,Mercedes Benz Stadium,71000,1.0021267605633803
2006,Atlanta Falcons,8,65978.0,Mercedes Benz Stadium,71000,0.9292676056338028
2006,Atlanta Falcons,9,60987.0,Mercedes Benz Stadium,71000,0.8589718309859155
2006,Atlanta Falcons,10,70793.0,Mercedes Benz Stadium,71000,0.9970845070422535
2006,Atlanta Falcons,11,70790.0,Mercedes Benz Stadium,71000,0.9970422535211267
2006,Atlanta Falcons,12,70933.0,Mercedes Benz Stadium,71000,0.9990563380281691
2006,Atlanta Falcons,13,86436.0,Mercedes Benz Stadium,71000,1.2174084507042253
2006,Atlanta Falcons,14,65691.0,Mercedes Benz Stadium,71000,0.9252253521126761
2006,Atlanta Falcons,15,71102.0,Mercedes Benz Stadium,71000,1.0014366197183098
2006,Atlanta Falcons,16,68834.0,Mercedes Benz Stadium,71000,0.9694929577464789
2006,Atlanta Falcons,17,69341.0,Mercedes Benz Stadium,71000,0.9766338028169014
2006,Baltimore Ravens,1,65087.0,M&T Bank Stadium,71008,0.9166150292924741
2006,Baltimore Ravens,2,70744.0,M&T Bank Stadium,71008,0.9962821090581343
2006,Baltimore Ravens,3,72474.0,M&T Bank Stadium,71008,1.020645561063542
2006,Baltimore Ravens,4,70743.0,M&T Bank Stadium,71008,0.9962680261379
2006,Baltimore Ravens,5,76355.0,M&T Bank Stadium,71008,1.0753013744930149
2006,Baltimore Ravens,6,70762.0,M&T Bank Stadium,71008,0.9965356016223524
2006,Baltimore Ravens,7,,M&T Bank Stadium,71008,
2006,Baltimore Ravens,8,69152.0,M&T Bank Stadium,71008,0.9738621000450653
2006,Baltimore Ravens,9,70792.0,M&T Bank Stadium,71008,0.9969580892293826
2006,Baltimore Ravens,10,69143.0,M&T Bank Stadium,71008,0.9737353537629563
2006,Baltimore Ravens,11,70790.0,M&T Bank Stadium,71008,0.996929923388914
2006,Baltimore Ravens,12,70946.0,M&T Bank Stadium,71008,0.9991268589454709
2006,Baltimore Ravens,13,65973.0,M&T Bank Stadium,71008,0.9290924966200992
2006,Baltimore Ravens,14,77232.0,M&T Bank Stadium,71008,1.087652095538531
2006,Baltimore Ravens,15,70857.0,M&T Bank Stadium,71008,0.9978734790446147
2006,Baltimore Ravens,16,63224.0,M&T Bank Stadium,71008,0.8903785488958991
2006,Baltimore Ravens,17,70913.0,M&T Bank Stadium,71008,0.9986621225777377
2006,Buffalo Bills,1,68756.0,Highmark Stadium,71608,0.9601720478158865
2006,Buffalo Bills,2,72797.0,Highmark Stadium,71608,1.016604290023461
2006,Buffalo Bills,3,72067.0,Highmark Stadium,71608,1.0064098983353815
2006,Buffalo Bills,4,71972.0,Highmark Stadium,71608,1.005083230923919
2006,Buffalo Bills,5,62206.0,Highmark Stadium,71608,0.8687018210255837
2006,Buffalo Bills,6,60704.0,Highmark Stadium,71608,0.847726511004357
2006,Buffalo Bills,7,72180.0,Highmark Stadium,71608,1.0079879343090157
2006,Buffalo Bills,8,,Highmark Stadium,71608,
2006,Buffalo Bills,9,72205.0,Highmark Stadium,71608,1.0083370573120323
2006,Buffalo Bills,10,57306.0,Highmark Stadium,71608,0.8002737124343648
2006,Buffalo Bills,11,70125.0,Highmark Stadium,71608,0.9792900234610658
2006,Buffalo Bills,12,63608.0,Highmark Stadium,71608,0.8882806390347447
2006,Buffalo Bills,13,63361.0,Highmark Stadium,71608,0.8848313037649425
2006,Buffalo Bills,14,77131.0,Highmark Stadium,71608,1.0771282538263882
2006,Buffalo Bills,15,71011.0,Highmark Stadium,71608,0.9916629426879678
2006,Buffalo Bills,16,54765.0,Highmark Stadium,71608,0.7647888504077757
2006,Buffalo Bills,17,70913.0,Highmark Stadium,71608,0.9902943805161435
2006,Carolina Panthers,1,73522.0,Bank of America Stadium,74867,0.9820348083935513
2006,Carolina Panthers,2,63623.0,Bank of America Stadium,74867,0.8498136695740447
2006,Carolina Panthers,3,65423.0,Bank of America Stadium,74867,0.873856305181188
2006,Carolina Panthers,4,73392.0,Bank of America Stadium,74867,0.9802983958219242
2006,Carolina Panthers,5,73520.0,Bank of America Stadium,74867,0.9820080943539877
2006,Carolina Panthers,6,70762.0,Bank of America Stadium,74867,0.9451694337959314
2006,Carolina Panthers,7,65964.0,Bank of America Stadium,74867,0.8810824528831127
2006,Carolina Panthers,8,73682.0,Bank of America Stadium,74867,0.9841719315586306
2006,Carolina Panthers,9,,Bank of America Stadium,74867,
2006,Carolina Panthers,10,73573.0,Bank of America Stadium,74867,0.9827160164024203
2006,Carolina Panthers,11,73348.0,Bank of America Stadium,74867,0.9797106869515274
2006,Carolina Panthers,12,85450.0,Bank of America Stadium,74867,1.141357340350221
2006,Carolina Panthers,13,69098.0,Bank of America Stadium,74867,0.9229433528791056
2006,Carolina Panthers,14,73702.0,Bank of America Stadium,74867,0.9844390719542656
2006,Carolina Panthers,15,73798.0,Bank of America Stadium,74867,0.9857213458533132
2006,Carolina Panthers,16,68834.0,Bank of America Stadium,74867,0.9194170996567246
2006,Carolina Panthers,17,69569.0,Bank of America Stadium,74867,0.9292345091963081
2006,Chicago Bears,1,70918.0,Soldier Field,61500,1.1531382113821138
2006,Chicago Bears,2,62181.0,Soldier Field,61500,1.0110731707317073
2006,Chicago Bears,3,63754.0,Soldier Field,61500,1.0366504065040651
2006,Chicago Bears,4,62225.0,Soldier Field,61500,1.0117886178861788
2006,Chicago Bears,5,62206.0,Soldier Field,61500,1.011479674796748
2006,Chicago Bears,6,63977.0,Soldier Field,61500,1.0402764227642276
2006,Chicago Bears,7,,Soldier Field,61500,
2006,Chicago Bears,8,62200.0,Soldier Field,61500,1.0113821138211383
2006,Chicago Bears,9,62206.0,Soldier Field,61500,1.011479674796748
2006,Chicago Bears,10,78641.0,Soldier Field,61500,1.2787154471544715
2006,Chicago Bears,11,77632.0,Soldier Field,61500,1.262308943089431
2006,Chicago Bears,12,68756.0,Soldier Field,61500,1.1179837398373984
2006,Chicago Bears,13,62221.0,Soldier Field,61500,1.0117235772357724
