year,team_full_name,week,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2007,San Francisco 49ers,13,73191.0,Levi's Stadium,68500,1.0684817518248175
2007,San Francisco 49ers,14,68050.0,Levi's Stadium,68500,0.9934306569343065
2007,San Francisco 49ers,15,68053.0,Levi's Stadium,68500,0.9934744525547445
2007,San Francisco 49ers,16,68193.0,Levi's Stadium,68500,0.9955182481751825
2007,San Francisco 49ers,17,73041.0,Levi's Stadium,68500,1.0662919708029197
2007,Seattle Seahawks,1,68044.0,Lumen Field,69000,0.9861449275362318
2007,Seattle Seahawks,2,64542.0,Lumen Field,69000,0.9353913043478261
2007,Seattle Seahawks,3,68110.0,Lumen Field,69000,0.9871014492753624
2007,Seattle Seahawks,4,67651.0,Lumen Field,69000,0.9804492753623189
2007,Seattle Seahawks,5,64478.0,Lumen Field,69000,0.934463768115942
2007,Seattle Seahawks,6,68296.0,Lumen Field,69000,0.9897971014492754
2007,Seattle Seahawks,7,68164.0,Lumen Field,69000,0.9878840579710145
2007,Seattle Seahawks,8,,Lumen Field,69000,
2007,Seattle Seahawks,9,72927.0,Lumen Field,69000,1.0569130434782608
2007,Seattle Seahawks,10,68331.0,Lumen Field,69000,0.990304347826087
2007,Seattle Seahawks,11,68249.0,Lumen Field,69000,0.9891159420289856
2007,Seattle Seahawks,12,65423.0,Lumen Field,69000,0.9481594202898551
2007,Seattle Seahawks,13,68445.0,Lumen Field,69000,0.9919565217391304
2007,Seattle Seahawks,14,68193.0,Lumen Field,69000,0.988304347826087
2007,Seattle Seahawks,15,73421.0,Lumen Field,69000,1.064072463768116
2007,Seattle Seahawks,16,68164.0,Lumen Field,69000,0.9878840579710145
2007,Seattle Seahawks,17,64925.0,Lumen Field,69000,0.9409420289855073
2007,St. Louis Rams,1,65307.0,SoFi Stadium,70240,0.9297693621867882
2007,St. Louis Rams,2,65295.0,SoFi Stadium,70240,0.9295985193621867
2007,St. Louis Rams,3,65267.0,SoFi Stadium,70240,0.9291998861047835
2007,St. Louis Rams,4,62866.0,SoFi Stadium,70240,0.8950170842824602
2007,St. Louis Rams,5,61788.0,SoFi Stadium,70240,0.8796697038724374
2007,St. Louis Rams,6,71175.0,SoFi Stadium,70240,1.0133115034168565
2007,St. Louis Rams,7,68164.0,SoFi Stadium,70240,0.9704441913439635
2007,St. Louis Rams,8,62777.0,SoFi Stadium,70240,0.89375
2007,St. Louis Rams,9,,SoFi Stadium,70240,
2007,St. Louis Rams,10,70003.0,SoFi Stadium,70240,0.996625854214123
2007,St. Louis Rams,11,68039.0,SoFi Stadium,70240,0.9686645785876993
2007,St. Louis Rams,12,65423.0,SoFi Stadium,70240,0.9314208428246014
2007,St. Louis Rams,13,62051.0,SoFi Stadium,70240,0.8834140091116173
2007,St. Louis Rams,14,65143.0,SoFi Stadium,70240,0.9274345102505694
2007,St. Louis Rams,15,66008.0,SoFi Stadium,70240,0.939749430523918
2007,St. Louis Rams,16,65705.0,SoFi Stadium,70240,0.9354356492027335
2007,St. Louis Rams,17,64671.0,SoFi Stadium,70240,0.9207146924829157
2007,Tampa Bay Buccaneers,1,68044.0,Raymond James Stadium,69218,0.9830390938773151
2007,Tampa Bay Buccaneers,2,65178.0,Raymond James Stadium,69218,0.941633679100812
2007,Tampa Bay Buccaneers,3,65267.0,Raymond James Stadium,69218,0.9429194718136901
2007,Tampa Bay Buccaneers,4,73707.0,Raymond James Stadium,69218,1.0648530729001127
2007,Tampa Bay Buccaneers,5,57202.0,Raymond James Stadium,69218,0.8264035366523159
2007,Tampa Bay Buccaneers,6,65347.0,Raymond James Stadium,69218,0.9440752405443671
2007,Tampa Bay Buccaneers,7,60442.0,Raymond James Stadium,69218,0.8732121702447341
2007,Tampa Bay Buccaneers,8,65133.0,Raymond James Stadium,69218,0.9409835591898061
2007,Tampa Bay Buccaneers,9,65267.0,Raymond James Stadium,69218,0.9429194718136901
2007,Tampa Bay Buccaneers,10,,Raymond James Stadium,69218,
2007,Tampa Bay Buccaneers,11,69480.0,Raymond James Stadium,69218,1.0037851425929671
2007,Tampa Bay Buccaneers,12,65596.0,Raymond James Stadium,69218,0.9476725707185992
2007,Tampa Bay Buccaneers,13,70009.0,Raymond James Stadium,69218,1.0114276633245687
2007,Tampa Bay Buccaneers,14,70237.0,Raymond James Stadium,69218,1.0147216042069982
2007,Tampa Bay Buccaneers,15,65133.0,Raymond James Stadium,69218,0.9409835591898061
2007,Tampa Bay Buccaneers,16,68193.0,Raymond James Stadium,69218,0.9851917131382011
2007,Tampa Bay Buccaneers,17,65609.0,Raymond James Stadium,69218,0.9478603831373342
2007,Tennessee Titans,1,65437.0,Nissan Stadium,69143,0.9464009371881463
2007,Tennessee Titans,2,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,3,70002.0,Nissan Stadium,69143,1.0124235280505618
2007,Tennessee Titans,4,,Nissan Stadium,69143,
2007,Tennessee Titans,5,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,6,65347.0,Nissan Stadium,69143,0.9450992869849443
2007,Tennessee Titans,7,70734.0,Nissan Stadium,69143,1.0230102830366052
2007,Tennessee Titans,8,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,9,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,10,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,11,76590.0,Nissan Stadium,69143,1.1077043229249526
2007,Tennessee Titans,12,65489.0,Nissan Stadium,69143,0.9471530017499964
2007,Tennessee Titans,13,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,14,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,15,74976.0,Nissan Stadium,69143,1.0843613959475291
2007,Tennessee Titans,16,69143.0,Nissan Stadium,69143,1.0
2007,Tennessee Titans,17,57202.0,Nissan Stadium,69143,0.8272999435951579
2007,Washington Redskins,1,90163.0,Commanders Field,62000,1.454241935483871
2007,Washington Redskins,2,67726.0,Commanders Field,62000,1.0923548387096773
2007,Washington Redskins,3,90803.0,Commanders Field,62000,1.4645645161290322
2007,Washington Redskins,4,,Commanders Field,62000,
2007,Washington Redskins,5,88944.0,Commanders Field,62000,1.4345806451612904
2007,Washington Redskins,6,70761.0,Commanders Field,62000,1.1413064516129032
2007,Washington Redskins,7,85640.0,Commanders Field,62000,1.3812903225806452
2007,Washington Redskins,8,68756.0,Commanders Field,62000,1.108967741935484
2007,Washington Redskins,9,76663.0,Commanders Field,62000,1.2365
2007,Washington Redskins,10,90218.0,Commanders Field,62000,1.4551290322580646
2007,Washington Redskins,11,63706.0,Commanders Field,62000,1.027516129032258
2007,Washington Redskins,12,65596.0,Commanders Field,62000,1.058
2007,Washington Redskins,13,85831.0,Commanders Field,62000,1.3843709677419356
2007,Washington Redskins,14,82213.0,Commanders Field,62000,1.326016129032258
2007,Washington Redskins,15,77899.0,Commanders Field,62000,1.2564354838709677
2007,Washington Redskins,16,63634.0,Commanders Field,62000,1.0263548387096775
2007,Washington Redskins,17,90910.0,Commanders Field,62000,1.4662903225806452
2008,Arizona Cardinals,1,67186.0,State Farm Stadium,63400,1.0597160883280756
2008,Arizona Cardinals,2,63445.0,State Farm Stadium,63400,1.0007097791798107
2008,Arizona Cardinals,3,90060.0,State Farm Stadium,63400,1.4205047318611987
2008,Arizona Cardinals,4,78222.0,State Farm Stadium,63400,1.2337854889589905
2008,Arizona Cardinals,5,63830.0,State Farm Stadium,63400,1.006782334384858
2008,Arizona Cardinals,6,64389.0,State Farm Stadium,63400,1.0155993690851735
2008,Arizona Cardinals,7,,State Farm Stadium,63400,
2008,Arizona Cardinals,8,72010.0,State Farm Stadium,63400,1.1358044164037855
2008,Arizona Cardinals,9,61303.0,State Farm Stadium,63400,0.9669242902208202
2008,Arizona Cardinals,10,64519.0,State Farm Stadium,63400,1.0176498422712934
2008,Arizona Cardinals,11,67616.0,State Farm Stadium,63400,1.0664984227129337
2008,Arizona Cardinals,12,64541.0,State Farm Stadium,63400,1.0179968454258674
2008,Arizona Cardinals,13,69144.0,State Farm Stadium,63400,1.0905993690851734
2008,Arizona Cardinals,14,63720.0,State Farm Stadium,63400,1.0050473186119875
2008,Arizona Cardinals,15,64457.0,State Farm Stadium,63400,1.016671924290221
2008,Arizona Cardinals,16,68756.0,State Farm Stadium,63400,1.0844794952681387
2008,Arizona Cardinals,17,63874.0,State Farm Stadium,63400,1.0074763406940064
2008,Atlanta Falcons,1,62310.0,Mercedes Benz Stadium,71000,0.8776056338028169
2008,Atlanta Falcons,2,63611.0,Mercedes Benz Stadium,71000,0.8959295774647887
2008,Atlanta Falcons,3,62434.0,Mercedes Benz Stadium,71000,0.8793521126760563
2008,Atlanta Falcons,4,72688.0,Mercedes Benz Stadium,71000,1.023774647887324
2008,Atlanta Falcons,5,70610.0,Mercedes Benz Stadium,71000,0.9945070422535212
2008,Atlanta Falcons,6,64096.0,Mercedes Benz Stadium,71000,0.9027605633802817
2008,Atlanta Falcons,7,,Mercedes Benz Stadium,71000,
2008,Atlanta Falcons,8,69144.0,Mercedes Benz Stadium,71000,0.9738591549295774
2008,Atlanta Falcons,9,61196.0,Mercedes Benz Stadium,71000,0.8619154929577465
2008,Atlanta Falcons,10,64826.0,Mercedes Benz Stadium,71000,0.9130422535211268
2008,Atlanta Falcons,11,54644.0,Mercedes Benz Stadium,71000,0.7696338028169014
2008,Atlanta Falcons,12,64841.0,Mercedes Benz Stadium,71000,0.9132535211267606
2008,Atlanta Falcons,13,67200.0,Mercedes Benz Stadium,71000,0.9464788732394366
2008,Atlanta Falcons,14,70011.0,Mercedes Benz Stadium,71000,0.9860704225352113
2008,Atlanta Falcons,15,65045.0,Mercedes Benz Stadium,71000,0.9161267605633803
2008,Atlanta Falcons,16,62889.0,Mercedes Benz Stadium,71000,0.8857605633802816
2008,Atlanta Falcons,17,64617.0,Mercedes Benz Stadium,71000,0.9100985915492957
2008,Baltimore Ravens,1,70978.0,M&T Bank Stadium,71008,0.9995775123929698
2008,Baltimore Ravens,2,,M&T Bank Stadium,71008,
2008,Baltimore Ravens,3,71104.0,M&T Bank Stadium,71008,1.0013519603424965
2008,Baltimore Ravens,4,64038.0,M&T Bank Stadium,71008,0.9018420459666516
2008,Baltimore Ravens,5,71131.0,M&T Bank Stadium,71008,1.0017321991888237
2008,Baltimore Ravens,6,66153.0,M&T Bank Stadium,71008,0.9316274222622803
2008,Baltimore Ravens,7,64972.0,M&T Bank Stadium,71008,0.914995493465525
2008,Baltimore Ravens,8,71254.0,M&T Bank Stadium,71008,1.0034643983776477
2008,Baltimore Ravens,9,73078.0,M&T Bank Stadium,71008,1.0291516448850833
2008,Baltimore Ravens,10,70552.0,M&T Bank Stadium,71008,0.993578188373141
2008,Baltimore Ravens,11,78849.0,M&T Bank Stadium,71008,1.1104241775574584
2008,Baltimore Ravens,12,71379.0,M&T Bank Stadium,71008,1.00522476340694
2008,Baltimore Ravens,13,63871.0,M&T Bank Stadium,71008,0.8994901982875169
2008,Baltimore Ravens,14,71438.0,M&T Bank Stadium,71008,1.006055655700766
2008,Baltimore Ravens,15,71502.0,M&T Bank Stadium,71008,1.006956962595764
2008,Baltimore Ravens,16,63800.0,M&T Bank Stadium,71008,0.8984903109508787
2008,Baltimore Ravens,17,71366.0,M&T Bank Stadium,71008,1.0050416854438937
2008,Buffalo Bills,1,71194.0,Highmark Stadium,71608,0.994218523070048
2008,Buffalo Bills,2,65167.0,Highmark Stadium,71608,0.9100519495028488
2008,Buffalo Bills,3,71297.0,Highmark Stadium,71608,0.9956569098424757
2008,Buffalo Bills,4,61017.0,Highmark Stadium,71608,0.8520975310021227
2008,Buffalo Bills,5,63830.0,Highmark Stadium,71608,0.8913808513015306
2008,Buffalo Bills,6,,Highmark Stadium,71608,
2008,Buffalo Bills,7,71602.0,Highmark Stadium,71608,0.999916210479276
2008,Buffalo Bills,8,65011.0,Highmark Stadium,71608,0.9078734219640263
2008,Buffalo Bills,9,71827.0,Highmark Stadium,71608,1.0030583175064238
2008,Buffalo Bills,10,68756.0,Highmark Stadium,71608,0.9601720478158865
2008,Buffalo Bills,11,71645.0,Highmark Stadium,71608,1.0005167020444643
2008,Buffalo Bills,12,73584.0,Highmark Stadium,71608,1.027594682158418
2008,Buffalo Bills,13,70988.0,Highmark Stadium,71608,0.9913417495251927
2008,Buffalo Bills,14,52134.0,Highmark Stadium,71608,0.7280471455703273
2008,Buffalo Bills,15,78548.0,Highmark Stadium,71608,1.0969165456373589
2008,Buffalo Bills,16,74539.0,Highmark Stadium,71608,1.0409311808736454
2008,Buffalo Bills,17,71282.0,Highmark Stadium,71608,0.9954474360406659
2008,Carolina Panthers,1,67115.0,Bank of America Stadium,74867,0.8964563826519028
2008,Carolina Panthers,2,73828.0,Bank of America Stadium,74867,0.9861220564467656
2008,Carolina Panthers,3,62628.0,Bank of America Stadium,74867,0.8365234348912071
2008,Carolina Panthers,4,72688.0,Bank of America Stadium,74867,0.9708950538955748
2008,Carolina Panthers,5,72319.0,Bank of America Stadium,74867,0.9659663135961104
2008,Carolina Panthers,6,64211.0,Bank of America Stadium,74867,0.8576675972057115
2008,Carolina Panthers,7,73687.0,Bank of America Stadium,74867,0.9842387166575394
2008,Carolina Panthers,8,72010.0,Bank of America Stadium,74867,0.9618389944835508
2008,Carolina Panthers,9,,Bank of America Stadium,74867,
2008,Carolina Panthers,10,47888.0,Bank of America Stadium,74867,0.6396409633082667
2008,Carolina Panthers,11,73349.0,Bank of America Stadium,74867,0.9797240439713091
2008,Carolina Panthers,12,64841.0,Bank of America Stadium,74867,0.8660825196682116
2008,Carolina Panthers,13,70297.0,Bank of America Stadium,74867,0.9389584195974194
2008,Carolina Panthers,14,74113.0,Bank of America Stadium,74867,0.9899288070845633
2008,Carolina Panthers,15,73690.0,Bank of America Stadium,74867,0.9842787877168846
2008,Carolina Panthers,16,78653.0,Bank of America Stadium,74867,1.0505696768936914
2008,Carolina Panthers,17,69999.0,Bank of America Stadium,74867,0.9349780277024591
2008,Chicago Bears,1,66822.0,Soldier Field,61500,1.0865365853658537
2008,Chicago Bears,2,73828.0,Soldier Field,61500,1.2004552845528456
2008,Chicago Bears,3,62051.0,Soldier Field,61500,1.0089593495934959
2008,Chicago Bears,4,62099.0,Soldier Field,61500,1.009739837398374
2008,Chicago Bears,5,59790.0,Soldier Field,61500,0.9721951219512195
2008,Chicago Bears,6,64096.0,Soldier Field,61500,1.042211382113821
2008,Chicago Bears,7,62235.0,Soldier Field,61500,1.0119512195121951
2008,Chicago Bears,8,,Soldier Field,61500,
2008,Chicago Bears,9,62188.0,Soldier Field,61500,1.0111869918699188
2008,Chicago Bears,10,62124.0,Soldier Field,61500,1.0101463414634146
2008,Chicago Bears,11,71040.0,Soldier Field,61500,1.155121951219512
2008,Chicago Bears,12,61994.0,Soldier Field,61500,1.0080325203252032
2008,Chicago Bears,13,63722.0,Soldier Field,61500,1.036130081300813
2008,Chicago Bears,14,61736.0,Soldier Field,61500,1.0038373983739837
2008,Chicago Bears,15,61692.0,Soldier Field,61500,1.0031219512195122
2008,Chicago Bears,16,62151.0,Soldier Field,61500,1.0105853658536585
2008,Chicago Bears,17,70838.0,Soldier Field,61500,1.1518373983739838
2008,Cincinnati Bengals,1,70978.0,Paycor Stadium,65515,1.0833854842402504
2008,Cincinnati Bengals,2,64540.0,Paycor Stadium,65515,0.985117911928566
2008,Cincinnati Bengals,3,79276.0,Paycor Stadium,65515,1.2100435014882087
2008,Cincinnati Bengals,4,65541.0,Paycor Stadium,65515,1.000396855681905
2008,Cincinnati Bengals,5,62655.0,Paycor Stadium,65515,0.9563458749904602
2008,Cincinnati Bengals,6,78161.0,Paycor Stadium,65515,1.1930244982065177
2008,Cincinnati Bengals,7,65860.0,Paycor Stadium,65515,1.0052659696252766
2008,Cincinnati Bengals,8,70112.0,Paycor Stadium,65515,1.0701671372968022
2008,Cincinnati Bengals,9,64238.0,Paycor Stadium,65515,0.9805082805464398
2008,Cincinnati Bengals,10,,Paycor Stadium,65515,
2008,Cincinnati Bengals,11,64633.0,Paycor Stadium,65515,0.9865374341753796
2008,Cincinnati Bengals,12,59854.0,Paycor Stadium,65515,0.9135923071052431
2008,Cincinnati Bengals,13,63871.0,Paycor Stadium,65515,0.9749065099595512
2008,Cincinnati Bengals,14,66402.0,Paycor Stadium,65515,1.0135388842249866
2008,Cincinnati Bengals,15,63996.0,Paycor Stadium,65515,0.9768144699687095
2008,Cincinnati Bengals,16,72361.0,Paycor Stadium,65515,1.1044951537815768
2008,Cincinnati Bengals,17,63984.0,Paycor Stadium,65515,0.9766313058078303
2008,Cleveland Browns,1,73012.0,Huntington Bank Field,67895,1.075366374548936
2008,Cleveland Browns,2,73048.0,Huntington Bank Field,67895,1.0758966050519183
2008,Cleveland Browns,3,71104.0,Huntington Bank Field,67895,1.0472641578908608
2008,Cleveland Browns,4,65541.0,Huntington Bank Field,67895,0.9653288165549746
2008,Cleveland Browns,5,,Huntington Bank Field,67895,
2008,Cleveland Browns,6,73102.0,Huntington Bank Field,67895,1.0766919508063921
2008,Cleveland Browns,7,90487.0,Huntington Bank Field,67895,1.3327490978717136
2008,Cleveland Browns,8,64775.0,Huntington Bank Field,67895,0.9540466897415126
2008,Cleveland Browns,9,73078.0,Huntington Bank Field,67895,1.0763384638044038
2008,Cleveland Browns,10,73141.0,Huntington Bank Field,67895,1.0772663671846232
2008,Cleveland Browns,11,71645.0,Huntington Bank Field,67895,1.055232344060682
2008,Cleveland Browns,12,72077.0,Huntington Bank Field,67895,1.0615951100964724
2008,Cleveland Browns,13,72411.0,Huntington Bank Field,67895,1.0665144708741439
2008,Cleveland Browns,14,69143.0,Huntington Bank Field,67895,1.018381324103395
2008,Cleveland Browns,15,69144.0,Huntington Bank Field,67895,1.0183960527284779
2008,Cleveland Browns,16,72361.0,Huntington Bank Field,67895,1.0657780396200014
2008,Cleveland Browns,17,63553.0,Huntington Bank Field,67895,0.9360483098902718
2008,Dallas Cowboys,1,73012.0,AT&T Stadium,80000,0.91265
2008,Dallas Cowboys,2,63472.0,AT&T Stadium,80000,0.7934
2008,Dallas Cowboys,3,71113.0,AT&T Stadium,80000,0.8889125
2008,Dallas Cowboys,4,63462.0,AT&T Stadium,80000,0.793275
2008,Dallas Cowboys,5,62655.0,AT&T Stadium,80000,0.7831875
2008,Dallas Cowboys,6,64389.0,AT&T Stadium,80000,0.8048625
2008,Dallas Cowboys,7,62035.0,AT&T Stadium,80000,0.7754375
2008,Dallas Cowboys,8,63254.0,AT&T Stadium,80000,0.790675
2008,Dallas Cowboys,9,78826.0,AT&T Stadium,80000,0.985325
2008,Dallas Cowboys,10,,AT&T Stadium,80000,
2008,Dallas Cowboys,11,90830.0,AT&T Stadium,80000,1.135375
2008,Dallas Cowboys,12,63272.0,AT&T Stadium,80000,0.7909
2008,Dallas Cowboys,13,63253.0,AT&T Stadium,80000,0.7906625
2008,Dallas Cowboys,14,60594.0,AT&T Stadium,80000,0.757425
2008,Dallas Cowboys,15,63776.0,AT&T Stadium,80000,0.7972
2008,Dallas Cowboys,16,63800.0,AT&T Stadium,80000,0.7975
2008,Dallas Cowboys,17,69144.0,AT&T Stadium,80000,0.8643
2008,Denver Broncos,1,62762.0,Empower Field at Mile High,76125,0.8244597701149425
2008,Denver Broncos,2,75915.0,Empower Field at Mile High,76125,0.9972413793103448
2008,Denver Broncos,3,75713.0,Empower Field at Mile High,76125,0.9945878489326765
2008,Denver Broncos,4,74623.0,Empower Field at Mile High,76125,0.9802692939244664
2008,Denver Broncos,5,75480.0,Empower Field at Mile High,76125,0.9915270935960591
2008,Denver Broncos,6,75674.0,Empower Field at Mile High,76125,0.9940755336617405
2008,Denver Broncos,7,68756.0,Empower Field at Mile High,76125,0.9031986863711001
2008,Denver Broncos,8,,Empower Field at Mile High,76125,
2008,Denver Broncos,9,75499.0,Empower Field at Mile High,76125,0.9917766830870279
2008,Denver Broncos,10,73141.0,Empower Field at Mile High,76125,0.9608013136288999
2008,Denver Broncos,11,54644.0,Empower Field at Mile High,76125,0.7178193760262725
2008,Denver Broncos,12,76067.0,Empower Field at Mile High,76125,0.9992380952380953
2008,Denver Broncos,13,78809.0,Empower Field at Mile High,76125,1.0352577996715928
2008,Denver Broncos,14,75187.0,Empower Field at Mile High,76125,0.9876781609195402
2008,Denver Broncos,15,73690.0,Empower Field at Mile High,76125,0.9680131362889983
2008,Denver Broncos,16,74539.0,Empower Field at Mile High,76125,0.9791658456486043
2008,Denver Broncos,17,69131.0,Empower Field at Mile High,76125,0.9081247947454844
2008,Detroit Lions,1,62310.0,Ford Field,65000,0.9586153846153846
2008,Detroit Lions,2,60285.0,Ford Field,65000,0.9274615384615384
2008,Detroit Lions,3,67249.0,Ford Field,65000,1.0346
2008,Detroit Lions,4,,Ford Field,65000,
2008,Detroit Lions,5,59790.0,Ford Field,65000,0.9198461538461539
2008,Detroit Lions,6,62867.0,Ford Field,65000,0.9671846153846154
2008,Detroit Lions,7,70081.0,Ford Field,65000,1.0781692307692308
2008,Detroit Lions,8,54312.0,Ford Field,65000,0.8355692307692307
2008,Detroit Lions,9,62188.0,Ford Field,65000,0.9567384615384615
2008,Detroit Lions,10,52631.0,Ford Field,65000,0.8097076923076924
2008,Detroit Lions,11,73349.0,Ford Field,65000,1.1284461538461539
2008,Detroit Lions,12,49096.0,Ford Field,65000,0.7553230769230769
2008,Detroit Lions,13,60112.0,Ford Field,65000,0.9248
2008,Detroit Lions,14,50444.0,Ford Field,65000,0.7760615384615385
2008,Detroit Lions,15,66281.0,Ford Field,65000,1.0197076923076922
2008,Detroit Lions,16,49309.0,Ford Field,65000,0.7586
2008,Detroit Lions,17,70141.0,Ford Field,65000,1.0790923076923078
2008,Green Bay Packers,1,71004.0,Lambeau Field,81441,0.8718458761557446
2008,Green Bay Packers,2,60285.0,Lambeau Field,81441,0.7402291229233433
2008,Green Bay Packers,3,71113.0,Lambeau Field,81441,0.8731842683660564
2008,Green Bay Packers,4,64122.0,Lambeau Field,81441,0.7873429844918407
2008,Green Bay Packers,5,70610.0,Lambeau Field,81441,0.8670080180744343
2008,Green Bay Packers,6,68302.0,Lambeau Field,81441,0.8386684839331541
2008,Green Bay Packers,7,71010.0,Lambeau Field,81441,0.8719195491214499
2008,Green Bay Packers,8,,Lambeau Field,81441,
2008,Green Bay Packers,9,69143.0,Lambeau Field,81441,0.8489949779595044
2008,Green Bay Packers,10,63845.0,Lambeau Field,81441,0.7839417492417824
2008,Green Bay Packers,11,71040.0,Lambeau Field,81441,0.8722879139499761
2008,Green Bay Packers,12,70668.0,Lambeau Field,81441,0.8677201900762516
2008,Green Bay Packers,13,70297.0,Lambeau Field,81441,0.8631647450301445
2008,Green Bay Packers,14,70245.0,Lambeau Field,81441,0.8625262459940325
2008,Green Bay Packers,15,65457.0,Lambeau Field,81441,0.8037352193612554
2008,Green Bay Packers,16,62151.0,Lambeau Field,81441,0.7631414152576712
2008,Green Bay Packers,17,70141.0,Lambeau Field,81441,0.8612492479218085
2008,Houston Texans,1,64001.0,NRG Stadium,72220,0.8861949598449183
2008,Houston Texans,2,,NRG Stadium,72220,
2008,Houston Texans,3,69143.0,NRG Stadium,72220,0.957394073663805
2008,Houston Texans,4,64061.0,NRG Stadium,72220,0.8870257546386042
2008,Houston Texans,5,70118.0,NRG Stadium,72220,0.9708944890612019
2008,Houston Texans,6,70023.0,NRG Stadium,72220,0.9695790639711991
2008,Houston Texans,7,70081.0,NRG Stadium,72220,0.9703821656050955
2008,Houston Texans,8,70112.0,NRG Stadium,72220,0.9708114095818333
2008,Houston Texans,9,62839.0,NRG Stadium,72220,0.8701052340072002
2008,Houston Texans,10,70552.0,NRG Stadium,72220,0.9769039047355303
2008,Houston Texans,11,66201.0,NRG Stadium,72220,0.9166574356134035
2008,Houston Texans,12,72077.0,NRG Stadium,72220,0.9980199390750485
2008,Houston Texans,13,70809.0,NRG Stadium,72220,0.9804624757684852
2008,Houston Texans,14,70245.0,NRG Stadium,72220,0.9726530047078371
2008,Houston Texans,15,70831.0,NRG Stadium,72220,0.98076710052617
2008,Houston Texans,16,43687.0,NRG Stadium,72220,0.6049155358626419
2008,Houston Texans,17,70838.0,NRG Stadium,72220,0.9808640265854334
2008,Indianapolis Colts,1,66822.0,Lucas Oil Stadium,67000,0.9973432835820896
2008,Indianapolis Colts,2,63585.0,Lucas Oil Stadium,67000,0.9490298507462687
2008,Indianapolis Colts,3,65938.0,Lucas Oil Stadium,67000,0.9841492537313433
2008,Indianapolis Colts,4,,Lucas Oil Stadium,67000,
2008,Indianapolis Colts,5,70118.0,Lucas Oil Stadium,67000,1.0465373134328357
2008,Indianapolis Colts,6,66153.0,Lucas Oil Stadium,67000,0.9873582089552239
2008,Indianapolis Colts,7,71010.0,Lucas Oil Stadium,67000,1.0598507462686566
2008,Indianapolis Colts,8,69143.0,Lucas Oil Stadium,67000,1.0319850746268657
2008,Indianapolis Colts,9,66508.0,Lucas Oil Stadium,67000,0.9926567164179104
2008,Indianapolis Colts,10,64043.0,Lucas Oil Stadium,67000,0.955865671641791
2008,Indianapolis Colts,11,66201.0,Lucas Oil Stadium,67000,0.9880746268656716
2008,Indianapolis Colts,12,68428.0,Lucas Oil Stadium,67000,1.0213134328358209
2008,Indianapolis Colts,13,72411.0,Lucas Oil Stadium,67000,1.0807611940298507
2008,Indianapolis Colts,14,66402.0,Lucas Oil Stadium,67000,0.9910746268656716
2008,Indianapolis Colts,15,66281.0,Lucas Oil Stadium,67000,0.989268656716418
2008,Indianapolis Colts,16,65648.0,Lucas Oil Stadium,67000,0.979820895522388
2008,Indianapolis Colts,17,66721.0,Lucas Oil Stadium,67000,0.9958358208955224
2008,Jacksonville Jaguars,1,69143.0,TIAA Bank Field,67246,1.028209856348333
2008,Jacksonville Jaguars,2,65167.0,TIAA Bank Field,67246,0.9690836629688011
2008,Jacksonville Jaguars,3,65938.0,TIAA Bank Field,67246,0.9805490289385242
2008,Jacksonville Jaguars,4,64061.0,TIAA Bank Field,67246,0.9526365880498469
2008,Jacksonville Jaguars,5,65908.0,TIAA Bank Field,67246,0.9801029057490408
2008,Jacksonville Jaguars,6,75674.0,TIAA Bank Field,67246,1.1253308746988668
2008,Jacksonville Jaguars,7,,TIAA Bank Field,67246,
2008,Jacksonville Jaguars,8,64775.0,TIAA Bank Field,67246,0.9632543199595515
2008,Jacksonville Jaguars,9,64238.0,TIAA Bank Field,67246,0.9552687148677989
2008,Jacksonville Jaguars,10,52631.0,TIAA Bank Field,67246,0.7826636528566755
2008,Jacksonville Jaguars,11,65258.0,TIAA Bank Field,67246,0.970436903310234
2008,Jacksonville Jaguars,12,65064.0,TIAA Bank Field,67246,0.9675519733515748
2008,Jacksonville Jaguars,13,70809.0,TIAA Bank Field,67246,1.0529845641376439
2008,Jacksonville Jaguars,14,61736.0,TIAA Bank Field,67246,0.9180620408648842
2008,Jacksonville Jaguars,15,65457.0,TIAA Bank Field,67246,0.9733961871338073
2008,Jacksonville Jaguars,16,65648.0,TIAA Bank Field,67246,0.9762365047735181
2008,Jacksonville Jaguars,17,71366.0,TIAA Bank Field,67246,1.0612675846890522
2008,Kansas City Chiefs,1,68756.0,Arrowhead Stadium,76416,0.8997592127303182
2008,Kansas City Chiefs,2,74480.0,Arrowhead Stadium,76416,0.9746649916247906
2008,Kansas City Chiefs,3,62434.0,Arrowhead Stadium,76416,0.8170278475711893
2008,Kansas City Chiefs,4,74623.0,Arrowhead Stadium,76416,0.9765363274706867
2008,Kansas City Chiefs,5,72319.0,Arrowhead Stadium,76416,0.9463855737018425
2008,Kansas City Chiefs,6,,Arrowhead Stadium,76416,
2008,Kansas City Chiefs,7,74200.0,Arrowhead Stadium,76416,0.971000837520938
