year,home_team_name,weekly_attendance,weekly_attendance_ratio,prev_game_attendance,home_team_superbowl_winner_last_season,away_team_superbowl_winner_last_season,home_team_playoffs_last_season,away_team_playoffs_last_season,home_team_wins_last_3,away_team_wins_last_3,pts_home,pts_away,yds_home,yds_away,turnovers_home,turnovers_away,zscore_pts_home,zscore_yds_home,zscore_turnovers_home,zscore_pts_away,zscore_yds_away,zscore_turnovers_away,day_sin,day_cos,month_sin,month_cos,noon,mid_afternoon,late_afternoon,evening,avg_season_attendance_prev
2010,Bengals,54194.0,0.5912954295003983,56342.0,False,False,False,True,1.0,2.0,34,20,371,313,1,2,1.4893196580809926,0.6793416732854737,-0.4452754596729367,-1.1814539065631522,-0.6754488866899125,1.2145317668086797,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,False,True,False,False,64004.0
2010,Raiders,52567.0,0.6002717763668752,44246.0,False,False,False,True,2.0,2.0,26,31,290,370,0,2,1.923639749434941,0.2642038462023111,-1.7457303992500308,0.5128092745199335,0.0940464735415402,0.4564354645876384,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,False,True,False,False,44284.5
2010,Broncos,73691.0,0.7944436059423446,72736.0,False,False,False,False,0.0,0.0,24,23,431,401,1,1,0.3525626325926755,1.081786649229022,-0.400076212251811,-0.1611060194457709,0.2513577666186932,-0.7500000000000001,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,False,True,False,False,75116.0
2010,Packers,70649.0,0.7569887173333048,70575.0,False,False,False,False,1.0,2.0,45,17,515,386,1,6,2.1373012810972614,1.9279951214069504,0.0,-0.6682095914958578,0.2369827940148897,2.924883007019532,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,False,True,False,False,70708.25
2010,Buccaneers,46576.0,0.5002738960913417,47692.0,False,False,False,False,1.0,1.0,38,15,439,174,0,0,2.348983584573765,1.3953723505077469,-1.688778755257931,-0.2410093397749059,-1.664362001817831,-1.566802658986474,-0.7818314824680299,0.6234898018587334,-0.587785252292473,-0.8090169943749476,False,True,False,False,65649.25
2010,Falcons,70144.0,0.7764015717527256,68204.0,False,True,False,True,3.0,2.0,14,17,215,368,2,2,-0.90988541656289,-1.7443655311535236,0.400076212251811,-1.2762247215650349,-0.4931010517093593,0.179798738057019,0.0,1.0,-0.587785252292473,-0.8090169943749476,False,False,True,False,68173.625
2010,Eagles,69144.0,0.6871726577950925,69144.0,False,False,False,True,3.0,1.0,14,24,331,337,3,1,-1.1150617984683104,-0.3711984707694583,1.2920284853042547,-0.577867911762215,-0.5115071611503845,-0.1550434182365105,0.7818314824680298,0.6234898018587336,-0.587785252292473,-0.8090169943749476,False,False,True,False,69144.0
2010,Saints,70068.0,0.7455232217907113,70015.0,False,False,False,False,2.0,2.0,13,23,305,317,3,2,-1.6194112013136155,-1.3605458337739913,0.8989936902850955,0.8002031991405134,0.2717061672605843,-0.0993399267798783,-0.7818314824680299,0.6234898018587334,-0.9510565162951536,0.30901699437494723,True,False,False,False,70105.0
2010,Browns,68303.0,0.8336140402265183,65028.0,False,False,False,False,0.0,2.0,9,41,225,418,3,0,-0.5182500106637269,-0.358077583773997,0.6961914023414082,2.020899209125824,0.4380255334869359,-1.428843615185039,-0.7818314824680299,0.6234898018587334,-0.9510565162951536,0.30901699437494723,True,False,False,False,68888.75
2010,Chiefs,67045.0,0.7188039411190805,65606.0,False,False,False,False,2.0,1.0,10,31,201,344,2,1,-0.8507179204786741,-1.0223575388395212,0.223072065702578,2.6263392012833213,0.8617748491310984,-0.8993156602197129,-0.7818314824680299,0.6234898018587334,-0.9510565162951536,0.30901699437494723,True,False,False,False,67514.25
