year,team_full_name,week,weekly_attendance,home,Sb_winners,Sb_winners_prev_years,Playoff_prev_years,Bad_streak,Medium_streak,Good_streak
2005,New Orleans Saints,6,65562.0,True,,,,False,True,False
2005,New Orleans Saints,7,64586.0,False,,,,False,True,False
2005,New Orleans Saints,8,61643.0,True,,,,True,False,False
2005,New Orleans Saints,9,32637.0,True,,,,True,False,False
2005,New Orleans Saints,10,,,,,,True,False,False
2005,New Orleans Saints,11,68756.0,False,,,,True,False,False
2005,New Orleans Saints,12,77152.0,False,,,,True,False,False
2005,New Orleans Saints,13,34411.0,True,,,,True,False,False
2005,New Orleans Saints,14,70083.0,False,,,,True,False,False
2005,New Orleans Saints,15,32551.0,True,,,,True,False,False
2005,New Orleans Saints,16,63747.0,True,,,,True,False,False
2005,New Orleans Saints,17,65379.0,False,,,,True,False,False
2005,New York Giants,1,78387.0,True,,,,True,False,False
2005,New York Giants,2,68031.0,False,,,,True,False,False
2005,New York Giants,3,65373.0,False,,,,True,False,False
2005,New York Giants,4,78453.0,True,,,,False,True,False
2005,New York Giants,5,,,,,,False,True,False
2005,New York Giants,6,62278.0,False,,,,False,True,False
2005,New York Giants,7,78516.0,True,,,,False,True,False
2005,New York Giants,8,78630.0,True,,,,False,True,False
2005,New York Giants,9,63820.0,False,,,,False,True,False
2005,New York Giants,10,78637.0,True,,,,False,True,False
2005,New York Giants,11,78626.0,True,,,,False,False,True
2005,New York Giants,12,67102.0,False,,,,False,True,False
2005,New York Giants,13,78645.0,True,,,,False,False,True
2005,New York Giants,14,67443.0,False,,,,False,True,False
2005,New York Giants,15,78625.0,True,,,,False,True,False
2005,New York Giants,16,90477.0,False,,,,False,True,False
2005,New York Giants,17,44594.0,False,,,,False,False,True
2005,New York Jets,1,78014.0,False,,,,True,False,False
2005,New York Jets,2,77918.0,True,,,,True,False,False
2005,New York Jets,3,77422.0,True,,,,True,False,False
2005,New York Jets,4,70479.0,False,,,,True,False,False
2005,New York Jets,5,77852.0,True,,,,True,False,False
2005,New York Jets,6,72045.0,False,,,,True,False,False
2005,New York Jets,7,70995.0,False,,,,False,True,False
2005,New York Jets,8,,,,,,False,True,False
2005,New York Jets,9,77662.0,True,,,,False,True,False
2005,New York Jets,10,73529.0,False,,,,True,False,False
2005,New York Jets,11,76255.0,False,,,,True,False,False
2005,New York Jets,12,77152.0,True,,,,True,False,False
2005,New York Jets,13,68756.0,False,,,,True,False,False
2005,New York Jets,14,77561.0,True,,,,True,False,False
2005,New York Jets,15,72650.0,False,,,,True,False,False
2005,New York Jets,16,77569.0,True,,,,True,False,False
2005,New York Jets,17,76822.0,True,,,,True,False,False
2005,Oakland Raiders,1,68756.0,False,,,,True,False,False
2005,Oakland Raiders,2,62273.0,True,,,,True,False,False
2005,Oakland Raiders,3,67735.0,False,,,,True,False,False
2005,Oakland Raiders,4,62400.0,True,,,,True,False,False
2005,Oakland Raiders,5,,,,,,True,False,False
2005,Oakland Raiders,6,52666.0,True,,,,True,False,False
2005,Oakland Raiders,7,42779.0,True,,,,True,False,False
2005,Oakland Raiders,8,69149.0,False,,,,True,False,False
2005,Oakland Raiders,9,79033.0,False,,,,False,True,False
2005,Oakland Raiders,10,62779.0,True,,,,False,True,False
2005,Oakland Raiders,11,90129.0,False,,,,False,True,False
2005,Oakland Raiders,12,49097.0,True,,,,False,True,False
2005,Oakland Raiders,13,66436.0,False,,,,False,True,False
2005,Oakland Raiders,14,77561.0,False,,,,False,True,False
2005,Oakland Raiders,15,41862.0,True,,,,True,False,False
2005,Oakland Raiders,16,76212.0,False,,,,True,False,False
2005,Oakland Raiders,17,44594.0,True,,,,True,False,False
2005,Philadelphia Eagles,1,70806.0,False,,,,True,False,False
2005,Philadelphia Eagles,2,67727.0,True,,,,True,False,False
2005,Philadelphia Eagles,3,67735.0,True,,,,True,False,False
2005,Philadelphia Eagles,4,78742.0,False,,,,True,False,False
2005,Philadelphia Eagles,5,63199.0,False,,,,False,True,False
2005,Philadelphia Eagles,6,,,,,,False,True,False
2005,Philadelphia Eagles,7,67747.0,True,,,,False,True,False
2005,Philadelphia Eagles,8,76530.0,False,,,,False,True,False
2005,Philadelphia Eagles,9,90298.0,False,,,,False,False,True
2005,Philadelphia Eagles,10,67739.0,True,,,,False,True,False
2005,Philadelphia Eagles,11,78626.0,False,,,,False,True,False
2005,Philadelphia Eagles,12,67665.0,True,,,,True,False,False
2005,Philadelphia Eagles,13,67637.0,True,,,,True,False,False
2005,Philadelphia Eagles,14,67443.0,True,,,,True,False,False
2005,Philadelphia Eagles,15,65382.0,False,,,,True,False,False
2005,Philadelphia Eagles,16,44723.0,False,,,,True,False,False
2005,Philadelphia Eagles,17,67700.0,True,,,,False,True,False
2005,Pittsburgh Steelers,1,62931.0,True,,,,True,False,False
2005,Pittsburgh Steelers,2,70742.0,False,,,,True,False,False
2005,Pittsburgh Steelers,3,64868.0,True,,,,True,False,False
2005,Pittsburgh Steelers,4,,,,,,False,True,False
2005,Pittsburgh Steelers,5,68537.0,False,,,,False,True,False
2005,Pittsburgh Steelers,6,63891.0,True,,,,False,True,False
2005,Pittsburgh Steelers,7,66104.0,False,,,,False,True,False
2005,Pittsburgh Steelers,8,64178.0,True,,,,False,True,False
2005,Pittsburgh Steelers,9,70607.0,False,,,,False,True,False
2005,Pittsburgh Steelers,10,63491.0,True,,,,False,True,False
2005,Pittsburgh Steelers,11,70601.0,False,,,,False,False,True
2005,Pittsburgh Steelers,12,57442.0,False,,,,False,False,True
2005,Pittsburgh Steelers,13,63044.0,True,,,,False,False,True
2005,Pittsburgh Steelers,14,61237.0,True,,,,False,True,False
2005,Pittsburgh Steelers,15,64136.0,False,,,,False,True,False
2005,Pittsburgh Steelers,16,73136.0,False,,,,False,True,False
2005,Pittsburgh Steelers,17,63794.0,True,,,,False,True,False
2005,San Diego Chargers,1,67679.0,True,,,,True,False,False
2005,San Diego Chargers,2,75310.0,False,,,,True,False,False
2005,San Diego Chargers,3,65373.0,True,,,,True,False,False
2005,San Diego Chargers,4,68756.0,False,,,,True,False,False
2005,San Diego Chargers,5,68537.0,True,,,,True,False,False
2005,San Diego Chargers,6,52666.0,False,,,,False,True,False
2005,San Diego Chargers,7,67747.0,False,,,,False,True,False
2005,San Diego Chargers,8,65750.0,True,,,,False,True,False
2005,San Diego Chargers,9,77662.0,False,,,,False,True,False
2005,San Diego Chargers,10,,,,,,False,True,False
2005,San Diego Chargers,11,65602.0,True,,,,False,True,False
2005,San Diego Chargers,12,84930.0,False,,,,False,True,False
2005,San Diego Chargers,13,66436.0,True,,,,False,False,True
2005,San Diego Chargers,14,65026.0,True,,,,False,False,True
2005,San Diego Chargers,15,57389.0,False,,,,False,False,True
2005,San Diego Chargers,16,75956.0,False,,,,False,False,True
2005,San Diego Chargers,17,65513.0,True,,,,False,False,True
2005,San Francisco 49ers,1,67918.0,True,,,,True,False,False
2005,San Francisco 49ers,2,67727.0,False,,,,True,False,False
2005,San Francisco 49ers,3,68247.0,True,,,,True,False,False
2005,San Francisco 49ers,4,103467.0,False,,,,True,False,False
2005,San Francisco 49ers,5,68084.0,True,,,,True,False,False
2005,San Francisco 49ers,6,,,,,,True,False,False
2005,San Francisco 49ers,7,90224.0,False,,,,True,False,False
2005,San Francisco 49ers,8,63358.0,True,,,,True,False,False
2005,San Francisco 49ers,9,63820.0,True,,,,True,False,False
2005,San Francisco 49ers,10,62153.0,False,,,,True,False,False
2005,San Francisco 49ers,11,63590.0,True,,,,True,False,False
2005,San Francisco 49ers,12,69149.0,False,,,,True,False,False
2005,San Francisco 49ers,13,60439.0,True,,,,True,False,False
2005,San Francisco 49ers,14,66690.0,False,,,,True,False,False
2005,San Francisco 49ers,15,64764.0,False,,,,True,False,False
2005,San Francisco 49ers,16,65473.0,False,,,,True,False,False
2005,San Francisco 49ers,17,67970.0,True,,,,True,False,False
2005,Seattle Seahawks,1,65204.0,False,,,,True,False,False
2005,Seattle Seahawks,2,66030.0,True,,,,True,False,False
2005,Seattle Seahawks,3,64843.0,True,,,,True,False,False
2005,Seattle Seahawks,4,90215.0,False,,,,True,False,False
2005,Seattle Seahawks,5,65707.0,False,,,,False,True,False
2005,Seattle Seahawks,6,66196.0,True,,,,False,True,False
2005,Seattle Seahawks,7,67046.0,True,,,,False,True,False
2005,Seattle Seahawks,8,,,,,,False,False,True
2005,Seattle Seahawks,9,43542.0,False,,,,False,False,True
2005,Seattle Seahawks,10,67192.0,True,,,,False,False,True
2005,Seattle Seahawks,11,63590.0,False,,,,False,False,True
2005,Seattle Seahawks,12,67102.0,True,,,,False,False,True
2005,Seattle Seahawks,13,67637.0,False,,,,False,False,True
2005,Seattle Seahawks,14,66690.0,True,,,,False,False,True
2005,Seattle Seahawks,15,69149.0,False,,,,False,False,True
2005,Seattle Seahawks,16,67855.0,True,,,,False,False,True
2005,Seattle Seahawks,17,69928.0,False,,,,False,False,True
2005,St. Louis Rams,1,67918.0,False,,,,True,False,False
2005,St. Louis Rams,2,45160.0,False,,,,True,False,False
2005,St. Louis Rams,3,65835.0,True,,,,True,False,False
2005,St. Louis Rams,4,78453.0,False,,,,True,False,False
2005,St. Louis Rams,5,65707.0,True,,,,False,True,False
2005,St. Louis Rams,6,57307.0,False,,,,False,True,False
2005,St. Louis Rams,7,64586.0,True,,,,False,True,False
2005,St. Louis Rams,8,65251.0,True,,,,False,True,False
2005,St. Louis Rams,9,,,,,,False,True,False
2005,St. Louis Rams,10,67192.0,False,,,,False,True,False
2005,St. Louis Rams,11,65750.0,True,,,,False,True,False
2005,St. Louis Rams,12,70010.0,False,,,,False,True,False
2005,St. Louis Rams,13,65701.0,True,,,,False,True,False
2005,St. Louis Rams,14,64005.0,False,,,,False,True,False
2005,St. Louis Rams,15,65382.0,True,,,,False,True,False
2005,St. Louis Rams,16,65473.0,True,,,,True,False,False
2005,St. Louis Rams,17,63131.0,False,,,,True,False,False
2005,Tampa Bay Buccaneers,1,63939.0,False,,,,True,False,False
2005,Tampa Bay Buccaneers,2,64777.0,True,,,,True,False,False
2005,Tampa Bay Buccaneers,3,70518.0,False,,,,True,False,False
2005,Tampa Bay Buccaneers,4,64994.0,True,,,,False,True,False
2005,Tampa Bay Buccaneers,5,77852.0,False,,,,False,True,False
2005,Tampa Bay Buccaneers,6,65168.0,True,,,,False,False,True
2005,Tampa Bay Buccaneers,7,,,,,,False,False,True
2005,Tampa Bay Buccaneers,8,63358.0,False,,,,False,False,True
2005,Tampa Bay Buccaneers,9,65014.0,True,,,,False,False,True
2005,Tampa Bay Buccaneers,10,65421.0,True,,,,False,True,False
2005,Tampa Bay Buccaneers,11,70794.0,False,,,,False,True,False
2005,Tampa Bay Buccaneers,12,65506.0,True,,,,False,True,False
2005,Tampa Bay Buccaneers,13,34411.0,False,,,,False,True,False
2005,Tampa Bay Buccaneers,14,73467.0,False,,,,False,True,False
2005,Tampa Bay Buccaneers,15,68756.0,False,,,,False,True,False
2005,Tampa Bay Buccaneers,16,65482.0,True,,,,False,False,True
2005,Tampa Bay Buccaneers,17,65379.0,True,,,,False,True,False
2005,Tennessee Titans,1,62931.0,False,,,,True,False,False
2005,Tennessee Titans,2,69149.0,True,,,,True,False,False
2005,Tennessee Titans,3,65835.0,False,,,,True,False,False
2005,Tennessee Titans,4,69149.0,True,,,,True,False,False
2005,Tennessee Titans,5,70430.0,False,,,,True,False,False
2005,Tennessee Titans,6,69149.0,True,,,,True,False,False
2005,Tennessee Titans,7,39482.0,False,,,,False,True,False
2005,Tennessee Titans,8,69149.0,True,,,,False,True,False
2005,Tennessee Titans,9,72594.0,False,,,,True,False,False
2005,Tennessee Titans,10,,,,,,True,False,False
2005,Tennessee Titans,11,69149.0,True,,,,True,False,False
2005,Tennessee Titans,12,69149.0,True,,,,True,False,False
2005,Tennessee Titans,13,57228.0,False,,,,True,False,False
2005,Tennessee Titans,14,69149.0,True,,,,True,False,False
2005,Tennessee Titans,15,69149.0,True,,,,True,False,False
2005,Tennessee Titans,16,72001.0,False,,,,False,True,False
2005,Tennessee Titans,17,65485.0,False,,,,False,True,False
2005,Washington Redskins,1,90138.0,True,,,,True,False,False
2005,Washington Redskins,2,65207.0,False,,,,True,False,False
2005,Washington Redskins,3,,,,,,True,False,False
2005,Washington Redskins,4,90215.0,True,,,,True,False,False
2005,Washington Redskins,5,75880.0,False,,,,False,True,False
2005,Washington Redskins,6,78083.0,False,,,,False,True,False
2005,Washington Redskins,7,90224.0,True,,,,False,True,False
2005,Washington Redskins,8,78630.0,False,,,,False,True,False
2005,Washington Redskins,9,90298.0,True,,,,False,True,False
2005,Washington Redskins,10,65421.0,False,,,,False,True,False
2005,Washington Redskins,11,90129.0,True,,,,False,True,False
2005,Washington Redskins,12,84930.0,True,,,,False,True,False
2005,Washington Redskins,13,65701.0,False,,,,False,True,False
2005,Washington Redskins,14,46654.0,False,,,,True,False,False
2005,Washington Redskins,15,90588.0,True,,,,False,True,False
2005,Washington Redskins,16,90477.0,True,,,,False,True,False
2005,Washington Redskins,17,67700.0,False,,,,False,True,False
2006,Arizona Cardinals,1,63407.0,True,,,,True,False,False
2006,Arizona Cardinals,2,67470.0,False,,,,True,False,False
2006,Arizona Cardinals,3,63278.0,True,,,,True,False,False
2006,Arizona Cardinals,4,68981.0,False,,,,True,False,False
2006,Arizona Cardinals,5,63445.0,True,,,,True,False,False
2006,Arizona Cardinals,6,63977.0,True,,,,True,False,False
2006,Arizona Cardinals,7,61595.0,False,,,,True,False,False
2006,Arizona Cardinals,8,70809.0,False,,,,True,False,False
2006,Arizona Cardinals,9,,,,,,True,False,False
2006,Arizona Cardinals,10,63926.0,True,,,,True,False,False
2006,Arizona Cardinals,11,63348.0,True,,,,True,False,False
2006,Arizona Cardinals,12,63483.0,False,,,,True,False,False
2006,Arizona Cardinals,13,65612.0,False,,,,True,False,False
2006,Arizona Cardinals,14,63603.0,True,,,,True,False,False
2006,Arizona Cardinals,15,63845.0,True,,,,False,True,False
2006,Arizona Cardinals,16,67751.0,False,,,,False,True,False
2006,Arizona Cardinals,17,66492.0,False,,,,False,True,False
2006,Atlanta Falcons,1,73522.0,False,,,,True,False,False
2006,Atlanta Falcons,2,70828.0,True,,,,True,False,False
2006,Atlanta Falcons,3,70003.0,False,,,,True,False,False
2006,Atlanta Falcons,4,68981.0,True,,,,False,True,False
2006,Atlanta Falcons,5,,,,,,False,True,False
2006,Atlanta Falcons,6,70840.0,True,,,,False,True,False
2006,Atlanta Falcons,7,71151.0,True,,,,False,True,False
2006,Atlanta Falcons,8,65978.0,False,,,,False,True,False
2006,Atlanta Falcons,9,60987.0,False,,,,False,True,False
2006,Atlanta Falcons,10,70793.0,True,,,,False,True,False
2006,Atlanta Falcons,11,70790.0,False,,,,False,True,False
2006,Atlanta Falcons,12,70933.0,True,,,,False,True,False
2006,Atlanta Falcons,13,86436.0,False,,,,False,True,False
2006,Atlanta Falcons,14,65691.0,False,,,,True,False,False
2006,Atlanta Falcons,15,71102.0,True,,,,True,False,False
2006,Atlanta Falcons,16,68834.0,True,,,,False,True,False
2006,Atlanta Falcons,17,69341.0,False,,,,False,True,False
2006,Baltimore Ravens,1,65087.0,False,,,,True,False,False
2006,Baltimore Ravens,2,70744.0,True,,,,True,False,False
2006,Baltimore Ravens,3,72474.0,False,,,,True,False,False
2006,Baltimore Ravens,4,70743.0,True,,,,False,True,False
2006,Baltimore Ravens,5,76355.0,False,,,,False,True,False
2006,Baltimore Ravens,6,70762.0,True,,,,False,False,True
2006,Baltimore Ravens,7,,,,,,False,False,True
2006,Baltimore Ravens,8,69152.0,False,,,,False,False,True
2006,Baltimore Ravens,9,70792.0,True,,,,False,True,False
2006,Baltimore Ravens,10,69143.0,False,,,,False,True,False
2006,Baltimore Ravens,11,70790.0,True,,,,False,True,False
2006,Baltimore Ravens,12,70946.0,True,,,,False,True,False
2006,Baltimore Ravens,13,65973.0,False,,,,False,False,True
2006,Baltimore Ravens,14,77232.0,False,,,,False,False,True
2006,Baltimore Ravens,15,70857.0,True,,,,False,False,True
2006,Baltimore Ravens,16,63224.0,False,,,,False,False,True
2006,Baltimore Ravens,17,70913.0,True,,,,False,False,True
2006,Buffalo Bills,1,68756.0,False,,,,True,False,False
2006,Buffalo Bills,2,72797.0,False,,,,True,False,False
2006,Buffalo Bills,3,72067.0,True,,,,True,False,False
2006,Buffalo Bills,4,71972.0,True,,,,True,False,False
2006,Buffalo Bills,5,62206.0,False,,,,True,False,False
2006,Buffalo Bills,6,60704.0,False,,,,False,True,False
2006,Buffalo Bills,7,72180.0,True,,,,False,True,False
2006,Buffalo Bills,8,,,,,,False,True,False
2006,Buffalo Bills,9,72205.0,True,,,,False,True,False
2006,Buffalo Bills,10,57306.0,False,,,,True,False,False
2006,Buffalo Bills,11,70125.0,False,,,,False,True,False
2006,Buffalo Bills,12,63608.0,True,,,,True,False,False
2006,Buffalo Bills,13,63361.0,True,,,,False,True,False
2006,Buffalo Bills,14,77131.0,False,,,,False,True,False
2006,Buffalo Bills,15,71011.0,True,,,,False,True,False
2006,Buffalo Bills,16,54765.0,True,,,,False,True,False
2006,Buffalo Bills,17,70913.0,False,,,,False,False,True
2006,Carolina Panthers,1,73522.0,True,,,,True,False,False
2006,Carolina Panthers,2,63623.0,False,,,,True,False,False
2006,Carolina Panthers,3,65423.0,False,,,,True,False,False
2006,Carolina Panthers,4,73392.0,True,,,,True,False,False
2006,Carolina Panthers,5,73520.0,True,,,,True,False,False
2006,Carolina Panthers,6,70762.0,False,,,,False,True,False
2006,Carolina Panthers,7,65964.0,False,,,,False,True,False
2006,Carolina Panthers,8,73682.0,True,,,,False,False,True
2006,Carolina Panthers,9,,,,,,False,False,True
2006,Carolina Panthers,10,73573.0,True,,,,False,False,True
2006,Carolina Panthers,11,73348.0,True,,,,False,True,False
2006,Carolina Panthers,12,85450.0,False,,,,False,True,False
2006,Carolina Panthers,13,69098.0,False,,,,False,True,False
2006,Carolina Panthers,14,73702.0,True,,,,False,True,False
2006,Carolina Panthers,15,73798.0,True,,,,False,True,False
2006,Carolina Panthers,16,68834.0,False,,,,False,True,False
2006,Carolina Panthers,17,69569.0,False,,,,True,False,False
2006,Chicago Bears,1,70918.0,False,,,,True,False,False
2006,Chicago Bears,2,62181.0,True,,,,True,False,False
2006,Chicago Bears,3,63754.0,False,,,,True,False,False
2006,Chicago Bears,4,62225.0,True,,,,False,True,False
2006,Chicago Bears,5,62206.0,True,,,,False,True,False
2006,Chicago Bears,6,63977.0,False,,,,False,False,True
2006,Chicago Bears,7,,,,,,False,False,True
2006,Chicago Bears,8,62200.0,True,,,,False,False,True
2006,Chicago Bears,9,62206.0,True,,,,False,False,True
2006,Chicago Bears,10,78641.0,False,,,,False,False,True
2006,Chicago Bears,11,77632.0,False,,,,False,False,True
2006,Chicago Bears,12,68756.0,False,,,,False,False,True
2006,Chicago Bears,13,62221.0,True,,,,False,False,True
2006,Chicago Bears,14,66234.0,False,,,,False,True,False
2006,Chicago Bears,15,62260.0,True,,,,False,True,False
2006,Chicago Bears,16,60665.0,False,,,,False,False,True
2006,Chicago Bears,17,62287.0,True,,,,False,False,True
2006,Cincinnati Bengals,1,77956.0,False,,,,True,False,False
2006,Cincinnati Bengals,2,66072.0,True,,,,True,False,False
2006,Cincinnati Bengals,3,64922.0,False,,,,True,False,False
2006,Cincinnati Bengals,4,66035.0,True,,,,False,True,False
2006,Cincinnati Bengals,5,,,,,,False,True,False
2006,Cincinnati Bengals,6,65732.0,False,,,,False,True,False
2006,Cincinnati Bengals,7,65964.0,True,,,,False,True,False
2006,Cincinnati Bengals,8,65978.0,True,,,,False,True,False
2006,Cincinnati Bengals,9,70792.0,False,,,,False,True,False
2006,Cincinnati Bengals,10,65917.0,True,,,,False,True,False
2006,Cincinnati Bengals,11,68001.0,False,,,,True,False,False
2006,Cincinnati Bengals,12,72926.0,False,,,,True,False,False
2006,Cincinnati Bengals,13,65973.0,True,,,,False,True,False
2006,Cincinnati Bengals,14,65882.0,True,,,,False,True,False
2006,Cincinnati Bengals,15,57292.0,False,,,,False,True,False
2006,Cincinnati Bengals,16,75759.0,False,,,,False,False,True
2006,Cincinnati Bengals,17,66049.0,True,,,,False,False,True
2006,Cleveland Browns,1,72915.0,True,,,,True,False,False
2006,Cleveland Browns,2,66072.0,False,,,,True,False,False
2006,Cleveland Browns,3,72474.0,True,,,,True,False,False
2006,Cleveland Browns,4,61426.0,False,,,,True,False,False
2006,Cleveland Browns,5,73520.0,False,,,,True,False,False
2006,Cleveland Browns,6,,,,,,True,False,False
2006,Cleveland Browns,7,73024.0,True,,,,True,False,False
2006,Cleveland Browns,8,72507.0,True,,,,True,False,False
2006,Cleveland Browns,9,65558.0,False,,,,True,False,False
2006,Cleveland Browns,10,70793.0,False,,,,False,True,False
2006,Cleveland Browns,11,73296.0,True,,,,False,True,False
2006,Cleveland Browns,12,72926.0,True,,,,False,True,False
2006,Cleveland Browns,13,71927.0,True,,,,False,True,False
2006,Cleveland Browns,14,55246.0,False,,,,False,True,False
2006,Cleveland Browns,15,70857.0,False,,,,False,True,False
2006,Cleveland Browns,16,69603.0,True,,,,False,True,False
2006,Cleveland Browns,17,70097.0,False,,,,True,False,False
2006,Dallas Cowboys,1,67164.0,False,,,,True,False,False
2006,Dallas Cowboys,2,63152.0,True,,,,True,False,False
2006,Dallas Cowboys,3,,,,,,True,False,False
2006,Dallas Cowboys,4,69143.0,False,,,,True,False,False
2006,Dallas Cowboys,5,69268.0,False,,,,True,False,False
2006,Dallas Cowboys,6,63186.0,True,,,,False,True,False
2006,Dallas Cowboys,7,63512.0,True,,,,False,True,False
2006,Dallas Cowboys,8,73682.0,False,,,,False,True,False
2006,Dallas Cowboys,9,90250.0,False,,,,False,True,False
2006,Dallas Cowboys,10,63926.0,False,,,,False,True,False
2006,Dallas Cowboys,11,63706.0,True,,,,False,True,False
2006,Dallas Cowboys,12,63183.0,True,,,,False,True,False
2006,Dallas Cowboys,13,78666.0,False,,,,False,True,False
2006,Dallas Cowboys,14,63722.0,True,,,,False,False,True
2006,Dallas Cowboys,15,71102.0,False,,,,False,False,True
2006,Dallas Cowboys,16,62839.0,True,,,,False,False,True
2006,Dallas Cowboys,17,63008.0,True,,,,False,False,True
2006,Denver Broncos,1,65577.0,False,,,,True,False,False
2006,Denver Broncos,2,76786.0,True,,,,True,False,False
2006,Denver Broncos,3,68756.0,False,,,,True,False,False
2006,Denver Broncos,4,,,,,,True,False,False
2006,Denver Broncos,5,76355.0,True,,,,True,False,False
2006,Denver Broncos,6,76691.0,True,,,,False,True,False
2006,Denver Broncos,7,73024.0,False,,,,False,True,False
2006,Denver Broncos,8,76767.0,True,,,,False,False,True
2006,Denver Broncos,9,64661.0,False,,,,False,False,True
2006,Denver Broncos,10,62094.0,False,,,,False,False,True
2006,Denver Broncos,11,76723.0,True,,,,False,False,True
2006,Denver Broncos,12,79484.0,False,,,,False,False,True
2006,Denver Broncos,13,76146.0,True,,,,False,True,False
2006,Denver Broncos,14,67514.0,False,,,,False,True,False
2006,Denver Broncos,15,63845.0,False,,,,False,True,False
2006,Denver Broncos,16,75759.0,True,,,,True,False,False
2006,Denver Broncos,17,75555.0,True,,,,True,False,False
2006,Detroit Lions,1,60535.0,True,,,,True,False,False
2006,Detroit Lions,2,62181.0,False,,,,True,False,False
2006,Detroit Lions,3,61095.0,True,,,,True,False,False
2006,Detroit Lions,4,65563.0,False,,,,True,False,False
2006,Detroit Lions,5,63906.0,False,,,,True,False,False
2006,Detroit Lions,6,60704.0,True,,,,True,False,False
2006,Detroit Lions,7,76953.0,False,,,,True,False,False
2006,Detroit Lions,8,,,,,,True,False,False
2006,Detroit Lions,9,60987.0,True,,,,True,False,False
2006,Detroit Lions,10,60707.0,True,,,,True,False,False
2006,Detroit Lions,11,63348.0,False,,,,False,True,False
2006,Detroit Lions,12,61562.0,True,,,,False,True,False
2006,Detroit Lions,13,68756.0,False,,,,False,True,False
2006,Detroit Lions,14,60861.0,True,,,,True,False,False
2006,Detroit Lions,15,70472.0,False,,,,True,False,False
2006,Detroit Lions,16,60665.0,True,,,,True,False,False
2006,Detroit Lions,17,63008.0,False,,,,True,False,False
2006,Green Bay Packers,1,70918.0,True,,,,True,False,False
2006,Green Bay Packers,2,70602.0,True,,,,True,False,False
2006,Green Bay Packers,3,61095.0,False,,,,True,False,False
2006,Green Bay Packers,4,69222.0,False,,,,True,False,False
2006,Green Bay Packers,5,70804.0,True,,,,True,False,False
2006,Green Bay Packers,6,,,,,,True,False,False
2006,Green Bay Packers,7,73548.0,False,,,,True,False,False
2006,Green Bay Packers,8,70809.0,True,,,,True,False,False
2006,Green Bay Packers,9,72205.0,False,,,,False,True,False
2006,Green Bay Packers,10,63924.0,False,,,,False,True,False
2006,Green Bay Packers,11,70753.0,True,,,,False,True,False
2006,Green Bay Packers,12,68256.0,False,,,,False,True,False
2006,Green Bay Packers,13,70527.0,True,,,,False,True,False
2006,Green Bay Packers,14,68539.0,False,,,,False,True,False
2006,Green Bay Packers,15,70472.0,True,,,,True,False,False
2006,Green Bay Packers,16,70864.0,True,,,,False,True,False
2006,Green Bay Packers,17,62287.0,False,,,,False,True,False
2006,Houston Texans,1,70180.0,True,,,,True,False,False
2006,Houston Texans,2,56614.0,False,,,,True,False,False
2006,Houston Texans,3,70069.0,True,,,,True,False,False
2006,Houston Texans,4,70071.0,True,,,,True,False,False
2006,Houston Texans,5,,,,,,True,False,False
2006,Houston Texans,6,63186.0,False,,,,True,False,False
2006,Houston Texans,7,70035.0,True,,,,True,False,False
2006,Houston Texans,8,69143.0,False,,,,True,False,False
2006,Houston Texans,9,78485.0,False,,,,False,True,False
2006,Houston Texans,10,65918.0,False,,,,False,True,False
2006,Houston Texans,11,70125.0,True,,,,False,True,False
2006,Houston Texans,12,76596.0,False,,,,False,True,False
2006,Houston Texans,13,46276.0,False,,,,False,True,False
2006,Houston Texans,14,70760.0,True,,,,True,False,False
2006,Houston Texans,15,68756.0,False,,,,False,True,False
2006,Houston Texans,16,70132.0,True,,,,False,True,False
2006,Houston Texans,17,70097.0,True,,,,True,False,False
2006,Indianapolis Colts,1,78622.0,False,,,,True,False,False
2006,Indianapolis Colts,2,56614.0,True,,,,True,False,False
2006,Indianapolis Colts,3,57041.0,True,,,,True,False,False
2006,Indianapolis Colts,4,77190.0,False,,,,False,True,False
2006,Indianapolis Colts,5,57021.0,True,,,,False,True,False
2006,Indianapolis Colts,6,,,,,,False,False,True
2006,Indianapolis Colts,7,57274.0,True,,,,False,False,True
2006,Indianapolis Colts,8,76767.0,False,,,,False,False,True
2006,Indianapolis Colts,9,68756.0,False,,,,False,False,True
2006,Indianapolis Colts,10,57306.0,True,,,,False,False,True
2006,Indianapolis Colts,11,63706.0,False,,,,False,False,True
2006,Indianapolis Colts,12,57296.0,True,,,,False,False,True
2006,Indianapolis Colts,13,69143.0,False,,,,False,False,True
2006,Indianapolis Colts,14,67164.0,False,,,,False,False,True
2006,Indianapolis Colts,15,57292.0,True,,,,False,True,False
2006,Indianapolis Colts,16,70132.0,False,,,,False,True,False
2006,Indianapolis Colts,17,57310.0,True,,,,False,True,False
2006,Jacksonville Jaguars,1,67164.0,True,,,,True,False,False
2006,Jacksonville Jaguars,2,67164.0,True,,,,True,False,False
2006,Jacksonville Jaguars,3,57041.0,False,,,,True,False,False
2006,Jacksonville Jaguars,4,89450.0,False,,,,False,True,False
2006,Jacksonville Jaguars,5,66604.0,True,,,,False,True,False
2006,Jacksonville Jaguars,6,,,,,,False,True,False
2006,Jacksonville Jaguars,7,70035.0,False,,,,False,True,False
2006,Jacksonville Jaguars,8,69249.0,False,,,,False,True,False
2006,Jacksonville Jaguars,9,66524.0,True,,,,False,True,False
2006,Jacksonville Jaguars,10,65918.0,True,,,,False,True,False
