year,week,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_city,away_team_city,weekly_attendance,Stadium,Capacity,weekly_attendance_percent
2003,14,Cleveland Browns,St. Louis Rams,St. Louis Rams,,Mon,December 8,9:09PM,26,20,328,1,309,4,Cleveland,St. Louis,73108.0,Huntington Bank Field,67895,1.0767803225568893
2003,15,Kansas City Chiefs,Detroit Lions,Kansas City Chiefs,,Sun,December 14,1:00PM,45,17,521,0,334,2,Kansas City,Detroit,77922.0,Arrowhead Stadium,76416,1.0197079145728642
2003,15,Indianapolis Colts,Atlanta Falcons,Indianapolis Colts,,Sun,December 14,1:00PM,38,7,465,2,154,2,Indianapolis,Atlanta,57103.0,Lucas Oil Stadium,67000,0.8522835820895522
2003,15,Tampa Bay Buccaneers,Houston Texans,Tampa Bay Buccaneers,,Sun,December 14,1:01PM,16,3,398,0,107,0,Tampa Bay,Houston,65124.0,Raymond James Stadium,69218,0.940853535207605
2003,15,New England Patriots,Jacksonville Jaguars,New England Patriots,,Sun,December 14,1:02PM,27,13,296,1,354,2,New England,Jacksonville,68436.0,Gillette Stadium,66829,1.024046446901794
2003,15,St. Louis Rams,Seattle Seahawks,St. Louis Rams,,Sun,December 14,1:02PM,27,22,316,1,366,1,St. Louis,Seattle,66152.0,SoFi Stadium,70240,0.9417995444191344
2003,15,Cincinnati Bengals,San Francisco 49ers,Cincinnati Bengals,,Sun,December 14,1:03PM,41,38,393,0,502,3,Cincinnati,San Francisco,64666.0,Paycor Stadium,65515,0.9870411356177975
2003,15,New York Jets,Pittsburgh Steelers,New York Jets,,Sun,December 14,1:03PM,6,0,319,1,231,0,New York,Pittsburgh,77900.0,MetLife Stadium,82500,0.9442424242424242
2003,15,Tennessee Titans,Buffalo Bills,Tennessee Titans,,Sun,December 14,1:03PM,28,26,349,1,241,1,Tennessee,Buffalo,68809.0,Nissan Stadium,69143,0.9951694314681168
2003,15,Chicago Bears,Minnesota Vikings,Chicago Bears,,Sun,December 14,1:03PM,13,10,232,0,393,1,Chicago,Minnesota,61804.0,Soldier Field,61500,1.0049430894308944
2003,15,Oakland Raiders,Baltimore Ravens,Oakland Raiders,,Sun,December 14,4:05PM,20,12,265,0,319,3,Oakland,Baltimore,45398.0,Allegiant Stadium,65000,0.6984307692307692
2003,15,Denver Broncos,Cleveland Browns,Denver Broncos,,Sun,December 14,4:05PM,23,20,417,1,275,1,Denver,Cleveland,75358.0,Empower Field at Mile High,76125,0.9899244663382595
2003,15,San Diego Chargers,Green Bay Packers,Green Bay Packers,,Sun,December 14,4:15PM,38,21,361,1,424,4,San Diego,Green Bay,64978.0,San Diego Stadium,71500,0.9087832167832168
2003,15,Arizona Cardinals,Carolina Panthers,Carolina Panthers,,Sun,December 14,4:16PM,20,17,298,2,317,2,Arizona,Carolina,23217.0,State Farm Stadium,63400,0.366198738170347
2003,15,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Sun,December 14,4:17PM,27,0,326,1,161,6,Washington,Dallas,70284.0,Commanders Field,62000,1.1336129032258064
2003,15,New Orleans Saints,New York Giants,New Orleans Saints,,Sun,December 14,8:36PM,45,7,440,1,241,2,New Orleans,New York,68399.0,Caesars Superdome,73208,0.9343104578734565
2003,15,Miami Dolphins,Philadelphia Eagles,Philadelphia Eagles,,Mon,December 15,9:09PM,34,27,401,1,398,2,Miami,Philadelphia,73780.0,Hard Rock Stadium,65326,1.1294124850748553
2003,16,Dallas Cowboys,New York Giants,Dallas Cowboys,,Sun,December 21,1:02PM,19,3,326,0,213,0,Dallas,New York,64118.0,AT&T Stadium,80000,0.801475
2003,16,St. Louis Rams,Cincinnati Bengals,St. Louis Rams,,Sun,December 21,1:02PM,27,10,371,1,286,3,St. Louis,Cincinnati,66061.0,SoFi Stadium,70240,0.940503986332574
2003,16,Jacksonville Jaguars,New Orleans Saints,Jacksonville Jaguars,,Sun,December 21,1:02PM,20,19,374,2,350,1,Jacksonville,New Orleans,49207.0,TIAA Bank Field,67246,0.731746126163638
2003,16,Buffalo Bills,Miami Dolphins,Miami Dolphins,,Sun,December 21,1:02PM,20,3,169,2,177,4,Buffalo,Miami,73319.0,Highmark Stadium,71608,1.023893978326444
2003,16,Chicago Bears,Washington Redskins,Chicago Bears,,Sun,December 21,1:03PM,27,24,429,2,286,0,Chicago,Washington,50127.0,Soldier Field,61500,0.8150731707317073
2003,16,Carolina Panthers,Detroit Lions,Carolina Panthers,,Sun,December 21,1:03PM,20,14,384,2,106,1,Carolina,Detroit,72835.0,Bank of America Stadium,74867,0.9728585358034916
2003,16,Cleveland Browns,Baltimore Ravens,Baltimore Ravens,,Sun,December 21,1:03PM,35,0,359,1,211,4,Cleveland,Baltimore,72548.0,Huntington Bank Field,67895,1.068532292510494
2003,16,Houston Texans,Tennessee Titans,Tennessee Titans,,Sun,December 21,1:03PM,27,24,450,1,326,3,Houston,Tennessee,70758.0,NRG Stadium,72220,0.9797563001938521
2003,16,Tampa Bay Buccaneers,Atlanta Falcons,Atlanta Falcons,,Sat,December 20,1:32PM,30,28,267,1,440,4,Tampa Bay,Atlanta,65572.0,Raymond James Stadium,69218,0.9473258400993961
2003,16,Pittsburgh Steelers,San Diego Chargers,Pittsburgh Steelers,,Sun,December 21,4:05PM,40,24,341,0,344,3,Pittsburgh,San Diego,52527.0,Acrisure Stadium,68400,0.7679385964912281
2003,16,Philadelphia Eagles,San Francisco 49ers,San Francisco 49ers,,Sun,December 21,4:15PM,31,28,414,1,293,3,Philadelphia,San Francisco,67866.0,Lincoln Financial Field,69596,0.9751422495545721
2003,16,Seattle Seahawks,Arizona Cardinals,Seattle Seahawks,,Sun,December 21,4:15PM,28,10,340,4,299,1,Seattle,Arizona,64899.0,Lumen Field,69000,0.9405652173913044
2003,16,Minnesota Vikings,Kansas City Chiefs,Minnesota Vikings,,Sat,December 20,5:15PM,45,20,469,1,329,4,Minnesota,Kansas City,64291.0,U.S. Bank Stadium,66655,0.9645337934138474
2003,16,Indianapolis Colts,Denver Broncos,Denver Broncos,,Sun,December 21,8:35PM,31,17,465,1,183,0,Indianapolis,Denver,57149.0,Lucas Oil Stadium,67000,0.8529701492537314
2003,16,New York Jets,New England Patriots,New England Patriots,,Sat,December 20,8:37PM,21,16,271,1,321,5,New York,New England,77835.0,MetLife Stadium,82500,0.9434545454545454
2003,16,Oakland Raiders,Green Bay Packers,Green Bay Packers,,Mon,December 22,9:05PM,41,7,548,0,298,3,Oakland,Green Bay,62298.0,Allegiant Stadium,65000,0.9584307692307692
2003,17,Kansas City Chiefs,Chicago Bears,Kansas City Chiefs,,Sun,December 28,1:00PM,31,3,282,1,241,2,Kansas City,Chicago,78413.0,Arrowhead Stadium,76416,1.026133270519263
2003,17,Cincinnati Bengals,Cleveland Browns,Cleveland Browns,,Sun,December 28,1:02PM,22,14,379,0,271,1,Cincinnati,Cleveland,65362.0,Paycor Stadium,65515,0.9976646569487904
2003,17,Tennessee Titans,Tampa Bay Buccaneers,Tennessee Titans,,Sun,December 28,1:03PM,33,13,344,1,274,4,Tennessee,Tampa Bay,68809.0,Nissan Stadium,69143,0.9951694314681168
2003,17,Miami Dolphins,New York Jets,Miami Dolphins,,Sun,December 28,1:03PM,23,21,397,1,285,0,Miami,New York,73720.0,Hard Rock Stadium,65326,1.1284940146342957
2003,17,Atlanta Falcons,Jacksonville Jaguars,Atlanta Falcons,,Sun,December 28,1:03PM,21,14,344,1,320,1,Atlanta,Jacksonville,70266.0,Mercedes Benz Stadium,71000,0.9896619718309859
2003,17,New Orleans Saints,Dallas Cowboys,New Orleans Saints,,Sun,December 28,1:03PM,13,7,291,0,352,3,New Orleans,Dallas,68451.0,Caesars Superdome,73208,0.9350207627581685
2003,17,Detroit Lions,St. Louis Rams,Detroit Lions,,Sun,December 28,1:03PM,30,20,342,2,194,3,Detroit,St. Louis,61006.0,Ford Field,65000,0.9385538461538462
2003,17,Houston Texans,Indianapolis Colts,Indianapolis Colts,,Sun,December 28,1:03PM,20,17,418,2,204,1,Houston,Indianapolis,70680.0,NRG Stadium,72220,0.9786762669620603
2003,17,New England Patriots,Buffalo Bills,New England Patriots,,Sat,December 27,1:35PM,31,0,321,1,256,4,New England,Buffalo,68436.0,Gillette Stadium,66829,1.024046446901794
2003,17,Arizona Cardinals,Minnesota Vikings,Arizona Cardinals,,Sun,December 28,4:05PM,18,17,219,1,342,2,Arizona,Minnesota,52734.0,State Farm Stadium,63400,0.8317665615141956
2003,17,New York Giants,Carolina Panthers,Carolina Panthers,,Sun,December 28,4:05PM,37,24,251,2,175,5,New York,Carolina,78130.0,MetLife Stadium,82500,0.947030303030303
2003,17,San Diego Chargers,Oakland Raiders,San Diego Chargers,,Sun,December 28,4:15PM,21,14,337,0,141,1,San Diego,Oakland,62222.0,San Diego Stadium,71500,0.8702377622377623
2003,17,Green Bay Packers,Denver Broncos,Green Bay Packers,,Sun,December 28,4:15PM,31,3,366,1,216,3,Green Bay,Denver,70299.0,Lambeau Field,81441,0.8631893026853796
2003,17,San Francisco 49ers,Seattle Seahawks,Seattle Seahawks,,Sat,December 27,5:15PM,24,17,394,3,290,1,San Francisco,Seattle,67840.0,Levi's Stadium,68500,0.9903649635036497
2003,17,Washington Redskins,Philadelphia Eagles,Philadelphia Eagles,,Sat,December 27,8:36PM,31,7,332,0,260,2,Washington,Philadelphia,76766.0,Commanders Field,62000,1.2381612903225807
2003,17,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,December 28,8:36PM,13,10,279,2,214,5,Baltimore,Pittsburgh,70001.0,M&T Bank Stadium,71008,0.9858184993240199
2004,1,Buffalo Bills,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,September 12,1:04PM,13,10,225,2,242,2,Buffalo,Jacksonville,72389.0,Highmark Stadium,71608,1.010906602614233
2004,1,Pittsburgh Steelers,Oakland Raiders,Pittsburgh Steelers,,Sun,September 12,1:04PM,24,21,237,1,358,4,Pittsburgh,Oakland,60147.0,Acrisure Stadium,68400,0.8793421052631579
2004,1,St. Louis Rams,Arizona Cardinals,St. Louis Rams,,Sun,September 12,1:04PM,17,10,448,3,260,0,St. Louis,Arizona,65538.0,SoFi Stadium,70240,0.9330580865603645
2004,1,Houston Texans,San Diego Chargers,San Diego Chargers,,Sun,September 12,1:05PM,27,20,324,0,336,4,Houston,San Diego,70255.0,NRG Stadium,72220,0.9727914705067848
2004,1,Chicago Bears,Detroit Lions,Detroit Lions,,Sun,September 12,1:05PM,20,16,262,1,342,4,Chicago,Detroit,61535.0,Soldier Field,61500,1.0005691056910568
2004,1,New Orleans Saints,Seattle Seahawks,Seattle Seahawks,,Sun,September 12,1:06PM,21,7,415,2,281,3,New Orleans,Seattle,64900.0,Caesars Superdome,73208,0.8865151349579281
2004,1,Washington Redskins,Tampa Bay Buccaneers,Washington Redskins,,Sun,September 12,1:06PM,16,10,291,1,169,2,Washington,Tampa Bay,90098.0,Commanders Field,62000,1.4531935483870968
2004,1,Miami Dolphins,Tennessee Titans,Tennessee Titans,,Sat,September 11,1:07PM,17,7,243,1,263,3,Miami,Tennessee,69987.0,Hard Rock Stadium,65326,1.0713498453908092
2004,1,New York Jets,Cincinnati Bengals,New York Jets,,Sun,September 12,1:07PM,31,24,438,1,351,2,New York,Cincinnati,77230.0,MetLife Stadium,82500,0.9361212121212121
2004,1,Cleveland Browns,Baltimore Ravens,Cleveland Browns,,Sun,September 12,1:08PM,20,3,250,0,254,3,Cleveland,Baltimore,73068.0,Huntington Bank Field,67895,1.0761911775535753
2004,1,Minnesota Vikings,Dallas Cowboys,Minnesota Vikings,,Sun,September 12,4:15PM,35,17,415,0,423,2,Minnesota,Dallas,64105.0,U.S. Bank Stadium,66655,0.9617433050783887
2004,1,San Francisco 49ers,Atlanta Falcons,Atlanta Falcons,,Sun,September 12,4:19PM,21,19,227,1,359,2,San Francisco,Atlanta,65584.0,Levi's Stadium,68500,0.9574306569343066
2004,1,Philadelphia Eagles,New York Giants,Philadelphia Eagles,,Sun,September 12,4:21PM,31,17,454,0,413,1,Philadelphia,New York,67532.0,Lincoln Financial Field,69596,0.9703431231679982
2004,1,Denver Broncos,Kansas City Chiefs,Denver Broncos,,Sun,September 12,8:39PM,34,24,413,3,318,1,Denver,Kansas City,75939.0,Empower Field at Mile High,76125,0.9975566502463055
2004,1,New England Patriots,Indianapolis Colts,New England Patriots,,Thu,September 9,9:08PM,27,24,402,2,446,3,New England,Indianapolis,68756.0,Gillette Stadium,66829,1.0288347872929418
2004,1,Carolina Panthers,Green Bay Packers,Green Bay Packers,,Mon,September 13,9:09PM,24,14,279,0,300,2,Carolina,Green Bay,73656.0,Bank of America Stadium,74867,0.9838246490443052
2004,2,Kansas City Chiefs,Carolina Panthers,Carolina Panthers,,Sun,September 19,1:00PM,28,17,358,2,281,2,Kansas City,Carolina,78136.0,Arrowhead Stadium,76416,1.0225083752093802
2004,2,Tennessee Titans,Indianapolis Colts,Indianapolis Colts,,Sun,September 19,1:02PM,31,17,373,1,389,2,Tennessee,Indianapolis,68932.0,Nissan Stadium,69143,0.996948353412493
2004,2,Jacksonville Jaguars,Denver Broncos,Jacksonville Jaguars,,Sun,September 19,1:02PM,7,6,176,0,356,1,Jacksonville,Denver,69127.0,TIAA Bank Field,67246,1.0279719239806084
2004,2,Baltimore Ravens,Pittsburgh Steelers,Baltimore Ravens,,Sun,September 19,1:02PM,30,13,259,0,310,3,Baltimore,Pittsburgh,69859.0,M&T Bank Stadium,71008,0.9838187246507436
2004,2,Green Bay Packers,Chicago Bears,Chicago Bears,,Sun,September 19,1:02PM,21,10,307,2,404,3,Green Bay,Chicago,70688.0,Lambeau Field,81441,0.8679657666286023
2004,2,New Orleans Saints,San Francisco 49ers,New Orleans Saints,,Sun,September 19,1:03PM,30,27,302,1,370,3,New Orleans,San Francisco,64900.0,Caesars Superdome,73208,0.8865151349579281
2004,2,Atlanta Falcons,St. Louis Rams,Atlanta Falcons,,Sun,September 19,1:03PM,34,17,416,0,280,2,Atlanta,St. Louis,70822.0,Mercedes Benz Stadium,71000,0.9974929577464788
2004,2,Detroit Lions,Houston Texans,Detroit Lions,,Sun,September 19,1:04PM,28,16,266,1,386,3,Detroit,Houston,61465.0,Ford Field,65000,0.9456153846153846
2004,2,New York Giants,Washington Redskins,New York Giants,,Sun,September 19,1:04PM,20,14,277,1,322,7,New York,Washington,78767.0,MetLife Stadium,82500,0.9547515151515151
2004,2,Tampa Bay Buccaneers,Seattle Seahawks,Seattle Seahawks,,Sun,September 19,4:05PM,10,6,182,1,271,3,Tampa Bay,Seattle,65089.0,Raymond James Stadium,69218,0.9403478863879338
2004,2,San Diego Chargers,New York Jets,New York Jets,,Sun,September 19,4:15PM,34,28,380,0,327,4,San Diego,New York,57310.0,San Diego Stadium,71500,0.8015384615384615
2004,2,Oakland Raiders,Buffalo Bills,Oakland Raiders,,Sun,September 19,4:15PM,13,10,273,0,243,1,Oakland,Buffalo,53610.0,Allegiant Stadium,65000,0.8247692307692308
2004,2,Dallas Cowboys,Cleveland Browns,Dallas Cowboys,,Sun,September 19,4:15PM,19,12,441,4,202,3,Dallas,Cleveland,63119.0,AT&T Stadium,80000,0.7889875
2004,2,Arizona Cardinals,New England Patriots,New England Patriots,,Sun,September 19,4:16PM,23,12,379,3,167,2,Arizona,New England,51557.0,State Farm Stadium,63400,0.8132018927444795
2004,2,Cincinnati Bengals,Miami Dolphins,Cincinnati Bengals,,Sun,September 19,8:36PM,16,13,210,1,226,3,Cincinnati,Miami,65705.0,Paycor Stadium,65515,1.0029000992139205
2004,2,Philadelphia Eagles,Minnesota Vikings,Philadelphia Eagles,,Mon,September 20,9:09PM,27,16,317,1,410,2,Philadelphia,Minnesota,67676.0,Lincoln Financial Field,69596,0.9724122075981378
2004,3,Minnesota Vikings,Chicago Bears,Minnesota Vikings,,Sun,September 26,1:00PM,27,22,443,2,385,1,Minnesota,Chicago,64163.0,U.S. Bank Stadium,66655,0.9626134573550371
2004,3,Kansas City Chiefs,Houston Texans,Houston Texans,,Sun,September 26,1:00PM,24,21,296,1,366,1,Kansas City,Houston,77433.0,Arrowhead Stadium,76416,1.013308731155779
2004,3,St. Louis Rams,New Orleans Saints,New Orleans Saints,,Sun,September 26,1:02PM,28,25,462,0,403,1,St. Louis,New Orleans,65856.0,SoFi Stadium,70240,0.9375854214123007
2004,3,Tennessee Titans,Jacksonville Jaguars,Jacksonville Jaguars,,Sun,September 26,1:02PM,15,12,253,0,249,1,Tennessee,Jacksonville,68932.0,Nissan Stadium,69143,0.996948353412493
2004,3,Cincinnati Bengals,Baltimore Ravens,Baltimore Ravens,,Sun,September 26,1:02PM,23,9,380,2,398,4,Cincinnati,Baltimore,65575.0,Paycor Stadium,65515,1.000915820804396
2004,3,New York Giants,Cleveland Browns,New York Giants,,Sun,September 26,1:02PM,27,10,390,0,285,3,New York,Cleveland,78521.0,MetLife Stadium,82500,0.9517696969696969
2004,3,Detroit Lions,Philadelphia Eagles,Philadelphia Eagles,,Sun,September 26,1:03PM,30,13,402,1,256,1,Detroit,Philadelphia,62472.0,Ford Field,65000,0.9611076923076923
2004,3,Atlanta Falcons,Arizona Cardinals,Atlanta Falcons,,Sun,September 26,1:05PM,6,3,283,4,240,4,Atlanta,Arizona,70534.0,Mercedes Benz Stadium,71000,0.9934366197183099
2004,3,Denver Broncos,San Diego Chargers,Denver Broncos,,Sun,September 26,4:05PM,23,13,328,1,214,1,Denver,San Diego,74533.0,Empower Field at Mile High,76125,0.9790870279146141
2004,3,Indianapolis Colts,Green Bay Packers,Indianapolis Colts,,Sun,September 26,4:15PM,45,31,453,0,459,2,Indianapolis,Green Bay,57280.0,Lucas Oil Stadium,67000,0.8549253731343284
2004,3,Seattle Seahawks,San Francisco 49ers,Seattle Seahawks,,Sun,September 26,4:16PM,34,0,374,0,175,4,Seattle,San Francisco,66709.0,Lumen Field,69000,0.9667971014492753
2004,3,Oakland Raiders,Tampa Bay Buccaneers,Oakland Raiders,,Sun,September 26,8:35PM,30,20,399,2,389,1,Oakland,Tampa Bay,60874.0,Allegiant Stadium,65000,0.9365230769230769
2004,3,Miami Dolphins,Pittsburgh Steelers,Pittsburgh Steelers,,Sun,September 26,8:36PM,13,3,314,1,169,4,Miami,Pittsburgh,72225.0,Hard Rock Stadium,65326,1.1056087928236842
2004,3,Washington Redskins,Dallas Cowboys,Dallas Cowboys,,Mon,September 27,9:10PM,21,18,287,0,384,0,Washington,Dallas,90367.0,Commanders Field,62000,1.457532258064516
2004,4,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh Steelers,,Sun,October 3,1:01PM,28,17,333,2,293,3,Pittsburgh,Cincinnati,62402.0,Acrisure Stadium,68400,0.9123099415204678
2004,4,Buffalo Bills,New England Patriots,New England Patriots,,Sun,October 3,1:02PM,31,17,397,1,337,2,Buffalo,New England,72698.0,Highmark Stadium,71608,1.0152217629315161
2004,4,Cleveland Browns,Washington Redskins,Cleveland Browns,,Sun,October 3,1:02PM,17,13,280,1,265,2,Cleveland,Washington,73348.0,Huntington Bank Field,67895,1.0803151925767729
2004,4,Green Bay Packers,New York Giants,New York Giants,,Sun,October 3,1:02PM,14,7,403,1,301,3,Green Bay,New York,70623.0,Lambeau Field,81441,0.8671676428334623
2004,4,Houston Texans,Oakland Raiders,Houston Texans,,Sun,October 3,1:02PM,30,17,386,1,375,5,Houston,Oakland,70741.0,NRG Stadium,72220,0.9795209083356411
2004,4,Jacksonville Jaguars,Indianapolis Colts,Indianapolis Colts,,Sun,October 3,1:02PM,24,17,337,1,408,1,Jacksonville,Indianapolis,73114.0,TIAA Bank Field,67246,1.0872616958629508
2004,4,Chicago Bears,Philadelphia Eagles,Philadelphia Eagles,,Sun,October 3,1:05PM,19,9,376,1,224,1,Chicago,Philadelphia,61894.0,Soldier Field,61500,1.0064065040650407
2004,4,Arizona Cardinals,New Orleans Saints,Arizona Cardinals,,Sun,October 3,4:05PM,34,10,373,1,279,2,Arizona,New Orleans,28109.0,State Farm Stadium,63400,0.4433596214511041
2004,4,Carolina Panthers,Atlanta Falcons,Atlanta Falcons,,Sun,October 3,4:05PM,27,10,313,0,360,3,Carolina,Atlanta,73461.0,Bank of America Stadium,74867,0.9812200301868647
2004,4,San Diego Chargers,Tennessee Titans,San Diego Chargers,,Sun,October 3,4:15PM,38,17,393,0,330,0,San Diego,Tennessee,54006.0,San Diego Stadium,71500,0.7553286713286713
2004,4,Miami Dolphins,New York Jets,New York Jets,,Sun,October 3,4:15PM,17,9,235,1,293,4,Miami,New York,73157.0,Hard Rock Stadium,65326,1.119875700333711
2004,4,Tampa Bay Buccaneers,Denver Broncos,Denver Broncos,,Sun,October 3,4:15PM,16,13,249,0,269,1,Tampa Bay,Denver,65341.0,Raymond James Stadium,69218,0.9439885578895663
2004,4,San Francisco 49ers,St. Louis Rams,St. Louis Rams,,Sun,October 3,8:38PM,24,14,360,0,332,2,San Francisco,St. Louis,66696.0,Levi's Stadium,68500,0.9736642335766423
2004,4,Baltimore Ravens,Kansas City Chiefs,Kansas City Chiefs,,Mon,October 4,9:08PM,27,24,398,0,207,0,Baltimore,Kansas City,69827.0,M&T Bank Stadium,71008,0.9833680712032447
2004,5,Indianapolis Colts,Oakland Raiders,Indianapolis Colts,,Sun,October 10,1:00PM,35,14,338,1,269,3,Indianapolis,Oakland,57230.0,Lucas Oil Stadium,67000,0.8541791044776119
2004,5,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,,Sun,October 10,1:02PM,34,23,401,1,305,1,Pittsburgh,Cleveland,63609.0,Acrisure Stadium,68400,0.9299561403508771
2004,5,Houston Texans,Minnesota Vikings,Minnesota Vikings,,Sun,October 10,1:02PM,34,28,510,0,410,0,Houston,Minnesota,70718.0,NRG Stadium,72220,0.9792024369980615
2004,5,New England Patriots,Miami Dolphins,New England Patriots,,Sun,October 10,1:02PM,24,10,204,1,295,2,New England,Miami,68756.0,Gillette Stadium,66829,1.0288347872929418
2004,5,Dallas Cowboys,New York Giants,New York Giants,,Sun,October 10,1:03PM,26,10,336,1,278,2,Dallas,New York,64018.0,AT&T Stadium,80000,0.800225
2004,5,New Orleans Saints,Tampa Bay Buccaneers,Tampa Bay Buccaneers,,Sun,October 10,1:03PM,20,17,319,1,251,2,New Orleans,Tampa Bay,64900.0,Caesars Superdome,73208,0.8865151349579281
2004,5,Atlanta Falcons,Detroit Lions,Detroit Lions,,Sun,October 10,1:05PM,17,10,227,0,279,4,Atlanta,Detroit,70434.0,Mercedes Benz Stadium,71000,0.9920281690140845
2004,5,San Diego Chargers,Jacksonville Jaguars,San Diego Chargers,,Sun,October 10,4:05PM,34,21,386,0,429,3,San Diego,Jacksonville,52101.0,San Diego Stadium,71500,0.7286853146853147
2004,5,New York Jets,Buffalo Bills,New York Jets,,Sun,October 10,4:06PM,16,14,383,2,252,1,New York,Buffalo,77976.0,MetLife Stadium,82500,0.9451636363636363
2004,5,Denver Broncos,Carolina Panthers,Denver Broncos,,Sun,October 10,4:15PM,20,17,434,2,227,0,Denver,Carolina,75072.0,Empower Field at Mile High,76125,0.9861674876847291
2004,5,Seattle Seahawks,St. Louis Rams,St. Louis Rams,,Sun,October 10,4:15PM,33,27,441,3,391,0,Seattle,St. Louis,66940.0,Lumen Field,69000,0.9701449275362319
2004,5,San Francisco 49ers,Arizona Cardinals,San Francisco 49ers,,Sun,October 10,4:15PM,31,28,448,2,320,1,San Francisco,Arizona,62836.0,Levi's Stadium,68500,0.9173138686131387
2004,5,Washington Redskins,Baltimore Ravens,Baltimore Ravens,,Sun,October 10,8:36PM,17,10,232,3,107,2,Washington,Baltimore,90287.0,Commanders Field,62000,1.456241935483871
