year,week,home_team_name,away_team_name,day,date,time,weekly_attendance,weekly_attendance_ratio,prev_game_attendance,avg_season_attendance_prev,home_team_superbowl_winner_last_season,away_team_superbowl_winner_last_season,home_team_playoffs_last_season,away_team_playoffs_last_season,home_team_wins_last_3,away_team_wins_last_3,pts_home,pts_away,yds_home,yds_away,turnovers_home,turnovers_away,zscore_pts_home,zscore_yds_home,zscore_turnovers_home,zscore_pts_away,zscore_yds_away,zscore_turnovers_away,full_date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018,13,Giants,Bears,Sun,December 2,1:00PM,76465.0,0.7273998535021546,75863.0,73939.8125,False,False,False,False,2.0,3.0,30,27,338,376,1,3,1.772022292367928,0.2742499102172288,-0.42369951214952406,1.3677565275121284,0.9586949501845814,1.1538663540571803,2018-12-02,9.6,5.0,11.7,,,,5.5,,,
2018,15,Giants,Titans,Sun,December 16,1:00PM,74538.0,0.7090685971404381,76465.0,73939.8125,False,False,False,True,2.0,2.0,0,17,260,301,2,0,-1.8628952304380781,-0.6264445317593541,0.70616585358254,-0.43694054230289336,-0.1495300286449306,-1.1882329697333962,2018-12-16,4.9,3.3,8.9,33.6,,28.0,19.2,,1014.2,
2018,17,Giants,Cowboys,Sun,December 30,1:00PM,77750.0,0.7396238620256657,74538.0,73939.8125,False,False,False,False,1.0,2.0,35,36,441,419,2,1,2.3778418795022622,1.4636284682119471,0.70616585358254,1.1939487839225504,1.0179444813083223,-0.28621229136456616,2018-12-30,2.5,0.6,4.0,,,,4.5,,1023.1,
2019,2,Giants,Bills,Sun,September 15,1:00PM,74569.0,0.7093634954005384,77750.0,73945.75,False,False,False,False,0.0,2.0,14,28,370,388,2,0,-0.839759576800633,0.22021540834904926,0.8922826579669375,0.90853502449945,1.0567947900407382,-1.2909944487358056,2019-09-15,23.3,17.8,28.3,0.0,,,5.7,,1019.6,
2019,4,Giants,Redskins,Sun,September 29,1:00PM,74149.0,0.7053680996185349,74569.0,73945.75,False,False,False,False,1.0,0.0,24,3,389,176,4,4,0.08687168035868616,0.5204193730939416,3.088670739116322,-2.084704811429761,-1.6219963137132645,2.8667654518366437,2019-09-29,22.9,18.3,26.1,0.0,,,11.3,,1022.3,
2019,5,Giants,Vikings,Sun,October 6,1:00PM,75041.0,0.7138535592317424,74149.0,73945.75,False,False,False,False,2.0,1.0,10,28,211,490,1,1,-1.2104120796643605,-2.2920177703055757,-0.20591138260775482,0.5407075833772349,1.721496325470888,-0.25,2019-10-06,17.8,12.2,22.2,,,,11.4,,1025.3,
2019,7,Giants,Cardinals,Sun,October 20,1:00PM,73577.0,0.6999267510773299,75041.0,73945.75,False,False,False,False,1.0,2.0,21,27,263,245,3,0,-0.19111769678910956,-1.4704069194248177,1.9904766985416298,1.7156843425422605,0.0663384786015055,-1.2585911663991334,2019-10-20,10.4,5.0,13.9,,,,5.3,,1016.3,
2019,9,Giants,Cowboys,Mon,November 4,8:15PM,76107.0,0.7239942542403516,73577.0,73945.75,False,False,False,True,0.0,1.0,18,37,271,429,3,2,-0.46910707393690526,-1.3440052500585473,1.9904766985416298,1.495727520794975,0.985236243437701,0.8343640490437215,2019-11-04,8.4,2.2,13.3,0.0,,,8.0,,1026.4,
2019,13,Giants,Packers,Sun,December 1,1:00PM,75950.0,0.7225007372456502,76107.0,73945.75,False,False,False,False,0.0,1.0,13,31,335,322,3,0,-0.9324227025165648,-0.33279189512838386,1.9904766985416298,0.7535246921249441,-0.4880627348393504,-1.0978875820671,2019-12-01,-0.6,-2.8,2.2,,,39.0,13.0,,1010.5,
2019,15,Giants,Dolphins,Sun,December 15,1:00PM,72894.0,0.6934294765080241,75950.0,73945.75,False,False,False,False,0.0,1.0,36,20,412,384,3,1,1.198829188949869,0.883824172521969,1.9904766985416298,0.007916520798784701,0.9008717081512467,-0.34632535752339527,2019-12-15,6.3,2.2,8.9,0.0,,272.0,21.7,,1008.5,
2019,17,Giants,Eagles,Sun,December 29,4:25PM,75029.0,0.7137394050665423,72894.0,73945.75,False,False,False,True,2.0,3.0,17,34,397,400,2,0,-0.5617701996528371,0.646821042460212,0.8922826579669375,1.713880826880584,0.42611484715776904,-1.6113756277207887,2019-12-29,3.2,-0.6,6.7,5.7,,,4.9,,1021.5,
